paper_id,gt_pair,crop,product,category,method,gt_dose,gt_n,gt_ctrl,gt_treat,gt_effect_pct,is_dose_response,match_status,ext_ctrl,ext_treat,ext_effect_pct,scale,scale_error,n_match,dose_match,element,unit,ext_n,ext_dose,effect_diff_pp
090_Kocira_2020_Biochemical and economical effect of app,127,bean,Kelpak SL,SWE,Foliar,1.0,3,0.248493975903614,0.338855421686747,36.3636,True,unmatched,,,,,,,,,,,,
090_Kocira_2020_Biochemical and economical effect of app,128,bean,Terra Sorb Complex,PHs,Foliar,0.7,3,0.278614457831325,0.359939759036144,29.1892,True,unmatched,,,,,,,,,,,,
090_Kocira_2020_Biochemical and economical effect of app,129,bean,Terra Sorb Complex,PHs,Foliar,1.0,3,0.278614457831325,0.31927710843373397,14.5946,True,unmatched,,,,,,,,,,,,
090_Kocira_2020_Biochemical and economical effect of app,130,bean,Terra Sorb Complex,PHs,Foliar,0.7,3,0.278614457831325,0.332831325301204,19.4595,True,unmatched,,,,,,,,,,,,
090_Kocira_2020_Biochemical and economical effect of app,131,bean,Terra Sorb Complex,PHs,Foliar,1.0,3,0.278614457831325,0.371987951807228,33.5135,True,unmatched,,,,,,,,,,,,
090_Kocira_2020_Biochemical and economical effect of app,132,bean,Kelpak SL,SWE,Foliar,0.7,3,0.317771084337349,0.394578313253012,24.1706,True,matched,5181.7,4431.1,-14.4856,0.0001,0.3768,True,False,bean yield (g m⁻²),g/m²,4,,38.6562
090_Kocira_2020_Biochemical and economical effect of app,133,bean,Kelpak SL,SWE,Foliar,1.0,3,0.317771084337349,0.335843373493975,5.6872,True,unmatched,,,,,,,,,,,,
090_Kocira_2020_Biochemical and economical effect of app,134,bean,Kelpak SL,SWE,Foliar,0.7,3,0.317771084337349,0.411144578313253,29.3839,True,matched,4968.2,5022.0,1.0829,0.0001,0.3925,True,False,bean yield (g m⁻²),g/m²,4,,28.301
090_Kocira_2020_Biochemical and economical effect of app,135,bean,Kelpak SL,SWE,Foliar,1.0,3,0.317771084337349,0.403614457831325,27.0142,True,matched,4970.7,4445.5,-10.5659,0.0001,0.3328,True,False,bean yield (g m⁻²),g/m²,4,,37.5801
090_Kocira_2020_Biochemical and economical effect of app,136,bean,Terra Sorb Complex,PHs,Foliar,0.7,3,0.25,0.259036144578313,3.6145,True,unmatched,,,,,,,,,,,,
090_Kocira_2020_Biochemical and economical effect of app,137,bean,Terra Sorb Complex,PHs,Foliar,1.0,3,0.25,0.26656626506024,6.6265,True,unmatched,,,,,,,,,,,,
090_Kocira_2020_Biochemical and economical effect of app,138,bean,Terra Sorb Complex,PHs,Foliar,0.7,3,0.25,0.284638554216867,13.8554,True,unmatched,,,,,,,,,,,,
090_Kocira_2020_Biochemical and economical effect of app,139,bean,Terra Sorb Complex,PHs,Foliar,1.0,3,0.25,0.26054216867469804,4.2169,True,unmatched,,,,,,,,,,,,
090_Kocira_2020_Biochemical and economical effect of app,140,bean,Kelpak SL,SWE,Foliar,0.7,3,0.278614457831325,0.331325301204819,18.9189,True,unmatched,,,,,,,,,,,,
090_Kocira_2020_Biochemical and economical effect of app,141,bean,Kelpak SL,SWE,Foliar,1.0,3,0.278614457831325,0.394578313253012,41.6216,True,unmatched,,,,,,,,,,,,
090_Kocira_2020_Biochemical and economical effect of app,142,bean,Kelpak SL,SWE,Foliar,0.7,3,0.278614457831325,0.381024096385542,36.7568,True,unmatched,,,,,,,,,,,,
090_Kocira_2020_Biochemical and economical effect of app,143,bean,Kelpak SL,SWE,Foliar,1.0,3,0.278614457831325,0.335843373493975,20.5405,True,unmatched,,,,,,,,,,,,
090_Kocira_2020_Biochemical and economical effect of app,144,bean,Terra Sorb Complex,PHs,Foliar,0.7,3,0.317771084337349,0.343373493975903,8.0569,True,unmatched,,,,,,,,,,,,
090_Kocira_2020_Biochemical and economical effect of app,145,bean,Terra Sorb Complex,PHs,Foliar,1.0,3,0.317771084337349,0.358433734939759,12.7962,True,unmatched,,,,,,,,,,,,
090_Kocira_2020_Biochemical and economical effect of app,146,bean,Terra Sorb Complex,PHs,Foliar,0.7,3,0.317771084337349,0.36144578313253,13.7441,True,unmatched,,,,,,,,,,,,
090_Kocira_2020_Biochemical and economical effect of app,147,bean,Terra Sorb Complex,PHs,Foliar,1.0,3,0.317771084337349,0.343373493975903,8.0569,True,unmatched,,,,,,,,,,,,
090_Kocira_2020_Biochemical and economical effect of app,964,bean,Kelpak,SWE,Foliar,0.7,4,0.2479,0.3203,29.2053,True,unmatched,,,,,,,,,,,,
090_Kocira_2020_Biochemical and economical effect of app,965,bean,Kelpak,SWE,Foliar,1.0,4,0.2479,0.3225,30.0928,True,unmatched,,,,,,,,,,,,
090_Kocira_2020_Biochemical and economical effect of app,966,bean,Kelpak,SWE,Foliar,0.7,4,0.2479,0.3302,33.1989,True,unmatched,,,,,,,,,,,,
090_Kocira_2020_Biochemical and economical effect of app,967,bean,Kelpak,SWE,Foliar,1.0,4,0.2479,0.3386,36.5873,True,unmatched,,,,,,,,,,,,
090_Kocira_2020_Biochemical and economical effect of app,968,bean,Kelpak,SWE,Foliar,0.7,4,0.2784,0.3599,29.2744,True,unmatched,,,,,,,,,,,,
090_Kocira_2020_Biochemical and economical effect of app,969,bean,Kelpak,SWE,Foliar,1.0,4,0.2784,0.3192,14.6552,True,unmatched,,,,,,,,,,,,
090_Kocira_2020_Biochemical and economical effect of app,970,bean,Kelpak,SWE,Foliar,0.7,4,0.2784,0.3307,18.7859,True,unmatched,,,,,,,,,,,,
090_Kocira_2020_Biochemical and economical effect of app,971,bean,Kelpak,SWE,Foliar,1.0,4,0.2784,0.3701,32.9382,True,unmatched,,,,,,,,,,,,
090_Kocira_2020_Biochemical and economical effect of app,972,bean,Kelpak,SWE,Foliar,0.7,4,0.3162,0.3939,24.5731,True,matched,5181.7,4453.3,-14.0572,0.0001,0.3847,True,False,bean yield (g m⁻²),g/m²,4,,38.6302
090_Kocira_2020_Biochemical and economical effect of app,973,bean,Kelpak,SWE,Foliar,1.0,4,0.3162,0.3343,5.7242,True,unmatched,,,,,,,,,,,,
090_Kocira_2020_Biochemical and economical effect of app,974,bean,Kelpak,SWE,Foliar,0.7,4,0.3162,0.4119,30.2657,True,matched,4970.7,4176.7,-15.9736,0.0001,0.293,True,False,bean yield (g m⁻²),g/m²,4,,46.2393
090_Kocira_2020_Biochemical and economical effect of app,975,bean,Kelpak,SWE,Foliar,1.0,4,0.3162,0.4039,27.7356,True,matched,4968.2,4630.8,-6.7912,0.0001,0.3589,True,False,bean yield (g m⁻²),g/m²,4,,34.5268
090_Kocira_2020_Biochemical and economical effect of app,976,bean,Terra Sorb Complex,PHs,Foliar,0.6,4,0.2479,0.258,4.0742,True,unmatched,,,,,,,,,,,,
090_Kocira_2020_Biochemical and economical effect of app,977,bean,Terra Sorb Complex,PHs,Foliar,1.0,4,0.2479,0.2667,7.5837,True,unmatched,,,,,,,,,,,,
090_Kocira_2020_Biochemical and economical effect of app,978,bean,Terra Sorb Complex,PHs,Foliar,0.6,4,0.2479,0.2841,14.6027,True,unmatched,,,,,,,,,,,,
090_Kocira_2020_Biochemical and economical effect of app,979,bean,Terra Sorb Complex,PHs,Foliar,1.0,4,0.2479,0.2578,3.9935,True,unmatched,,,,,,,,,,,,
090_Kocira_2020_Biochemical and economical effect of app,980,bean,Terra Sorb Complex,PHs,Foliar,0.6,4,0.2784,0.3298,18.4626,True,unmatched,,,,,,,,,,,,
090_Kocira_2020_Biochemical and economical effect of app,981,bean,Terra Sorb Complex,PHs,Foliar,1.0,4,0.2784,0.3936,41.3793,True,unmatched,,,,,,,,,,,,
090_Kocira_2020_Biochemical and economical effect of app,982,bean,Terra Sorb Complex,PHs,Foliar,0.6,4,0.2784,0.3811,36.8894,True,unmatched,,,,,,,,,,,,
090_Kocira_2020_Biochemical and economical effect of app,983,bean,Terra Sorb Complex,PHs,Foliar,1.0,4,0.2784,0.3345,20.1509,True,unmatched,,,,,,,,,,,,
090_Kocira_2020_Biochemical and economical effect of app,984,bean,Terra Sorb Complex,PHs,Foliar,0.6,4,0.3162,0.3408,7.7799,True,unmatched,,,,,,,,,,,,
090_Kocira_2020_Biochemical and economical effect of app,985,bean,Terra Sorb Complex,PHs,Foliar,1.0,4,0.3162,0.3582,13.2827,True,unmatched,,,,,,,,,,,,
090_Kocira_2020_Biochemical and economical effect of app,986,bean,Terra Sorb Complex,PHs,Foliar,0.6,4,0.3162,0.3624,14.611,True,unmatched,,,,,,,,,,,,
