all_agree_true_count,claim_disagreement_count,claim_disagreement_type,claim_key,claim_source,claude_dir,claude_dir_set,consensus_confidence,consensus_data_source,consensus_effect_pct,consensus_notes,consensus_support,construct_drift_count,construct_drift_flags,cross_model_direction_agreement,cross_model_direction_set,cross_model_support_n,drift_arm_mismatch,drift_concentration_vs_content,drift_figure_only_target,drift_pooled_vs_subgroup_mismatch,drift_timepoint_mismatch,drift_tissue_mismatch,element,element_mismatch_flag,gemini_dir,gemini_dir_set,has_factorial_structure,has_n,has_tc_confusion,has_variance,high_disagreement_flag,is_control_paper,kimi_dir,kimi_dir_set,pairwise_all_agree_rate_claim,pairwise_claim_available,pairwise_element,pairwise_relaxed_claude_dir_set,pairwise_relaxed_gemini_dir_set,pairwise_relaxed_kimi_dir_set,pairwise_relaxed_row_count,pairwise_relaxed_support_n,pairwise_relaxed_tissues,pairwise_row_count,pairwise_tissue,paper_agreement_fraction,paper_direction_agreement_rate,paper_id,paper_pairwise_all_agree_rate,paper_recon_warning_count,paper_recon_warnings,paper_root_cause,paper_root_cause_confidence,paper_root_cause_note,report_figure_digitization_limit,report_no_concentration_data,report_overall_partial,report_status_skip,report_treatment_arm_confusion,report_wrong_tissue,report_zero_match,risk_flag_count,risk_flags,swap_risk_flag,tissue,warning_averaging_risk,warning_factorial_risk,warning_figure_only_risk,warning_multi_condition_risk,warning_sparse_recon_risk,warning_tc_confusion_risk,warning_timepoint_risk
1,1,kimi_only,009_Barnes_1992::S::root,consensus_observation,decrease,"[""decrease""]",high,Table 5,-22.72727272727272,Models agree (diff=0.0%),2,1,"[""arm_mismatch""]",True,"[""decrease""]",3,True,False,False,False,False,False,S,False,decrease,"[""decrease""]",True,True,True,False,False,False,decrease,"[""decrease""]",1.0,True,S,"[""decrease""]","[""decrease""]","[""decrease""]",2,3,"[""root"", ""whole""]",1,root,0.5,0.8333,009_Barnes_1992,0.7143,5,"[""This is a 2x2 factorial design with CO2 and O3 treatments - must carefully separate CO2-only effects from CO2+O3 interactions"", ""Four treatment combinations exist: 350CO2/20O3, 350CO2/80O3, 750CO2/20O3, 750CO2/80O3"", ""Control for CO2 analysis should be 350 ppm treatments, elevated should be 750 ppm treatments"", ""O3 treatments may confound CO2 effects - need to extract CO2 main effects or use only low-O3 treatments"", ""Sample sizes vary between measurements - gas exchange n=5 per chamber, mineral analysis n=4 per chamber""]",matching_alignment_artifact,high,Inferred from per-paper report: tissue / arm / factorial alignment issue.,False,False,False,False,True,False,False,6,"[""disagreement_present"", ""factorial_structure"", ""missing_variance"", ""paper_alignment_known"", ""partial_model_support"", ""tc_confusion""]",False,root,False,True,False,False,False,True,False
1,1,kimi_only,009_Barnes_1992::S::whole,consensus_observation,decrease,"[""decrease""]",high,Table 4,-26.66666666666667,Models agree (diff=0.0%),2,1,"[""arm_mismatch""]",True,"[""decrease""]",3,True,False,False,False,False,False,S,False,decrease,"[""decrease""]",True,True,True,False,False,False,decrease,"[""decrease""]",1.0,True,S,"[""decrease""]","[""decrease""]","[""decrease""]",2,3,"[""root"", ""whole""]",1,whole,0.5,0.8333,009_Barnes_1992,0.7143,5,"[""This is a 2x2 factorial design with CO2 and O3 treatments - must carefully separate CO2-only effects from CO2+O3 interactions"", ""Four treatment combinations exist: 350CO2/20O3, 350CO2/80O3, 750CO2/20O3, 750CO2/80O3"", ""Control for CO2 analysis should be 350 ppm treatments, elevated should be 750 ppm treatments"", ""O3 treatments may confound CO2 effects - need to extract CO2 main effects or use only low-O3 treatments"", ""Sample sizes vary between measurements - gas exchange n=5 per chamber, mineral analysis n=4 per chamber""]",matching_alignment_artifact,high,Inferred from per-paper report: tissue / arm / factorial alignment issue.,False,False,False,False,True,False,False,6,"[""disagreement_present"", ""factorial_structure"", ""missing_variance"", ""paper_alignment_known"", ""partial_model_support"", ""tc_confusion""]",False,shoot,False,True,False,False,False,True,False
,1,kimi_only,010_Li_2010::Al::grain,disagreement_only,,,medium,Figure 2 (described in text),-11.700000000000003,Relative decrease of 11.7% reported. Effect not statistically significant (P > 0.05). Data pooled across 3 years (5 replicates per year). Absolute concentrations not provided.,0,1,"[""figure_only_target""]",,[],0,False,False,True,False,False,False,Al,False,,,True,True,True,False,False,False,,,,,,,,,,,,,,0.0,,010_Li_2010,0.0,5,"[""Three CO2 treatments: CONTROL (ambient, no equipment), AMBIENT (ambient + equipment), FACE (elevated + equipment) - only AMBIENT vs FACE used in analysis"", ""Data pooled across 3 years (2004-2006) which could introduce temporal variance not captured in reported statistics"", ""Mineral data reported as relative percentage changes rather than absolute values"", ""Some minerals show positive effects (K, Pb, Mo) which is unusual and should be verified against expected dilution pattern"", ""Sample preparation differs between analyses - wholemeal flour for minerals vs refined flour for proteins""]",extraction_coverage_limitation,high,Inferred from per-paper report: skip / figure-only / non-tabular target data.,True,False,False,False,False,False,False,6,"[""disagreement_present"", ""factorial_structure"", ""missing_variance"", ""paper_extraction_coverage_known"", ""partial_model_support"", ""tc_confusion""]",False,grain,False,True,False,False,False,True,False
,1,kimi_only,010_Li_2010::B::grain,disagreement_only,,,medium,Figure 2 (described in text),-26.299999999999997,Relative decrease of 26.3% reported. Effect not statistically significant (P > 0.05). Data pooled across 3 years (5 replicates per year). Absolute concentrations not provided.,0,1,"[""figure_only_target""]",,[],0,False,False,True,False,False,False,B,False,,,True,True,True,False,False,False,,,,,,,,,,,,,,0.0,,010_Li_2010,0.0,5,"[""Three CO2 treatments: CONTROL (ambient, no equipment), AMBIENT (ambient + equipment), FACE (elevated + equipment) - only AMBIENT vs FACE used in analysis"", ""Data pooled across 3 years (2004-2006) which could introduce temporal variance not captured in reported statistics"", ""Mineral data reported as relative percentage changes rather than absolute values"", ""Some minerals show positive effects (K, Pb, Mo) which is unusual and should be verified against expected dilution pattern"", ""Sample preparation differs between analyses - wholemeal flour for minerals vs refined flour for proteins""]",extraction_coverage_limitation,high,Inferred from per-paper report: skip / figure-only / non-tabular target data.,True,False,False,False,False,False,False,6,"[""disagreement_present"", ""factorial_structure"", ""missing_variance"", ""paper_extraction_coverage_known"", ""partial_model_support"", ""tc_confusion""]",False,grain,False,True,False,False,False,True,False
,1,claude_only,010_Li_2010::Cd::grain,disagreement_only,,,high,Figure 2,,Significant negative effect (~-15% decrease),0,1,"[""figure_only_target""]",,[],0,False,False,True,False,False,False,Cd,False,,,True,True,True,False,False,False,,,,,,,,,,,,,,0.0,,010_Li_2010,0.0,5,"[""Three CO2 treatments: CONTROL (ambient, no equipment), AMBIENT (ambient + equipment), FACE (elevated + equipment) - only AMBIENT vs FACE used in analysis"", ""Data pooled across 3 years (2004-2006) which could introduce temporal variance not captured in reported statistics"", ""Mineral data reported as relative percentage changes rather than absolute values"", ""Some minerals show positive effects (K, Pb, Mo) which is unusual and should be verified against expected dilution pattern"", ""Sample preparation differs between analyses - wholemeal flour for minerals vs refined flour for proteins""]",extraction_coverage_limitation,high,Inferred from per-paper report: skip / figure-only / non-tabular target data.,True,False,False,False,False,False,False,6,"[""disagreement_present"", ""factorial_structure"", ""missing_variance"", ""paper_extraction_coverage_known"", ""partial_model_support"", ""tc_confusion""]",False,grain,False,True,False,False,False,True,False
,1,claude_only,010_Li_2010::Fe::grain,disagreement_only,,,high,Figure 2,,"Significant negative effect (~-10% decrease), consistent with dilution",0,1,"[""figure_only_target""]",,[],0,False,False,True,False,False,False,Fe,False,,,True,True,True,False,False,False,,,,,,,,,,,,,,0.0,,010_Li_2010,0.0,5,"[""Three CO2 treatments: CONTROL (ambient, no equipment), AMBIENT (ambient + equipment), FACE (elevated + equipment) - only AMBIENT vs FACE used in analysis"", ""Data pooled across 3 years (2004-2006) which could introduce temporal variance not captured in reported statistics"", ""Mineral data reported as relative percentage changes rather than absolute values"", ""Some minerals show positive effects (K, Pb, Mo) which is unusual and should be verified against expected dilution pattern"", ""Sample preparation differs between analyses - wholemeal flour for minerals vs refined flour for proteins""]",extraction_coverage_limitation,high,Inferred from per-paper report: skip / figure-only / non-tabular target data.,True,False,False,False,False,False,False,6,"[""disagreement_present"", ""factorial_structure"", ""missing_variance"", ""paper_extraction_coverage_known"", ""partial_model_support"", ""tc_confusion""]",False,grain,False,True,False,False,False,True,False
,1,claude_only,010_Li_2010::K::grain,disagreement_only,,,high,Figure 2,,"Significant positive effect (~15% increase), unusual for dilution pattern",0,1,"[""figure_only_target""]",,[],0,False,False,True,False,False,False,K,False,,,True,True,True,False,False,False,,,,,,,,,,,,,,0.0,,010_Li_2010,0.0,5,"[""Three CO2 treatments: CONTROL (ambient, no equipment), AMBIENT (ambient + equipment), FACE (elevated + equipment) - only AMBIENT vs FACE used in analysis"", ""Data pooled across 3 years (2004-2006) which could introduce temporal variance not captured in reported statistics"", ""Mineral data reported as relative percentage changes rather than absolute values"", ""Some minerals show positive effects (K, Pb, Mo) which is unusual and should be verified against expected dilution pattern"", ""Sample preparation differs between analyses - wholemeal flour for minerals vs refined flour for proteins""]",extraction_coverage_limitation,high,Inferred from per-paper report: skip / figure-only / non-tabular target data.,True,False,False,False,False,False,False,6,"[""disagreement_present"", ""factorial_structure"", ""missing_variance"", ""paper_extraction_coverage_known"", ""partial_model_support"", ""tc_confusion""]",False,grain,False,True,False,False,False,True,False
,1,claude_only,010_Li_2010::Mg::grain,disagreement_only,,,medium,Figure 2,,"Negative trend (~-8% decrease), not significant",0,1,"[""figure_only_target""]",,[],0,False,False,True,False,False,False,Mg,False,,,True,True,True,False,False,False,,,,,,,,,,,,,,0.0,,010_Li_2010,0.0,5,"[""Three CO2 treatments: CONTROL (ambient, no equipment), AMBIENT (ambient + equipment), FACE (elevated + equipment) - only AMBIENT vs FACE used in analysis"", ""Data pooled across 3 years (2004-2006) which could introduce temporal variance not captured in reported statistics"", ""Mineral data reported as relative percentage changes rather than absolute values"", ""Some minerals show positive effects (K, Pb, Mo) which is unusual and should be verified against expected dilution pattern"", ""Sample preparation differs between analyses - wholemeal flour for minerals vs refined flour for proteins""]",extraction_coverage_limitation,high,Inferred from per-paper report: skip / figure-only / non-tabular target data.,True,False,False,False,False,False,False,6,"[""disagreement_present"", ""factorial_structure"", ""missing_variance"", ""paper_extraction_coverage_known"", ""partial_model_support"", ""tc_confusion""]",False,grain,False,True,False,False,False,True,False
,1,claude_only,010_Li_2010::Mo::grain,disagreement_only,,,medium,Figure 2,,"Positive trend (~10% increase), not significant",0,1,"[""figure_only_target""]",,[],0,False,False,True,False,False,False,Mo,False,,,True,True,True,False,False,False,,,,,,,,,,,,,,0.0,,010_Li_2010,0.0,5,"[""Three CO2 treatments: CONTROL (ambient, no equipment), AMBIENT (ambient + equipment), FACE (elevated + equipment) - only AMBIENT vs FACE used in analysis"", ""Data pooled across 3 years (2004-2006) which could introduce temporal variance not captured in reported statistics"", ""Mineral data reported as relative percentage changes rather than absolute values"", ""Some minerals show positive effects (K, Pb, Mo) which is unusual and should be verified against expected dilution pattern"", ""Sample preparation differs between analyses - wholemeal flour for minerals vs refined flour for proteins""]",extraction_coverage_limitation,high,Inferred from per-paper report: skip / figure-only / non-tabular target data.,True,False,False,False,False,False,False,6,"[""disagreement_present"", ""factorial_structure"", ""missing_variance"", ""paper_extraction_coverage_known"", ""partial_model_support"", ""tc_confusion""]",False,grain,False,True,False,False,False,True,False
0,1,claude_only,010_Li_2010::N::grain,disagreement_only,,[],high,Text,,"Total protein concentration decreased by 7.4%, C/N ratio increased by 9.2%",0,1,"[""figure_only_target""]",True,"[""decrease""]",1,False,False,True,False,False,False,N,False,decrease,"[""decrease""]",True,True,True,False,False,False,,[],0.0,True,N,[],"[""decrease""]",[],1,1,"[""grain""]",1,grain,0.0,,010_Li_2010,0.0,5,"[""Three CO2 treatments: CONTROL (ambient, no equipment), AMBIENT (ambient + equipment), FACE (elevated + equipment) - only AMBIENT vs FACE used in analysis"", ""Data pooled across 3 years (2004-2006) which could introduce temporal variance not captured in reported statistics"", ""Mineral data reported as relative percentage changes rather than absolute values"", ""Some minerals show positive effects (K, Pb, Mo) which is unusual and should be verified against expected dilution pattern"", ""Sample preparation differs between analyses - wholemeal flour for minerals vs refined flour for proteins""]",extraction_coverage_limitation,high,Inferred from per-paper report: skip / figure-only / non-tabular target data.,True,False,False,False,False,False,False,6,"[""disagreement_present"", ""factorial_structure"", ""missing_variance"", ""paper_extraction_coverage_known"", ""partial_model_support"", ""tc_confusion""]",False,grain,False,True,False,False,False,True,False
,1,claude_only,010_Li_2010::Pb::grain,disagreement_only,,,high,Figure 2,,"Significant positive effect (~25% increase), unusual for dilution pattern",0,1,"[""figure_only_target""]",,[],0,False,False,True,False,False,False,Pb,False,,,True,True,True,False,False,False,,,,,,,,,,,,,,0.0,,010_Li_2010,0.0,5,"[""Three CO2 treatments: CONTROL (ambient, no equipment), AMBIENT (ambient + equipment), FACE (elevated + equipment) - only AMBIENT vs FACE used in analysis"", ""Data pooled across 3 years (2004-2006) which could introduce temporal variance not captured in reported statistics"", ""Mineral data reported as relative percentage changes rather than absolute values"", ""Some minerals show positive effects (K, Pb, Mo) which is unusual and should be verified against expected dilution pattern"", ""Sample preparation differs between analyses - wholemeal flour for minerals vs refined flour for proteins""]",extraction_coverage_limitation,high,Inferred from per-paper report: skip / figure-only / non-tabular target data.,True,False,False,False,False,False,False,6,"[""disagreement_present"", ""factorial_structure"", ""missing_variance"", ""paper_extraction_coverage_known"", ""partial_model_support"", ""tc_confusion""]",False,grain,False,True,False,False,False,True,False
