row_id,side,paper_id,outcome_canonical,crop,treatment_level,co_amendment,co_amendment_level,timepoint,aggregation_level,unit_canonical,control_token,treatment_mean,control_mean,source_locator,is_figure,evidence,decoder
003_Baslam_2012__ai__0,ai,003_Baslam_2012,mineral_concentration,na,p,foliar,batavia_rubia_munguia,eco2_700_amb_392,single_cell,ratio,ambient_co2,0.5455,,Table 2,0,element='P'->p | tissue='outer leaf'->foliar | cultivar='Batavia Rubia Munguia (BRM)' | CO2->eco2_700_amb_392 | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 (700 umol/mol)' C_desc='Ambient CO2 (392 umol/mol)' | unit='mg/g FW' | src='Table 2' || NOTE: cultivar='Batavia Rubia Munguia (BRM)' ; CO2 e=700 a=392,rebuild_2026-08-19/loladze
003_Baslam_2012__ai__11,ai,003_Baslam_2012,mineral_concentration,na,k,foliar,batavia_rubia_munguia__inner_nm,eco2_700_amb_392,single_cell,ratio,ambient_co2,-0.0204,,Table 2,0,element='K'->k | tissue='inner leaf'->foliar | cultivar='Batavia Rubia Munguia (BRM)' | CO2->eco2_700_amb_392 | lvl_suffix=['inner_nm'] tp_suffix=[] | T_desc='Elevated CO2 (700 umol/mol)' C_desc='Ambient CO2 (392 umol/mol)' | unit='mg/g FW' | src='Table 2' || NOTE: cultivar='Batavia Rubia Munguia (BRM)' ; CO2 e=700 a=392 ; age='inner'->inner_nm,rebuild_2026-08-19/loladze
003_Baslam_2012__ai__12,ai,003_Baslam_2012,mineral_concentration,na,k,foliar,maravilla_de_verano,eco2_700_amb_392,single_cell,ratio,ambient_co2,-0.038,,Table 2,0,element='K'->k | tissue='outer leaf'->foliar | cultivar='Maravilla de Verano (MV)' | CO2->eco2_700_amb_392 | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 (700 umol/mol)' C_desc='Ambient CO2 (392 umol/mol)' | unit='mg/g FW' | src='Table 2' || NOTE: cultivar='Maravilla de Verano (MV)' ; CO2 e=700 a=392,rebuild_2026-08-19/loladze
003_Baslam_2012__ai__13,ai,003_Baslam_2012,mineral_concentration,na,k,foliar,maravilla_de_verano__inner_nm,eco2_700_amb_392,single_cell,ratio,ambient_co2,-0.1163,,Table 2,0,element='K'->k | tissue='inner leaf'->foliar | cultivar='Maravilla de Verano (MV)' | CO2->eco2_700_amb_392 | lvl_suffix=['inner_nm'] tp_suffix=[] | T_desc='Elevated CO2 (700 umol/mol)' C_desc='Ambient CO2 (392 umol/mol)' | unit='mg/g FW' | src='Table 2' || NOTE: cultivar='Maravilla de Verano (MV)' ; CO2 e=700 a=392 ; age='inner'->inner_nm,rebuild_2026-08-19/loladze
003_Baslam_2012__ai__14,ai,003_Baslam_2012,mineral_concentration,na,k,foliar,maravilla_de_verano,eco2_700_amb_392,single_cell,ratio,ambient_co2,0.0676,,Table 2,0,element='K'->k | tissue='outer leaf'->foliar | cultivar='Maravilla de Verano (MV)' | CO2->eco2_700_amb_392 | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 (700 umol/mol)' C_desc='Ambient CO2 (392 umol/mol)' | unit='mg/g FW' | src='Table 2' || NOTE: cultivar='Maravilla de Verano (MV)' ; CO2 e=700 a=392,rebuild_2026-08-19/loladze
003_Baslam_2012__ai__15,ai,003_Baslam_2012,mineral_concentration,na,k,foliar,maravilla_de_verano__inner_nm,eco2_700_amb_392,single_cell,ratio,ambient_co2,0.0455,,Table 2,0,element='K'->k | tissue='inner leaf'->foliar | cultivar='Maravilla de Verano (MV)' | CO2->eco2_700_amb_392 | lvl_suffix=['inner_nm'] tp_suffix=[] | T_desc='Elevated CO2 (700 umol/mol)' C_desc='Ambient CO2 (392 umol/mol)' | unit='mg/g FW' | src='Table 2' || NOTE: cultivar='Maravilla de Verano (MV)' ; CO2 e=700 a=392 ; age='inner'->inner_nm,rebuild_2026-08-19/loladze
003_Baslam_2012__ai__16,ai,003_Baslam_2012,mineral_concentration,na,ca,foliar,batavia_rubia_munguia,eco2_700_amb_392,single_cell,ratio,ambient_co2,-0.65,,Table 2,0,element='Ca'->ca | tissue='outer leaf'->foliar | cultivar='Batavia Rubia Munguia (BRM)' | CO2->eco2_700_amb_392 | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 (700 umol/mol)' C_desc='Ambient CO2 (392 umol/mol)' | unit='mg/g FW' | src='Table 2' || NOTE: cultivar='Batavia Rubia Munguia (BRM)' ; CO2 e=700 a=392,rebuild_2026-08-19/loladze
003_Baslam_2012__ai__17,ai,003_Baslam_2012,mineral_concentration,na,ca,foliar,batavia_rubia_munguia__inner_nm,eco2_700_amb_392,single_cell,ratio,ambient_co2,3.5217,,Table 2,0,element='Ca'->ca | tissue='inner leaf'->foliar | cultivar='Batavia Rubia Munguia (BRM)' | CO2->eco2_700_amb_392 | lvl_suffix=['inner_nm'] tp_suffix=[] | T_desc='Elevated CO2 (700 umol/mol)' C_desc='Ambient CO2 (392 umol/mol)' | unit='mg/g FW' | src='Table 2' || NOTE: cultivar='Batavia Rubia Munguia (BRM)' ; CO2 e=700 a=392 ; age='inner'->inner_nm,rebuild_2026-08-19/loladze
003_Baslam_2012__ai__18,ai,003_Baslam_2012,mineral_concentration,na,ca,foliar,batavia_rubia_munguia,eco2_700_amb_392,single_cell,ratio,ambient_co2,-0.5844,,Table 2,0,element='Ca'->ca | tissue='outer leaf'->foliar | cultivar='Batavia Rubia Munguia (BRM)' | CO2->eco2_700_amb_392 | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 (700 umol/mol)' C_desc='Ambient CO2 (392 umol/mol)' | unit='mg/g FW' | src='Table 2' || NOTE: cultivar='Batavia Rubia Munguia (BRM)' ; CO2 e=700 a=392,rebuild_2026-08-19/loladze
003_Baslam_2012__ai__19,ai,003_Baslam_2012,mineral_concentration,na,ca,foliar,batavia_rubia_munguia__inner_nm,eco2_700_amb_392,single_cell,ratio,ambient_co2,3.8,,Table 2,0,element='Ca'->ca | tissue='inner leaf'->foliar | cultivar='Batavia Rubia Munguia (BRM)' | CO2->eco2_700_amb_392 | lvl_suffix=['inner_nm'] tp_suffix=[] | T_desc='Elevated CO2 (700 umol/mol)' C_desc='Ambient CO2 (392 umol/mol)' | unit='mg/g FW' | src='Table 2' || NOTE: cultivar='Batavia Rubia Munguia (BRM)' ; CO2 e=700 a=392 ; age='inner'->inner_nm,rebuild_2026-08-19/loladze
003_Baslam_2012__ai__20,ai,003_Baslam_2012,mineral_concentration,na,ca,foliar,maravilla_de_verano,eco2_700_amb_392,single_cell,ratio,ambient_co2,-0.56,,Table 2,0,element='Ca'->ca | tissue='outer leaf'->foliar | cultivar='Maravilla de Verano (MV)' | CO2->eco2_700_amb_392 | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 (700 umol/mol)' C_desc='Ambient CO2 (392 umol/mol)' | unit='mg/g FW' | src='Table 2' || NOTE: cultivar='Maravilla de Verano (MV)' ; CO2 e=700 a=392,rebuild_2026-08-19/loladze
003_Baslam_2012__ai__21,ai,003_Baslam_2012,mineral_concentration,na,ca,foliar,maravilla_de_verano__inner_nm,eco2_700_amb_392,single_cell,ratio,ambient_co2,0.7308,,Table 2,0,element='Ca'->ca | tissue='inner leaf'->foliar | cultivar='Maravilla de Verano (MV)' | CO2->eco2_700_amb_392 | lvl_suffix=['inner_nm'] tp_suffix=[] | T_desc='Elevated CO2 (700 umol/mol)' C_desc='Ambient CO2 (392 umol/mol)' | unit='mg/g FW' | src='Table 2' || NOTE: cultivar='Maravilla de Verano (MV)' ; CO2 e=700 a=392 ; age='inner'->inner_nm,rebuild_2026-08-19/loladze
003_Baslam_2012__ai__22,ai,003_Baslam_2012,mineral_concentration,na,ca,foliar,maravilla_de_verano,eco2_700_amb_392,single_cell,ratio,ambient_co2,-0.5765,,Table 2,0,element='Ca'->ca | tissue='outer leaf'->foliar | cultivar='Maravilla de Verano (MV)' | CO2->eco2_700_amb_392 | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 (700 umol/mol)' C_desc='Ambient CO2 (392 umol/mol)' | unit='mg/g FW' | src='Table 2' || NOTE: cultivar='Maravilla de Verano (MV)' ; CO2 e=700 a=392,rebuild_2026-08-19/loladze
003_Baslam_2012__ai__23,ai,003_Baslam_2012,mineral_concentration,na,ca,foliar,maravilla_de_verano__inner_nm,eco2_700_amb_392,single_cell,ratio,ambient_co2,1.1429,,Table 2,0,element='Ca'->ca | tissue='inner leaf'->foliar | cultivar='Maravilla de Verano (MV)' | CO2->eco2_700_amb_392 | lvl_suffix=['inner_nm'] tp_suffix=[] | T_desc='Elevated CO2 (700 umol/mol)' C_desc='Ambient CO2 (392 umol/mol)' | unit='mg/g FW' | src='Table 2' || NOTE: cultivar='Maravilla de Verano (MV)' ; CO2 e=700 a=392 ; age='inner'->inner_nm,rebuild_2026-08-19/loladze
003_Baslam_2012__ai__24,ai,003_Baslam_2012,mineral_concentration,na,mg,foliar,batavia_rubia_munguia,eco2_700_amb_392,single_cell,ratio,ambient_co2,0.3548,,Table 2,0,element='Mg'->mg | tissue='outer leaf'->foliar | cultivar='Batavia Rubia Munguia (BRM)' | CO2->eco2_700_amb_392 | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 (700 umol/mol)' C_desc='Ambient CO2 (392 umol/mol)' | unit='mg/g FW' | src='Table 2' || NOTE: cultivar='Batavia Rubia Munguia (BRM)' ; CO2 e=700 a=392,rebuild_2026-08-19/loladze
003_Baslam_2012__ai__25,ai,003_Baslam_2012,mineral_concentration,na,mg,foliar,batavia_rubia_munguia__inner_nm,eco2_700_amb_392,single_cell,ratio,ambient_co2,0.0833,,Table 2,0,element='Mg'->mg | tissue='inner leaf'->foliar | cultivar='Batavia Rubia Munguia (BRM)' | CO2->eco2_700_amb_392 | lvl_suffix=['inner_nm'] tp_suffix=[] | T_desc='Elevated CO2 (700 umol/mol)' C_desc='Ambient CO2 (392 umol/mol)' | unit='mg/g FW' | src='Table 2' || NOTE: cultivar='Batavia Rubia Munguia (BRM)' ; CO2 e=700 a=392 ; age='inner'->inner_nm,rebuild_2026-08-19/loladze
003_Baslam_2012__ai__26,ai,003_Baslam_2012,mineral_concentration,na,mg,foliar,batavia_rubia_munguia,eco2_700_amb_392,single_cell,ratio,ambient_co2,-0.6486,,Table 2,0,element='Mg'->mg | tissue='outer leaf'->foliar | cultivar='Batavia Rubia Munguia (BRM)' | CO2->eco2_700_amb_392 | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 (700 umol/mol)' C_desc='Ambient CO2 (392 umol/mol)' | unit='mg/g FW' | src='Table 2' || NOTE: cultivar='Batavia Rubia Munguia (BRM)' ; CO2 e=700 a=392,rebuild_2026-08-19/loladze
003_Baslam_2012__ai__27,ai,003_Baslam_2012,mineral_concentration,na,mg,foliar,batavia_rubia_munguia__inner_nm,eco2_700_amb_392,single_cell,ratio,ambient_co2,2.5385,,Table 2,0,element='Mg'->mg | tissue='inner leaf'->foliar | cultivar='Batavia Rubia Munguia (BRM)' | CO2->eco2_700_amb_392 | lvl_suffix=['inner_nm'] tp_suffix=[] | T_desc='Elevated CO2 (700 umol/mol)' C_desc='Ambient CO2 (392 umol/mol)' | unit='mg/g FW' | src='Table 2' || NOTE: cultivar='Batavia Rubia Munguia (BRM)' ; CO2 e=700 a=392 ; age='inner'->inner_nm,rebuild_2026-08-19/loladze
003_Baslam_2012__ai__28,ai,003_Baslam_2012,mineral_concentration,na,mg,foliar,maravilla_de_verano,eco2_700_amb_392,single_cell,ratio,ambient_co2,-0.5,,Table 2,0,element='Mg'->mg | tissue='outer leaf'->foliar | cultivar='Maravilla de Verano (MV)' | CO2->eco2_700_amb_392 | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 (700 umol/mol)' C_desc='Ambient CO2 (392 umol/mol)' | unit='mg/g FW' | src='Table 2' || NOTE: cultivar='Maravilla de Verano (MV)' ; CO2 e=700 a=392,rebuild_2026-08-19/loladze
003_Baslam_2012__ai__29,ai,003_Baslam_2012,mineral_concentration,na,mg,foliar,maravilla_de_verano__inner_nm,eco2_700_amb_392,single_cell,ratio,ambient_co2,1.125,,Table 2,0,element='Mg'->mg | tissue='inner leaf'->foliar | cultivar='Maravilla de Verano (MV)' | CO2->eco2_700_amb_392 | lvl_suffix=['inner_nm'] tp_suffix=[] | T_desc='Elevated CO2 (700 umol/mol)' C_desc='Ambient CO2 (392 umol/mol)' | unit='mg/g FW' | src='Table 2' || NOTE: cultivar='Maravilla de Verano (MV)' ; CO2 e=700 a=392 ; age='inner'->inner_nm,rebuild_2026-08-19/loladze
003_Baslam_2012__ai__30,ai,003_Baslam_2012,mineral_concentration,na,mg,foliar,maravilla_de_verano,eco2_700_amb_392,single_cell,ratio,ambient_co2,-0.6333,,Table 2,0,element='Mg'->mg | tissue='outer leaf'->foliar | cultivar='Maravilla de Verano (MV)' | CO2->eco2_700_amb_392 | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 (700 umol/mol)' C_desc='Ambient CO2 (392 umol/mol)' | unit='mg/g FW' | src='Table 2' || NOTE: cultivar='Maravilla de Verano (MV)' ; CO2 e=700 a=392,rebuild_2026-08-19/loladze
003_Baslam_2012__ai__31,ai,003_Baslam_2012,mineral_concentration,na,mg,foliar,maravilla_de_verano__inner_nm,eco2_700_amb_392,single_cell,ratio,ambient_co2,1.3333,,Table 2,0,element='Mg'->mg | tissue='inner leaf'->foliar | cultivar='Maravilla de Verano (MV)' | CO2->eco2_700_amb_392 | lvl_suffix=['inner_nm'] tp_suffix=[] | T_desc='Elevated CO2 (700 umol/mol)' C_desc='Ambient CO2 (392 umol/mol)' | unit='mg/g FW' | src='Table 2' || NOTE: cultivar='Maravilla de Verano (MV)' ; CO2 e=700 a=392 ; age='inner'->inner_nm,rebuild_2026-08-19/loladze
003_Baslam_2012__ai__32,ai,003_Baslam_2012,mineral_concentration,na,n,foliar,batavia_rubia_munguia,eco2_700_amb_392,single_cell,ratio,ambient_co2,0.0294,,Table 2,0,element='N'->n | tissue='outer leaf'->foliar | cultivar='Batavia Rubia Munguia (BRM)' | CO2->eco2_700_amb_392 | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 (700 umol/mol)' C_desc='Ambient CO2 (392 umol/mol)' | unit='mg/g FW' | src='Table 2' || NOTE: cultivar='Batavia Rubia Munguia (BRM)' ; CO2 e=700 a=392,rebuild_2026-08-19/loladze
003_Baslam_2012__ai__33,ai,003_Baslam_2012,mineral_concentration,na,n,foliar,batavia_rubia_munguia__inner_nm,eco2_700_amb_392,single_cell,ratio,ambient_co2,0.1905,,Table 2,0,element='N'->n | tissue='inner leaf'->foliar | cultivar='Batavia Rubia Munguia (BRM)' | CO2->eco2_700_amb_392 | lvl_suffix=['inner_nm'] tp_suffix=[] | T_desc='Elevated CO2 (700 umol/mol)' C_desc='Ambient CO2 (392 umol/mol)' | unit='mg/g FW' | src='Table 2' || NOTE: cultivar='Batavia Rubia Munguia (BRM)' ; CO2 e=700 a=392 ; age='inner'->inner_nm,rebuild_2026-08-19/loladze
003_Baslam_2012__ai__34,ai,003_Baslam_2012,mineral_concentration,na,n,foliar,batavia_rubia_munguia,eco2_700_amb_392,single_cell,ratio,ambient_co2,0.1111,,Table 2,0,element='N'->n | tissue='outer leaf'->foliar | cultivar='Batavia Rubia Munguia (BRM)' | CO2->eco2_700_amb_392 | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 (700 umol/mol)' C_desc='Ambient CO2 (392 umol/mol)' | unit='mg/g FW' | src='Table 2' || NOTE: cultivar='Batavia Rubia Munguia (BRM)' ; CO2 e=700 a=392,rebuild_2026-08-19/loladze
003_Baslam_2012__ai__35,ai,003_Baslam_2012,mineral_concentration,na,n,foliar,batavia_rubia_munguia__inner_nm,eco2_700_amb_392,single_cell,ratio,ambient_co2,-0.3333,,Table 2,0,element='N'->n | tissue='inner leaf'->foliar | cultivar='Batavia Rubia Munguia (BRM)' | CO2->eco2_700_amb_392 | lvl_suffix=['inner_nm'] tp_suffix=[] | T_desc='Elevated CO2 (700 umol/mol)' C_desc='Ambient CO2 (392 umol/mol)' | unit='mg/g FW' | src='Table 2' || NOTE: cultivar='Batavia Rubia Munguia (BRM)' ; CO2 e=700 a=392 ; age='inner'->inner_nm,rebuild_2026-08-19/loladze
003_Baslam_2012__ai__36,ai,003_Baslam_2012,mineral_concentration,na,n,foliar,maravilla_de_verano,eco2_700_amb_392,single_cell,ratio,ambient_co2,0.0357,,Table 2,0,element='N'->n | tissue='outer leaf'->foliar | cultivar='Maravilla de Verano (MV)' | CO2->eco2_700_amb_392 | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 (700 umol/mol)' C_desc='Ambient CO2 (392 umol/mol)' | unit='mg/g FW' | src='Table 2' || NOTE: cultivar='Maravilla de Verano (MV)' ; CO2 e=700 a=392,rebuild_2026-08-19/loladze
003_Baslam_2012__ai__37,ai,003_Baslam_2012,mineral_concentration,na,n,foliar,maravilla_de_verano__inner_nm,eco2_700_amb_392,single_cell,ratio,ambient_co2,0,,Table 2,0,element='N'->n | tissue='inner leaf'->foliar | cultivar='Maravilla de Verano (MV)' | CO2->eco2_700_amb_392 | lvl_suffix=['inner_nm'] tp_suffix=[] | T_desc='Elevated CO2 (700 umol/mol)' C_desc='Ambient CO2 (392 umol/mol)' | unit='mg/g FW' | src='Table 2' || NOTE: cultivar='Maravilla de Verano (MV)' ; CO2 e=700 a=392 ; age='inner'->inner_nm,rebuild_2026-08-19/loladze
003_Baslam_2012__ai__38,ai,003_Baslam_2012,mineral_concentration,na,n,foliar,maravilla_de_verano,eco2_700_amb_392,single_cell,ratio,ambient_co2,-0.1379,,Table 2,0,element='N'->n | tissue='outer leaf'->foliar | cultivar='Maravilla de Verano (MV)' | CO2->eco2_700_amb_392 | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 (700 umol/mol)' C_desc='Ambient CO2 (392 umol/mol)' | unit='mg/g FW' | src='Table 2' || NOTE: cultivar='Maravilla de Verano (MV)' ; CO2 e=700 a=392,rebuild_2026-08-19/loladze
003_Baslam_2012__ai__39,ai,003_Baslam_2012,mineral_concentration,na,n,foliar,maravilla_de_verano__inner_nm,eco2_700_amb_392,single_cell,ratio,ambient_co2,-0.1724,,Table 2,0,element='N'->n | tissue='inner leaf'->foliar | cultivar='Maravilla de Verano (MV)' | CO2->eco2_700_amb_392 | lvl_suffix=['inner_nm'] tp_suffix=[] | T_desc='Elevated CO2 (700 umol/mol)' C_desc='Ambient CO2 (392 umol/mol)' | unit='mg/g FW' | src='Table 2' || NOTE: cultivar='Maravilla de Verano (MV)' ; CO2 e=700 a=392 ; age='inner'->inner_nm,rebuild_2026-08-19/loladze
003_Baslam_2012__ai__40,ai,003_Baslam_2012,mineral_concentration,na,zn,foliar,batavia_rubia_munguia,eco2_700_amb_392,single_cell,ratio,ambient_co2,0.4043,,Table 2,0,element='Zn'->zn | tissue='outer leaf'->foliar | cultivar='Batavia Rubia Munguia (BRM)' | CO2->eco2_700_amb_392 | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 (700 umol/mol)' C_desc='Ambient CO2 (392 umol/mol)' | unit='ppm' | src='Table 2' || NOTE: cultivar='Batavia Rubia Munguia (BRM)' ; CO2 e=700 a=392,rebuild_2026-08-19/loladze
003_Baslam_2012__ai__41,ai,003_Baslam_2012,mineral_concentration,na,zn,foliar,batavia_rubia_munguia__inner_nm,eco2_700_amb_392,single_cell,ratio,ambient_co2,0.1875,,Table 2,0,element='Zn'->zn | tissue='inner leaf'->foliar | cultivar='Batavia Rubia Munguia (BRM)' | CO2->eco2_700_amb_392 | lvl_suffix=['inner_nm'] tp_suffix=[] | T_desc='Elevated CO2 (700 umol/mol)' C_desc='Ambient CO2 (392 umol/mol)' | unit='ppm' | src='Table 2' || NOTE: cultivar='Batavia Rubia Munguia (BRM)' ; CO2 e=700 a=392 ; age='inner'->inner_nm,rebuild_2026-08-19/loladze
003_Baslam_2012__ai__42,ai,003_Baslam_2012,mineral_concentration,na,zn,foliar,batavia_rubia_munguia,eco2_700_amb_392,single_cell,ratio,ambient_co2,0.8378,,Table 2,0,element='Zn'->zn | tissue='outer leaf'->foliar | cultivar='Batavia Rubia Munguia (BRM)' | CO2->eco2_700_amb_392 | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 (700 umol/mol)' C_desc='Ambient CO2 (392 umol/mol)' | unit='ppm' | src='Table 2' || NOTE: cultivar='Batavia Rubia Munguia (BRM)' ; CO2 e=700 a=392,rebuild_2026-08-19/loladze
