row_id,side,paper_id,outcome_canonical,crop,treatment_level,co_amendment,co_amendment_level,timepoint,aggregation_level,unit_canonical,control_token,treatment_mean,control_mean,source_locator,is_figure,evidence,decoder
018_Al-Rawahy_2013__ai__10,ai,018_Al-Rawahy_2013,mineral_concentration,na,ca,foliar,,co2_unresolved,single_cell,ratio,ambient_co2,0.0769,,Table 3,0,element='Ca'->ca | tissue='leaf'->foliar | no species/cultivar -> blank | CO2->co2_unresolved | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 400 ppm' C_desc='Ambient CO2 (charcoal-filtered air)' | unit='mg/g dry weight' | src='Table 3' || NOTE: no species/cultivar -> blank ; CO2 ppm undeterminable (td='Elevated CO2 400 ppm' c='Ambient CO2 (charcoal-filtered air)'),rebuild_2026-08-19/loladze
018_Al-Rawahy_2013__ai__11,ai,018_Al-Rawahy_2013,mineral_concentration,na,ca,foliar,,co2_unresolved,single_cell,ratio,ambient_co2,0.094,,Table 3,0,element='Ca'->ca | tissue='leaf'->foliar | no species/cultivar -> blank | CO2->co2_unresolved | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 450 ppm' C_desc='Ambient CO2 (charcoal-filtered air)' | unit='mg/g dry weight' | src='Table 3' || NOTE: no species/cultivar -> blank ; CO2 ppm undeterminable (td='Elevated CO2 450 ppm' c='Ambient CO2 (charcoal-filtered air)'),rebuild_2026-08-19/loladze
018_Al-Rawahy_2013__ai__12,ai,018_Al-Rawahy_2013,mineral_concentration,na,mg,foliar,,co2_unresolved,single_cell,ratio,ambient_co2,-0.0147,,Table 3,0,element='Mg'->mg | tissue='leaf'->foliar | no species/cultivar -> blank | CO2->co2_unresolved | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 350 ppm' C_desc='Ambient CO2 (charcoal-filtered air)' | unit='mg/g dry weight' | src='Table 3' || NOTE: no species/cultivar -> blank ; CO2 ppm undeterminable (td='Elevated CO2 350 ppm' c='Ambient CO2 (charcoal-filtered air)'),rebuild_2026-08-19/loladze
018_Al-Rawahy_2013__ai__13,ai,018_Al-Rawahy_2013,mineral_concentration,na,mg,foliar,,co2_unresolved,single_cell,ratio,ambient_co2,0.0588,,Table 3,0,element='Mg'->mg | tissue='leaf'->foliar | no species/cultivar -> blank | CO2->co2_unresolved | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 400 ppm' C_desc='Ambient CO2 (charcoal-filtered air)' | unit='mg/g dry weight' | src='Table 3' || NOTE: no species/cultivar -> blank ; CO2 ppm undeterminable (td='Elevated CO2 400 ppm' c='Ambient CO2 (charcoal-filtered air)'),rebuild_2026-08-19/loladze
018_Al-Rawahy_2013__ai__14,ai,018_Al-Rawahy_2013,mineral_concentration,na,mg,foliar,,co2_unresolved,single_cell,ratio,ambient_co2,0.1176,,Table 3,0,element='Mg'->mg | tissue='leaf'->foliar | no species/cultivar -> blank | CO2->co2_unresolved | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 450 ppm' C_desc='Ambient CO2 (charcoal-filtered air)' | unit='mg/g dry weight' | src='Table 3' || NOTE: no species/cultivar -> blank ; CO2 ppm undeterminable (td='Elevated CO2 450 ppm' c='Ambient CO2 (charcoal-filtered air)'),rebuild_2026-08-19/loladze
018_Al-Rawahy_2013__ai__15,ai,018_Al-Rawahy_2013,mineral_concentration,na,zn,foliar,,co2_unresolved,single_cell,ratio,ambient_co2,0.125,,Table 3,0,element='Zn'->zn | tissue='leaf'->foliar | no species/cultivar -> blank | CO2->co2_unresolved | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 350 ppm' C_desc='Ambient CO2 (charcoal-filtered air)' | unit='mg/g dry weight' | src='Table 3' || NOTE: no species/cultivar -> blank ; CO2 ppm undeterminable (td='Elevated CO2 350 ppm' c='Ambient CO2 (charcoal-filtered air)'),rebuild_2026-08-19/loladze
018_Al-Rawahy_2013__ai__16,ai,018_Al-Rawahy_2013,mineral_concentration,na,zn,foliar,,co2_unresolved,single_cell,ratio,ambient_co2,0.25,,Table 3,0,element='Zn'->zn | tissue='leaf'->foliar | no species/cultivar -> blank | CO2->co2_unresolved | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 400 ppm' C_desc='Ambient CO2 (charcoal-filtered air)' | unit='mg/g dry weight' | src='Table 3' || NOTE: no species/cultivar -> blank ; CO2 ppm undeterminable (td='Elevated CO2 400 ppm' c='Ambient CO2 (charcoal-filtered air)'),rebuild_2026-08-19/loladze
018_Al-Rawahy_2013__ai__17,ai,018_Al-Rawahy_2013,mineral_concentration,na,zn,foliar,,co2_unresolved,single_cell,ratio,ambient_co2,0.3125,,Table 3,0,element='Zn'->zn | tissue='leaf'->foliar | no species/cultivar -> blank | CO2->co2_unresolved | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 450 ppm' C_desc='Ambient CO2 (charcoal-filtered air)' | unit='mg/g dry weight' | src='Table 3' || NOTE: no species/cultivar -> blank ; CO2 ppm undeterminable (td='Elevated CO2 450 ppm' c='Ambient CO2 (charcoal-filtered air)'),rebuild_2026-08-19/loladze
018_Al-Rawahy_2013__ai__18,ai,018_Al-Rawahy_2013,mineral_concentration,na,fe,foliar,,co2_unresolved,single_cell,ratio,ambient_co2,0.0455,,Table 3,0,element='Fe'->fe | tissue='leaf'->foliar | no species/cultivar -> blank | CO2->co2_unresolved | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 350 ppm' C_desc='Ambient CO2 (charcoal-filtered air)' | unit='mg/g dry weight' | src='Table 3' || NOTE: no species/cultivar -> blank ; CO2 ppm undeterminable (td='Elevated CO2 350 ppm' c='Ambient CO2 (charcoal-filtered air)'),rebuild_2026-08-19/loladze
018_Al-Rawahy_2013__ai__19,ai,018_Al-Rawahy_2013,mineral_concentration,na,fe,foliar,,co2_unresolved,single_cell,ratio,ambient_co2,0.2045,,Table 3,0,element='Fe'->fe | tissue='leaf'->foliar | no species/cultivar -> blank | CO2->co2_unresolved | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 400 ppm' C_desc='Ambient CO2 (charcoal-filtered air)' | unit='mg/g dry weight' | src='Table 3' || NOTE: no species/cultivar -> blank ; CO2 ppm undeterminable (td='Elevated CO2 400 ppm' c='Ambient CO2 (charcoal-filtered air)'),rebuild_2026-08-19/loladze
018_Al-Rawahy_2013__ai__20,ai,018_Al-Rawahy_2013,mineral_concentration,na,fe,foliar,,co2_unresolved,single_cell,ratio,ambient_co2,0.0909,,Table 3,0,element='Fe'->fe | tissue='leaf'->foliar | no species/cultivar -> blank | CO2->co2_unresolved | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 450 ppm' C_desc='Ambient CO2 (charcoal-filtered air)' | unit='mg/g dry weight' | src='Table 3' || NOTE: no species/cultivar -> blank ; CO2 ppm undeterminable (td='Elevated CO2 450 ppm' c='Ambient CO2 (charcoal-filtered air)'),rebuild_2026-08-19/loladze
