row_id,side,paper_id,outcome_canonical,crop,treatment_level,co_amendment,co_amendment_level,timepoint,aggregation_level,unit_canonical,control_token,treatment_mean,control_mean,source_locator,is_figure,evidence,decoder
038_Newbery_1995__ai__11,ai,038_Newbery_1995,mineral_concentration,na,n,above_ground,,co2_unresolved,single_cell,ratio,ambient_co2,0.1348,,Table 5,0,"element='N'->n | tissue='shoot'->above_ground | no species/cultivar -> blank | CO2->co2_unresolved | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 (ambient + 250 ppm), nutrient treatme' C_desc='Ambient CO2, nutrient treatment P1N1K3' | unit='% dry weight' | src='Table 5' || NOTE: shoot/stem-class -> above_ground (GT convention) ; no species/cultivar -> blank ; CO2 ppm undeterminable (td='Elevated CO2 (ambient + 250 ppm), nutrie' c='Ambient CO2, nutrient treatment P1N1K3')",rebuild_2026-08-19/loladze
038_Newbery_1995__ai__12,ai,038_Newbery_1995,mineral_concentration,na,c,above_ground,,co2_unresolved,single_cell,ratio,ambient_co2,0,,Table 5,0,"element='C'->c | tissue='shoot'->above_ground | no species/cultivar -> blank | CO2->co2_unresolved | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 (ambient + 250 ppm), nutrient treatme' C_desc='Ambient CO2, nutrient treatment P2N2K1' | unit='% dry weight' | src='Table 5' || NOTE: shoot/stem-class -> above_ground (GT convention) ; no species/cultivar -> blank ; CO2 ppm undeterminable (td='Elevated CO2 (ambient + 250 ppm), nutrie' c='Ambient CO2, nutrient treatment P2N2K1')",rebuild_2026-08-19/loladze
038_Newbery_1995__ai__13,ai,038_Newbery_1995,mineral_concentration,na,k,above_ground,,co2_unresolved,single_cell,ratio,ambient_co2,-0.4969,,Table 5,0,"element='K'->k | tissue='shoot'->above_ground | no species/cultivar -> blank | CO2->co2_unresolved | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 (ambient + 250 ppm), nutrient treatme' C_desc='Ambient CO2, nutrient treatment P2N2K1' | unit='% dry weight' | src='Table 5' || NOTE: shoot/stem-class -> above_ground (GT convention) ; no species/cultivar -> blank ; CO2 ppm undeterminable (td='Elevated CO2 (ambient + 250 ppm), nutrie' c='Ambient CO2, nutrient treatment P2N2K1')",rebuild_2026-08-19/loladze
038_Newbery_1995__ai__14,ai,038_Newbery_1995,mineral_concentration,na,p,above_ground,,co2_unresolved,single_cell,ratio,ambient_co2,0.1257,,Table 5,0,"element='P'->p | tissue='shoot'->above_ground | no species/cultivar -> blank | CO2->co2_unresolved | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 (ambient + 250 ppm), nutrient treatme' C_desc='Ambient CO2, nutrient treatment P2N2K1' | unit='% dry weight' | src='Table 5' || NOTE: shoot/stem-class -> above_ground (GT convention) ; no species/cultivar -> blank ; CO2 ppm undeterminable (td='Elevated CO2 (ambient + 250 ppm), nutrie' c='Ambient CO2, nutrient treatment P2N2K1')",rebuild_2026-08-19/loladze
038_Newbery_1995__ai__15,ai,038_Newbery_1995,mineral_concentration,na,n,above_ground,,co2_unresolved,single_cell,ratio,ambient_co2,-0.0235,,Table 5,0,"element='N'->n | tissue='shoot'->above_ground | no species/cultivar -> blank | CO2->co2_unresolved | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 (ambient + 250 ppm), nutrient treatme' C_desc='Ambient CO2, nutrient treatment P2N2K1' | unit='% dry weight' | src='Table 5' || NOTE: shoot/stem-class -> above_ground (GT convention) ; no species/cultivar -> blank ; CO2 ppm undeterminable (td='Elevated CO2 (ambient + 250 ppm), nutrie' c='Ambient CO2, nutrient treatment P2N2K1')",rebuild_2026-08-19/loladze
038_Newbery_1995__ai__16,ai,038_Newbery_1995,mineral_concentration,na,c,above_ground,,co2_unresolved,single_cell,ratio,ambient_co2,0.0233,,Table 5,0,"element='C'->c | tissue='shoot'->above_ground | no species/cultivar -> blank | CO2->co2_unresolved | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 (ambient + 250 ppm), nutrient treatme' C_desc='Ambient CO2, nutrient treatment P2N2K2' | unit='% dry weight' | src='Table 5' || NOTE: shoot/stem-class -> above_ground (GT convention) ; no species/cultivar -> blank ; CO2 ppm undeterminable (td='Elevated CO2 (ambient + 250 ppm), nutrie' c='Ambient CO2, nutrient treatment P2N2K2')",rebuild_2026-08-19/loladze
038_Newbery_1995__ai__17,ai,038_Newbery_1995,mineral_concentration,na,k,above_ground,,co2_unresolved,single_cell,ratio,ambient_co2,-0.2971,,Table 5,0,"element='K'->k | tissue='shoot'->above_ground | no species/cultivar -> blank | CO2->co2_unresolved | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 (ambient + 250 ppm), nutrient treatme' C_desc='Ambient CO2, nutrient treatment P2N2K2' | unit='% dry weight' | src='Table 5' || NOTE: shoot/stem-class -> above_ground (GT convention) ; no species/cultivar -> blank ; CO2 ppm undeterminable (td='Elevated CO2 (ambient + 250 ppm), nutrie' c='Ambient CO2, nutrient treatment P2N2K2')",rebuild_2026-08-19/loladze
038_Newbery_1995__ai__18,ai,038_Newbery_1995,mineral_concentration,na,p,above_ground,,co2_unresolved,single_cell,ratio,ambient_co2,-0.0455,,Table 5,0,"element='P'->p | tissue='shoot'->above_ground | no species/cultivar -> blank | CO2->co2_unresolved | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 (ambient + 250 ppm), nutrient treatme' C_desc='Ambient CO2, nutrient treatment P2N2K2' | unit='% dry weight' | src='Table 5' || NOTE: shoot/stem-class -> above_ground (GT convention) ; no species/cultivar -> blank ; CO2 ppm undeterminable (td='Elevated CO2 (ambient + 250 ppm), nutrie' c='Ambient CO2, nutrient treatment P2N2K2')",rebuild_2026-08-19/loladze
038_Newbery_1995__ai__19,ai,038_Newbery_1995,mineral_concentration,na,n,above_ground,,co2_unresolved,single_cell,ratio,ambient_co2,-0.1359,,Table 5,0,"element='N'->n | tissue='shoot'->above_ground | no species/cultivar -> blank | CO2->co2_unresolved | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 (ambient + 250 ppm), nutrient treatme' C_desc='Ambient CO2, nutrient treatment P2N2K2' | unit='% dry weight' | src='Table 5' || NOTE: shoot/stem-class -> above_ground (GT convention) ; no species/cultivar -> blank ; CO2 ppm undeterminable (td='Elevated CO2 (ambient + 250 ppm), nutrie' c='Ambient CO2, nutrient treatment P2N2K2')",rebuild_2026-08-19/loladze
038_Newbery_1995__ai__20,ai,038_Newbery_1995,mineral_concentration,na,c,above_ground,,co2_unresolved,single_cell,ratio,ambient_co2,0,,Table 5,0,"element='C'->c | tissue='shoot'->above_ground | no species/cultivar -> blank | CO2->co2_unresolved | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 (ambient + 250 ppm), nutrient treatme' C_desc='Ambient CO2, nutrient treatment P2N3K3' | unit='% dry weight' | src='Table 5' || NOTE: shoot/stem-class -> above_ground (GT convention) ; no species/cultivar -> blank ; CO2 ppm undeterminable (td='Elevated CO2 (ambient + 250 ppm), nutrie' c='Ambient CO2, nutrient treatment P2N3K3')",rebuild_2026-08-19/loladze
038_Newbery_1995__ai__21,ai,038_Newbery_1995,mineral_concentration,na,k,above_ground,,co2_unresolved,single_cell,ratio,ambient_co2,-0.4211,,Table 5,0,"element='K'->k | tissue='shoot'->above_ground | no species/cultivar -> blank | CO2->co2_unresolved | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 (ambient + 250 ppm), nutrient treatme' C_desc='Ambient CO2, nutrient treatment P2N3K3' | unit='% dry weight' | src='Table 5' || NOTE: shoot/stem-class -> above_ground (GT convention) ; no species/cultivar -> blank ; CO2 ppm undeterminable (td='Elevated CO2 (ambient + 250 ppm), nutrie' c='Ambient CO2, nutrient treatment P2N3K3')",rebuild_2026-08-19/loladze
038_Newbery_1995__ai__22,ai,038_Newbery_1995,mineral_concentration,na,p,above_ground,,co2_unresolved,single_cell,ratio,ambient_co2,-0.2,,Table 5,0,"element='P'->p | tissue='shoot'->above_ground | no species/cultivar -> blank | CO2->co2_unresolved | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 (ambient + 250 ppm), nutrient treatme' C_desc='Ambient CO2, nutrient treatment P2N3K3' | unit='% dry weight' | src='Table 5' || NOTE: shoot/stem-class -> above_ground (GT convention) ; no species/cultivar -> blank ; CO2 ppm undeterminable (td='Elevated CO2 (ambient + 250 ppm), nutrie' c='Ambient CO2, nutrient treatment P2N3K3')",rebuild_2026-08-19/loladze
038_Newbery_1995__ai__23,ai,038_Newbery_1995,mineral_concentration,na,n,above_ground,,co2_unresolved,single_cell,ratio,ambient_co2,-0.1111,,Table 5,0,"element='N'->n | tissue='shoot'->above_ground | no species/cultivar -> blank | CO2->co2_unresolved | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 (ambient + 250 ppm), nutrient treatme' C_desc='Ambient CO2, nutrient treatment P2N3K3' | unit='% dry weight' | src='Table 5' || NOTE: shoot/stem-class -> above_ground (GT convention) ; no species/cultivar -> blank ; CO2 ppm undeterminable (td='Elevated CO2 (ambient + 250 ppm), nutrie' c='Ambient CO2, nutrient treatment P2N3K3')",rebuild_2026-08-19/loladze
038_Newbery_1995__ai__24,ai,038_Newbery_1995,mineral_concentration,na,c,above_ground,,co2_unresolved,single_cell,ratio,ambient_co2,0.0541,,Table 5,0,"element='C'->c | tissue='shoot'->above_ground | no species/cultivar -> blank | CO2->co2_unresolved | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 (ambient + 250 ppm), nutrient treatme' C_desc='Ambient CO2, nutrient treatment P3N1K3' | unit='% dry weight' | src='Table 5' || NOTE: shoot/stem-class -> above_ground (GT convention) ; no species/cultivar -> blank ; CO2 ppm undeterminable (td='Elevated CO2 (ambient + 250 ppm), nutrie' c='Ambient CO2, nutrient treatment P3N1K3')",rebuild_2026-08-19/loladze
038_Newbery_1995__ai__25,ai,038_Newbery_1995,mineral_concentration,na,k,above_ground,,co2_unresolved,single_cell,ratio,ambient_co2,-0.3756,,Table 5,0,"element='K'->k | tissue='shoot'->above_ground | no species/cultivar -> blank | CO2->co2_unresolved | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 (ambient + 250 ppm), nutrient treatme' C_desc='Ambient CO2, nutrient treatment P3N1K3' | unit='% dry weight' | src='Table 5' || NOTE: shoot/stem-class -> above_ground (GT convention) ; no species/cultivar -> blank ; CO2 ppm undeterminable (td='Elevated CO2 (ambient + 250 ppm), nutrie' c='Ambient CO2, nutrient treatment P3N1K3')",rebuild_2026-08-19/loladze
038_Newbery_1995__ai__26,ai,038_Newbery_1995,mineral_concentration,na,p,above_ground,,co2_unresolved,single_cell,ratio,ambient_co2,-0.3556,,Table 5,0,"element='P'->p | tissue='shoot'->above_ground | no species/cultivar -> blank | CO2->co2_unresolved | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 (ambient + 250 ppm), nutrient treatme' C_desc='Ambient CO2, nutrient treatment P3N1K3' | unit='% dry weight' | src='Table 5' || NOTE: shoot/stem-class -> above_ground (GT convention) ; no species/cultivar -> blank ; CO2 ppm undeterminable (td='Elevated CO2 (ambient + 250 ppm), nutrie' c='Ambient CO2, nutrient treatment P3N1K3')",rebuild_2026-08-19/loladze
038_Newbery_1995__ai__27,ai,038_Newbery_1995,mineral_concentration,na,n,above_ground,,co2_unresolved,single_cell,ratio,ambient_co2,-0.1975,,Table 5,0,"element='N'->n | tissue='shoot'->above_ground | no species/cultivar -> blank | CO2->co2_unresolved | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 (ambient + 250 ppm), nutrient treatme' C_desc='Ambient CO2, nutrient treatment P3N1K3' | unit='% dry weight' | src='Table 5' || NOTE: shoot/stem-class -> above_ground (GT convention) ; no species/cultivar -> blank ; CO2 ppm undeterminable (td='Elevated CO2 (ambient + 250 ppm), nutrie' c='Ambient CO2, nutrient treatment P3N1K3')",rebuild_2026-08-19/loladze
038_Newbery_1995__ai__28,ai,038_Newbery_1995,mineral_concentration,na,c,above_ground,,co2_unresolved,single_cell,ratio,ambient_co2,0.0476,,Table 5,0,"element='C'->c | tissue='shoot'->above_ground | no species/cultivar -> blank | CO2->co2_unresolved | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 (ambient + 250 ppm), nutrient treatme' C_desc='Ambient CO2, nutrient treatment P3N2K3' | unit='% dry weight' | src='Table 5' || NOTE: shoot/stem-class -> above_ground (GT convention) ; no species/cultivar -> blank ; CO2 ppm undeterminable (td='Elevated CO2 (ambient + 250 ppm), nutrie' c='Ambient CO2, nutrient treatment P3N2K3')",rebuild_2026-08-19/loladze
038_Newbery_1995__ai__29,ai,038_Newbery_1995,mineral_concentration,na,k,above_ground,,co2_unresolved,single_cell,ratio,ambient_co2,-0.2022,,Table 5,0,"element='K'->k | tissue='shoot'->above_ground | no species/cultivar -> blank | CO2->co2_unresolved | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 (ambient + 250 ppm), nutrient treatme' C_desc='Ambient CO2, nutrient treatment P3N2K3' | unit='% dry weight' | src='Table 5' || NOTE: shoot/stem-class -> above_ground (GT convention) ; no species/cultivar -> blank ; CO2 ppm undeterminable (td='Elevated CO2 (ambient + 250 ppm), nutrie' c='Ambient CO2, nutrient treatment P3N2K3')",rebuild_2026-08-19/loladze
038_Newbery_1995__ai__30,ai,038_Newbery_1995,mineral_concentration,na,p,above_ground,,co2_unresolved,single_cell,ratio,ambient_co2,0.0909,,Table 5,0,"element='P'->p | tissue='shoot'->above_ground | no species/cultivar -> blank | CO2->co2_unresolved | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 (ambient + 250 ppm), nutrient treatme' C_desc='Ambient CO2, nutrient treatment P3N2K3' | unit='% dry weight' | src='Table 5' || NOTE: shoot/stem-class -> above_ground (GT convention) ; no species/cultivar -> blank ; CO2 ppm undeterminable (td='Elevated CO2 (ambient + 250 ppm), nutrie' c='Ambient CO2, nutrient treatment P3N2K3')",rebuild_2026-08-19/loladze
038_Newbery_1995__ai__31,ai,038_Newbery_1995,mineral_concentration,na,n,above_ground,,co2_unresolved,single_cell,ratio,ambient_co2,-0.0476,,Table 5,0,"element='N'->n | tissue='shoot'->above_ground | no species/cultivar -> blank | CO2->co2_unresolved | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 (ambient + 250 ppm), nutrient treatme' C_desc='Ambient CO2, nutrient treatment P3N2K3' | unit='% dry weight' | src='Table 5' || NOTE: shoot/stem-class -> above_ground (GT convention) ; no species/cultivar -> blank ; CO2 ppm undeterminable (td='Elevated CO2 (ambient + 250 ppm), nutrie' c='Ambient CO2, nutrient treatment P3N2K3')",rebuild_2026-08-19/loladze
038_Newbery_1995__ai__32,ai,038_Newbery_1995,mineral_concentration,na,c,above_ground,,co2_unresolved,single_cell,ratio,ambient_co2,0,,Table 5,0,"element='C'->c | tissue='shoot'->above_ground | no species/cultivar -> blank | CO2->co2_unresolved | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 (ambient + 250 ppm), nutrient treatme' C_desc='Ambient CO2, nutrient treatment P3N3K1' | unit='% dry weight' | src='Table 5' || NOTE: shoot/stem-class -> above_ground (GT convention) ; no species/cultivar -> blank ; CO2 ppm undeterminable (td='Elevated CO2 (ambient + 250 ppm), nutrie' c='Ambient CO2, nutrient treatment P3N3K1')",rebuild_2026-08-19/loladze
038_Newbery_1995__ai__33,ai,038_Newbery_1995,mineral_concentration,na,k,above_ground,,co2_unresolved,single_cell,ratio,ambient_co2,-0.6028,,Table 5,0,"element='K'->k | tissue='shoot'->above_ground | no species/cultivar -> blank | CO2->co2_unresolved | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 (ambient + 250 ppm), nutrient treatme' C_desc='Ambient CO2, nutrient treatment P3N3K1' | unit='% dry weight' | src='Table 5' || NOTE: shoot/stem-class -> above_ground (GT convention) ; no species/cultivar -> blank ; CO2 ppm undeterminable (td='Elevated CO2 (ambient + 250 ppm), nutrie' c='Ambient CO2, nutrient treatment P3N3K1')",rebuild_2026-08-19/loladze
038_Newbery_1995__ai__34,ai,038_Newbery_1995,mineral_concentration,na,p,above_ground,,co2_unresolved,single_cell,ratio,ambient_co2,-0.1429,,Table 5,0,"element='P'->p | tissue='shoot'->above_ground | no species/cultivar -> blank | CO2->co2_unresolved | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 (ambient + 250 ppm), nutrient treatme' C_desc='Ambient CO2, nutrient treatment P3N3K1' | unit='% dry weight' | src='Table 5' || NOTE: shoot/stem-class -> above_ground (GT convention) ; no species/cultivar -> blank ; CO2 ppm undeterminable (td='Elevated CO2 (ambient + 250 ppm), nutrie' c='Ambient CO2, nutrient treatment P3N3K1')",rebuild_2026-08-19/loladze
038_Newbery_1995__ai__35,ai,038_Newbery_1995,mineral_concentration,na,n,above_ground,,co2_unresolved,single_cell,ratio,ambient_co2,-0.0808,,Table 5,0,"element='N'->n | tissue='shoot'->above_ground | no species/cultivar -> blank | CO2->co2_unresolved | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 (ambient + 250 ppm), nutrient treatme' C_desc='Ambient CO2, nutrient treatment P3N3K1' | unit='% dry weight' | src='Table 5' || NOTE: shoot/stem-class -> above_ground (GT convention) ; no species/cultivar -> blank ; CO2 ppm undeterminable (td='Elevated CO2 (ambient + 250 ppm), nutrie' c='Ambient CO2, nutrient treatment P3N3K1')",rebuild_2026-08-19/loladze
038_Newbery_1995__ai__36,ai,038_Newbery_1995,mineral_concentration,na,c,above_ground,,co2_unresolved,single_cell,ratio,ambient_co2,0,,Table 5,0,"element='C'->c | tissue='shoot'->above_ground | no species/cultivar -> blank | CO2->co2_unresolved | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 (ambient + 250 ppm), nutrient treatme' C_desc='Ambient CO2, nutrient treatment P3N3K3' | unit='% dry weight' | src='Table 5' || NOTE: shoot/stem-class -> above_ground (GT convention) ; no species/cultivar -> blank ; CO2 ppm undeterminable (td='Elevated CO2 (ambient + 250 ppm), nutrie' c='Ambient CO2, nutrient treatment P3N3K3')",rebuild_2026-08-19/loladze
038_Newbery_1995__ai__37,ai,038_Newbery_1995,mineral_concentration,na,k,above_ground,,co2_unresolved,single_cell,ratio,ambient_co2,-0.2945,,Table 5,0,"element='K'->k | tissue='shoot'->above_ground | no species/cultivar -> blank | CO2->co2_unresolved | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 (ambient + 250 ppm), nutrient treatme' C_desc='Ambient CO2, nutrient treatment P3N3K3' | unit='% dry weight' | src='Table 5' || NOTE: shoot/stem-class -> above_ground (GT convention) ; no species/cultivar -> blank ; CO2 ppm undeterminable (td='Elevated CO2 (ambient + 250 ppm), nutrie' c='Ambient CO2, nutrient treatment P3N3K3')",rebuild_2026-08-19/loladze
038_Newbery_1995__ai__38,ai,038_Newbery_1995,mineral_concentration,na,p,above_ground,,co2_unresolved,single_cell,ratio,ambient_co2,-0.1126,,Table 5,0,"element='P'->p | tissue='shoot'->above_ground | no species/cultivar -> blank | CO2->co2_unresolved | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 (ambient + 250 ppm), nutrient treatme' C_desc='Ambient CO2, nutrient treatment P3N3K3' | unit='% dry weight' | src='Table 5' || NOTE: shoot/stem-class -> above_ground (GT convention) ; no species/cultivar -> blank ; CO2 ppm undeterminable (td='Elevated CO2 (ambient + 250 ppm), nutrie' c='Ambient CO2, nutrient treatment P3N3K3')",rebuild_2026-08-19/loladze
