row_id,side,paper_id,outcome_canonical,crop,treatment_level,co_amendment,co_amendment_level,timepoint,aggregation_level,unit_canonical,control_token,treatment_mean,control_mean,source_locator,is_figure,evidence,decoder
025_Guo_2011__ai__0,ai,025_Guo_2011,mineral_concentration,na,cu,above_ground,wuxiangjing_14,eco2_570_amb_370,single_cell,ratio,ambient_co2,-0.091,,Figure 1a,1,element='Cu'->cu | tissue='shoot'->above_ground | cultivar='Wuxiangjing 14' | CO2->eco2_570_amb_370 | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 ~570 ppm' C_desc='Ambient CO2 ~370 ppm' | unit='mg/kg' | src='Figure 1a' || NOTE: shoot/stem-class -> above_ground (GT convention) ; cultivar='Wuxiangjing 14' ; CO2 e=570 a=370,rebuild_2026-08-19/loladze
025_Guo_2011__ai__11,ai,025_Guo_2011,mineral_concentration,na,cu,grain,wuxiangjing_14,eco2_570_amb_370,single_cell,ratio,ambient_co2,-0.088,,Figure 1d,1,element='Cu'->cu | tissue='grain'->grain | cultivar='Wuxiangjing 14' | CO2->eco2_570_amb_370 | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 ~570 ppm' C_desc='Ambient CO2 ~370 ppm' | unit='mg/kg' | src='Figure 1d' || NOTE: cultivar='Wuxiangjing 14' ; CO2 e=570 a=370,rebuild_2026-08-19/loladze
025_Guo_2011__ai__12,ai,025_Guo_2011,mineral_concentration,na,cu,above_ground,wuxiangjing_14,eco2_570_amb_370,single_cell,ratio,ambient_co2,-0.188,,Figure 1e,1,element='Cu'->cu | tissue='shoot'->above_ground | cultivar='Wuxiangjing 14' | CO2->eco2_570_amb_370 | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 ~570 ppm' C_desc='Ambient CO2 ~370 ppm' | unit='mg/kg' | src='Figure 1e' || NOTE: shoot/stem-class -> above_ground (GT convention) ; cultivar='Wuxiangjing 14' ; CO2 e=570 a=370,rebuild_2026-08-19/loladze
025_Guo_2011__ai__13,ai,025_Guo_2011,mineral_concentration,na,cu,above_ground,wuxiangjing_14,eco2_570_amb_370,single_cell,ratio,ambient_co2,-0.086,,Figure 1e,1,element='Cu'->cu | tissue='shoot'->above_ground | cultivar='Wuxiangjing 14' | CO2->eco2_570_amb_370 | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 ~570 ppm' C_desc='Ambient CO2 ~370 ppm' | unit='mg/kg' | src='Figure 1e' || NOTE: shoot/stem-class -> above_ground (GT convention) ; cultivar='Wuxiangjing 14' ; CO2 e=570 a=370,rebuild_2026-08-19/loladze
025_Guo_2011__ai__14,ai,025_Guo_2011,mineral_concentration,na,cu,above_ground,wuxiangjing_14,eco2_570_amb_370,single_cell,ratio,ambient_co2,-0.125,,Figure 1e,1,element='Cu'->cu | tissue='shoot'->above_ground | cultivar='Wuxiangjing 14' | CO2->eco2_570_amb_370 | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 ~570 ppm' C_desc='Ambient CO2 ~370 ppm' | unit='mg/kg' | src='Figure 1e' || NOTE: shoot/stem-class -> above_ground (GT convention) ; cultivar='Wuxiangjing 14' ; CO2 e=570 a=370,rebuild_2026-08-19/loladze
025_Guo_2011__ai__15,ai,025_Guo_2011,mineral_concentration,na,cu,grain,wuxiangjing_14,eco2_570_amb_370,single_cell,ratio,ambient_co2,-0.256,,Figure 1f,1,element='Cu'->cu | tissue='grain'->grain | cultivar='Wuxiangjing 14' | CO2->eco2_570_amb_370 | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 ~570 ppm' C_desc='Ambient CO2 ~370 ppm' | unit='mg/kg' | src='Figure 1f' || NOTE: cultivar='Wuxiangjing 14' ; CO2 e=570 a=370,rebuild_2026-08-19/loladze
025_Guo_2011__ai__16,ai,025_Guo_2011,mineral_concentration,na,cu,grain,wuxiangjing_14,eco2_570_amb_370,single_cell,ratio,ambient_co2,-0.2,,Figure 1f,1,element='Cu'->cu | tissue='grain'->grain | cultivar='Wuxiangjing 14' | CO2->eco2_570_amb_370 | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 ~570 ppm' C_desc='Ambient CO2 ~370 ppm' | unit='mg/kg' | src='Figure 1f' || NOTE: cultivar='Wuxiangjing 14' ; CO2 e=570 a=370,rebuild_2026-08-19/loladze
025_Guo_2011__ai__17,ai,025_Guo_2011,mineral_concentration,na,cu,grain,wuxiangjing_14,eco2_570_amb_370,single_cell,ratio,ambient_co2,-0.146,,Figure 1f,1,element='Cu'->cu | tissue='grain'->grain | cultivar='Wuxiangjing 14' | CO2->eco2_570_amb_370 | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 ~570 ppm' C_desc='Ambient CO2 ~370 ppm' | unit='mg/kg' | src='Figure 1f' || NOTE: cultivar='Wuxiangjing 14' ; CO2 e=570 a=370,rebuild_2026-08-19/loladze
025_Guo_2011__ai__18,ai,025_Guo_2011,mineral_concentration,na,cu,above_ground,yangmai_14,eco2_570_amb_370,single_cell,ratio,ambient_co2,-0.143,,Figure 2a,1,element='Cu'->cu | tissue='shoot'->above_ground | cultivar='Yangmai 14' | CO2->eco2_570_amb_370 | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 ~570 ppm' C_desc='Ambient CO2 ~370 ppm' | unit='mg/kg' | src='Figure 2a' || NOTE: shoot/stem-class -> above_ground (GT convention) ; cultivar='Yangmai 14' ; CO2 e=570 a=370,rebuild_2026-08-19/loladze
025_Guo_2011__ai__19,ai,025_Guo_2011,mineral_concentration,na,cu,above_ground,yangmai_14,eco2_570_amb_370,single_cell,ratio,ambient_co2,-0.111,,Figure 2a,1,element='Cu'->cu | tissue='shoot'->above_ground | cultivar='Yangmai 14' | CO2->eco2_570_amb_370 | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 ~570 ppm' C_desc='Ambient CO2 ~370 ppm' | unit='mg/kg' | src='Figure 2a' || NOTE: shoot/stem-class -> above_ground (GT convention) ; cultivar='Yangmai 14' ; CO2 e=570 a=370,rebuild_2026-08-19/loladze
025_Guo_2011__ai__20,ai,025_Guo_2011,mineral_concentration,na,cu,above_ground,yangmai_14,eco2_570_amb_370,single_cell,ratio,ambient_co2,-0.1,,Figure 2a,1,element='Cu'->cu | tissue='shoot'->above_ground | cultivar='Yangmai 14' | CO2->eco2_570_amb_370 | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 ~570 ppm' C_desc='Ambient CO2 ~370 ppm' | unit='mg/kg' | src='Figure 2a' || NOTE: shoot/stem-class -> above_ground (GT convention) ; cultivar='Yangmai 14' ; CO2 e=570 a=370,rebuild_2026-08-19/loladze
025_Guo_2011__ai__21,ai,025_Guo_2011,mineral_concentration,na,cu,above_ground,yangmai_14,eco2_570_amb_370,single_cell,ratio,ambient_co2,-0.091,,Figure 2b,1,element='Cu'->cu | tissue='shoot'->above_ground | cultivar='Yangmai 14' | CO2->eco2_570_amb_370 | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 ~570 ppm' C_desc='Ambient CO2 ~370 ppm' | unit='mg/kg' | src='Figure 2b' || NOTE: shoot/stem-class -> above_ground (GT convention) ; cultivar='Yangmai 14' ; CO2 e=570 a=370,rebuild_2026-08-19/loladze
025_Guo_2011__ai__22,ai,025_Guo_2011,mineral_concentration,na,cu,above_ground,yangmai_14,eco2_570_amb_370,single_cell,ratio,ambient_co2,-0.118,,Figure 2b,1,element='Cu'->cu | tissue='shoot'->above_ground | cultivar='Yangmai 14' | CO2->eco2_570_amb_370 | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 ~570 ppm' C_desc='Ambient CO2 ~370 ppm' | unit='mg/kg' | src='Figure 2b' || NOTE: shoot/stem-class -> above_ground (GT convention) ; cultivar='Yangmai 14' ; CO2 e=570 a=370,rebuild_2026-08-19/loladze
025_Guo_2011__ai__23,ai,025_Guo_2011,mineral_concentration,na,cu,above_ground,yangmai_14,eco2_570_amb_370,single_cell,ratio,ambient_co2,-0.133,,Figure 2b,1,element='Cu'->cu | tissue='shoot'->above_ground | cultivar='Yangmai 14' | CO2->eco2_570_amb_370 | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 ~570 ppm' C_desc='Ambient CO2 ~370 ppm' | unit='mg/kg' | src='Figure 2b' || NOTE: shoot/stem-class -> above_ground (GT convention) ; cultivar='Yangmai 14' ; CO2 e=570 a=370,rebuild_2026-08-19/loladze
025_Guo_2011__ai__24,ai,025_Guo_2011,mineral_concentration,na,cu,above_ground,yangmai_14,eco2_570_amb_370,single_cell,ratio,ambient_co2,-0.143,,Figure 2c,1,element='Cu'->cu | tissue='shoot'->above_ground | cultivar='Yangmai 14' | CO2->eco2_570_amb_370 | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 ~570 ppm' C_desc='Ambient CO2 ~370 ppm' | unit='mg/kg' | src='Figure 2c' || NOTE: shoot/stem-class -> above_ground (GT convention) ; cultivar='Yangmai 14' ; CO2 e=570 a=370,rebuild_2026-08-19/loladze
025_Guo_2011__ai__25,ai,025_Guo_2011,mineral_concentration,na,cu,above_ground,yangmai_14,eco2_570_amb_370,single_cell,ratio,ambient_co2,-0.111,,Figure 2c,1,element='Cu'->cu | tissue='shoot'->above_ground | cultivar='Yangmai 14' | CO2->eco2_570_amb_370 | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 ~570 ppm' C_desc='Ambient CO2 ~370 ppm' | unit='mg/kg' | src='Figure 2c' || NOTE: shoot/stem-class -> above_ground (GT convention) ; cultivar='Yangmai 14' ; CO2 e=570 a=370,rebuild_2026-08-19/loladze
025_Guo_2011__ai__26,ai,025_Guo_2011,mineral_concentration,na,cu,above_ground,yangmai_14,eco2_570_amb_370,single_cell,ratio,ambient_co2,-0.143,,Figure 2c,1,element='Cu'->cu | tissue='shoot'->above_ground | cultivar='Yangmai 14' | CO2->eco2_570_amb_370 | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 ~570 ppm' C_desc='Ambient CO2 ~370 ppm' | unit='mg/kg' | src='Figure 2c' || NOTE: shoot/stem-class -> above_ground (GT convention) ; cultivar='Yangmai 14' ; CO2 e=570 a=370,rebuild_2026-08-19/loladze
025_Guo_2011__ai__27,ai,025_Guo_2011,mineral_concentration,na,cu,grain,yangmai_14,eco2_570_amb_370,single_cell,ratio,ambient_co2,-0.083,,Figure 2d,1,element='Cu'->cu | tissue='grain'->grain | cultivar='Yangmai 14' | CO2->eco2_570_amb_370 | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 ~570 ppm' C_desc='Ambient CO2 ~370 ppm' | unit='mg/kg' | src='Figure 2d' || NOTE: cultivar='Yangmai 14' ; CO2 e=570 a=370,rebuild_2026-08-19/loladze
025_Guo_2011__ai__28,ai,025_Guo_2011,mineral_concentration,na,cu,grain,yangmai_14,eco2_570_amb_370,single_cell,ratio,ambient_co2,-0.171,,Figure 2d,1,element='Cu'->cu | tissue='grain'->grain | cultivar='Yangmai 14' | CO2->eco2_570_amb_370 | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 ~570 ppm' C_desc='Ambient CO2 ~370 ppm' | unit='mg/kg' | src='Figure 2d' || NOTE: cultivar='Yangmai 14' ; CO2 e=570 a=370,rebuild_2026-08-19/loladze
025_Guo_2011__ai__29,ai,025_Guo_2011,mineral_concentration,na,cu,grain,yangmai_14,eco2_570_amb_370,single_cell,ratio,ambient_co2,-0.176,,Figure 2d,1,element='Cu'->cu | tissue='grain'->grain | cultivar='Yangmai 14' | CO2->eco2_570_amb_370 | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 ~570 ppm' C_desc='Ambient CO2 ~370 ppm' | unit='mg/kg' | src='Figure 2d' || NOTE: cultivar='Yangmai 14' ; CO2 e=570 a=370,rebuild_2026-08-19/loladze
025_Guo_2011__ai__30,ai,025_Guo_2011,mineral_concentration,na,cu,above_ground,yangmai_14,eco2_570_amb_370,single_cell,ratio,ambient_co2,-0.143,,Figure 2e,1,element='Cu'->cu | tissue='shoot'->above_ground | cultivar='Yangmai 14' | CO2->eco2_570_amb_370 | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 ~570 ppm' C_desc='Ambient CO2 ~370 ppm' | unit='mg/kg' | src='Figure 2e' || NOTE: shoot/stem-class -> above_ground (GT convention) ; cultivar='Yangmai 14' ; CO2 e=570 a=370,rebuild_2026-08-19/loladze
025_Guo_2011__ai__31,ai,025_Guo_2011,mineral_concentration,na,cu,above_ground,yangmai_14,eco2_570_amb_370,single_cell,ratio,ambient_co2,-0.111,,Figure 2e,1,element='Cu'->cu | tissue='shoot'->above_ground | cultivar='Yangmai 14' | CO2->eco2_570_amb_370 | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 ~570 ppm' C_desc='Ambient CO2 ~370 ppm' | unit='mg/kg' | src='Figure 2e' || NOTE: shoot/stem-class -> above_ground (GT convention) ; cultivar='Yangmai 14' ; CO2 e=570 a=370,rebuild_2026-08-19/loladze
025_Guo_2011__ai__32,ai,025_Guo_2011,mineral_concentration,na,cu,above_ground,yangmai_14,eco2_570_amb_370,single_cell,ratio,ambient_co2,-0.136,,Figure 2e,1,element='Cu'->cu | tissue='shoot'->above_ground | cultivar='Yangmai 14' | CO2->eco2_570_amb_370 | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 ~570 ppm' C_desc='Ambient CO2 ~370 ppm' | unit='mg/kg' | src='Figure 2e' || NOTE: shoot/stem-class -> above_ground (GT convention) ; cultivar='Yangmai 14' ; CO2 e=570 a=370,rebuild_2026-08-19/loladze
025_Guo_2011__ai__33,ai,025_Guo_2011,mineral_concentration,na,cu,grain,yangmai_14,eco2_570_amb_370,single_cell,ratio,ambient_co2,-0.154,,Figure 2f,1,element='Cu'->cu | tissue='grain'->grain | cultivar='Yangmai 14' | CO2->eco2_570_amb_370 | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 ~570 ppm' C_desc='Ambient CO2 ~370 ppm' | unit='mg/kg' | src='Figure 2f' || NOTE: cultivar='Yangmai 14' ; CO2 e=570 a=370,rebuild_2026-08-19/loladze
025_Guo_2011__ai__34,ai,025_Guo_2011,mineral_concentration,na,cu,grain,yangmai_14,eco2_570_amb_370,single_cell,ratio,ambient_co2,-0.133,,Figure 2f,1,element='Cu'->cu | tissue='grain'->grain | cultivar='Yangmai 14' | CO2->eco2_570_amb_370 | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 ~570 ppm' C_desc='Ambient CO2 ~370 ppm' | unit='mg/kg' | src='Figure 2f' || NOTE: cultivar='Yangmai 14' ; CO2 e=570 a=370,rebuild_2026-08-19/loladze
025_Guo_2011__ai__35,ai,025_Guo_2011,mineral_concentration,na,cu,grain,yangmai_14,eco2_570_amb_370,single_cell,ratio,ambient_co2,-0.143,,Figure 2f,1,element='Cu'->cu | tissue='grain'->grain | cultivar='Yangmai 14' | CO2->eco2_570_amb_370 | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 ~570 ppm' C_desc='Ambient CO2 ~370 ppm' | unit='mg/kg' | src='Figure 2f' || NOTE: cultivar='Yangmai 14' ; CO2 e=570 a=370,rebuild_2026-08-19/loladze
025_Guo_2011__ai__36,ai,025_Guo_2011,mineral_concentration,na,cd,above_ground,wuxiangjing_14,eco2_570_amb_370,single_cell,ratio,ambient_co2,0,,Figure 3a,1,element='Cd'->cd | tissue='shoot'->above_ground | cultivar='Wuxiangjing 14' | CO2->eco2_570_amb_370 | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 ~570 ppm' C_desc='Ambient CO2 ~370 ppm' | unit='mg/kg' | src='Figure 3a' || NOTE: shoot/stem-class -> above_ground (GT convention) ; cultivar='Wuxiangjing 14' ; CO2 e=570 a=370,rebuild_2026-08-19/loladze
025_Guo_2011__ai__37,ai,025_Guo_2011,mineral_concentration,na,cd,above_ground,wuxiangjing_14,eco2_570_amb_370,single_cell,ratio,ambient_co2,0.1,,Figure 3a,1,element='Cd'->cd | tissue='shoot'->above_ground | cultivar='Wuxiangjing 14' | CO2->eco2_570_amb_370 | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 ~570 ppm' C_desc='Ambient CO2 ~370 ppm' | unit='mg/kg' | src='Figure 3a' || NOTE: shoot/stem-class -> above_ground (GT convention) ; cultivar='Wuxiangjing 14' ; CO2 e=570 a=370,rebuild_2026-08-19/loladze
025_Guo_2011__ai__38,ai,025_Guo_2011,mineral_concentration,na,cd,above_ground,wuxiangjing_14,eco2_570_amb_370,single_cell,ratio,ambient_co2,0.04,,Figure 3a,1,element='Cd'->cd | tissue='shoot'->above_ground | cultivar='Wuxiangjing 14' | CO2->eco2_570_amb_370 | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 ~570 ppm' C_desc='Ambient CO2 ~370 ppm' | unit='mg/kg' | src='Figure 3a' || NOTE: shoot/stem-class -> above_ground (GT convention) ; cultivar='Wuxiangjing 14' ; CO2 e=570 a=370,rebuild_2026-08-19/loladze
025_Guo_2011__ai__39,ai,025_Guo_2011,mineral_concentration,na,cd,above_ground,wuxiangjing_14,eco2_570_amb_370,single_cell,ratio,ambient_co2,0.2,,Figure 3b,1,element='Cd'->cd | tissue='shoot'->above_ground | cultivar='Wuxiangjing 14' | CO2->eco2_570_amb_370 | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 ~570 ppm' C_desc='Ambient CO2 ~370 ppm' | unit='mg/kg' | src='Figure 3b' || NOTE: shoot/stem-class -> above_ground (GT convention) ; cultivar='Wuxiangjing 14' ; CO2 e=570 a=370,rebuild_2026-08-19/loladze
025_Guo_2011__ai__40,ai,025_Guo_2011,mineral_concentration,na,cd,above_ground,wuxiangjing_14,eco2_570_amb_370,single_cell,ratio,ambient_co2,0.556,,Figure 3b,1,element='Cd'->cd | tissue='shoot'->above_ground | cultivar='Wuxiangjing 14' | CO2->eco2_570_amb_370 | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 ~570 ppm' C_desc='Ambient CO2 ~370 ppm' | unit='mg/kg' | src='Figure 3b' || NOTE: shoot/stem-class -> above_ground (GT convention) ; cultivar='Wuxiangjing 14' ; CO2 e=570 a=370,rebuild_2026-08-19/loladze
025_Guo_2011__ai__41,ai,025_Guo_2011,mineral_concentration,na,cd,above_ground,wuxiangjing_14,eco2_570_amb_370,single_cell,ratio,ambient_co2,0.08,,Figure 3b,1,element='Cd'->cd | tissue='shoot'->above_ground | cultivar='Wuxiangjing 14' | CO2->eco2_570_amb_370 | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 ~570 ppm' C_desc='Ambient CO2 ~370 ppm' | unit='mg/kg' | src='Figure 3b' || NOTE: shoot/stem-class -> above_ground (GT convention) ; cultivar='Wuxiangjing 14' ; CO2 e=570 a=370,rebuild_2026-08-19/loladze
025_Guo_2011__ai__42,ai,025_Guo_2011,mineral_concentration,na,cd,above_ground,wuxiangjing_14,eco2_570_amb_370,single_cell,ratio,ambient_co2,0,,Figure 3c,1,element='Cd'->cd | tissue='shoot'->above_ground | cultivar='Wuxiangjing 14' | CO2->eco2_570_amb_370 | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 ~570 ppm' C_desc='Ambient CO2 ~370 ppm' | unit='mg/kg' | src='Figure 3c' || NOTE: shoot/stem-class -> above_ground (GT convention) ; cultivar='Wuxiangjing 14' ; CO2 e=570 a=370,rebuild_2026-08-19/loladze
025_Guo_2011__ai__43,ai,025_Guo_2011,mineral_concentration,na,cd,above_ground,wuxiangjing_14,eco2_570_amb_370,single_cell,ratio,ambient_co2,0.071,,Figure 3c,1,element='Cd'->cd | tissue='shoot'->above_ground | cultivar='Wuxiangjing 14' | CO2->eco2_570_amb_370 | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 ~570 ppm' C_desc='Ambient CO2 ~370 ppm' | unit='mg/kg' | src='Figure 3c' || NOTE: shoot/stem-class -> above_ground (GT convention) ; cultivar='Wuxiangjing 14' ; CO2 e=570 a=370,rebuild_2026-08-19/loladze
025_Guo_2011__ai__44,ai,025_Guo_2011,mineral_concentration,na,cd,above_ground,wuxiangjing_14,eco2_570_amb_370,single_cell,ratio,ambient_co2,0.118,,Figure 3c,1,element='Cd'->cd | tissue='shoot'->above_ground | cultivar='Wuxiangjing 14' | CO2->eco2_570_amb_370 | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 ~570 ppm' C_desc='Ambient CO2 ~370 ppm' | unit='mg/kg' | src='Figure 3c' || NOTE: shoot/stem-class -> above_ground (GT convention) ; cultivar='Wuxiangjing 14' ; CO2 e=570 a=370,rebuild_2026-08-19/loladze
