paper_id,outcome,outcome_unit,source_type,table_or_figure,treatment_mean,control_mean,effect_pct,treatment_n,control_n,variance_type,variance_value,variance_treatment,variance_control,se_treatment,se_control,sd_treatment,sd_control,treatment_description,control_description,confidence,notes,title,authors,year,journal,doi,mod_crop_species,mod_biochar_feedstock,mod_biochar_rate_t_ha,mod_pyrolysis_temperature_C,mod_soil_type,mod_soil_pH,mod_climate_zone,mod_country,mod_experiment_type,mod_study_duration,mod_n_rate_kg_ha,mod_co_amendment,mod_year_of_measurement,p_value,significance,mod_biochar_application_rate_t_ha,mod_number_of_primary_studies,mod_number_of_observations,mod_total_studies_in_dataset,mod_study_type,mod_season,mod_model_R2,mod_model_p_value,mod_response_ratio_increment,mod_predictor_variable,mod_direction,mod_p_value_smooth_term,mod_significance_level,mod_cultivar,mod_region,mod_straw_rate_t_ha,mod_base_fertilization,mod_design,mod_replicates,mod_plot_size_m2,mod_plant_density_per_ha,mod_biochar_application_rate,mod_pyrolysis_temperature,mod_water_regime,mod_drought_stage,mod_biochar_application_rate_pct_ww,mod_pyrolysis_duration_h,mod_country_region,mod_study_duration_days,mod_biochar_pH,mod_biochar_CN_ratio,mod_biochar_HC_ratio,mod_biochar_N_pct,mod_n_fertilization_kg_N_ha,mod_compost,mod_biochar_type,mod_soil_salt_g_kg,mod_planting_density_plants_ha,mod_irrigation,mod_soil_SOC_g_kg,mod_soil_total_N_g_kg,mod_soil_available_N_mg_kg,mod_soil_available_P_mg_kg,mod_soil_available_K_mg_kg,mod_drought_level,mod_PGPR_strain,mod_biochar_application_rate_g_per_kg,mod_biochar_application_rate_g_per_pot,mod_soil_sand_content_pct,mod_seeding_density_g_per_pot,mod_soil_mass_kg,mod_biochar_rate_pct_ww,mod_subgroup,mod_n_datasets,mod_hedges_g,mod_ci_lower,mod_ci_upper,mod_p_value,mod_crops_included,mod_effect_pct_from_text,mod_biochar_rate,mod_regression_equation,mod_r_squared,mod_cumulative_biochar_applied_t_ha,mod_biochar_rate_tha_equiv,mod_fertilization_level,mod_N_rate_kg_ha,mod_soil_classification,mod_P_rate_range,mod_harvest_season,mod_fertilizer_level,mod_category,mod_n_comparisons,mod_n_papers,mod_median_biochar_pH,mod_soil_pH_category,mod_median_soil_pH,mod_median_biochar_rate_t_ha,mod_pyrolysis_method,mod_soil_EC_dSm,mod_NaCl_mM,mod_biochar_C_pct,mod_biochar_cumulative_t_ha,mod_study_duration_years,mod_application_year,mod_nitrogen_rate_kg_ha,mod_cumulative_biochar_rate_t_ha,mod_soil_organic_matter_g_kg,mod_latitude,mod_longitude,mod_mean_annual_temperature_C,mod_mean_annual_precipitation_mm,mod_P2O5_rate_kg_ha,mod_K2O_rate_kg_ha,mod_plot_area_m2
BilalZulfiqar_2022_Biochar_enhances_wheat_crop_productivity,Number of grains per spike,count,table,Table 2,27.67,26.33,5.089251804025839,4.0,4.0,LSD,2.24,,,,,,,"Wheat straw biochar 3% w/w (180 g pot-1), drought at grain filling (DGFS)","No biochar (BC0), drought at grain filling (DGFS)",high,"LSD(0.05)=2.24. BC0=f, BC1=ef — overlapping letters, not significant (diff=1.34<2.24).",Biochar enhances wheat crop productivity by mitigating the effects of drought: Insights into physiological and antioxidant defense mechanisms,"Zulfiqar B, Raza MAS, Saleem MF, Aslam MU, Iqbal R, Muhammad F, et al.",2022,PLoS ONE,10.1371/journal.pone.0267819,Wheat (Triticum aestivum L.),wheat straw,,,sandy loam,7.23,semi-arid,Pakistan,pot,one growing season (2019-2020),,none,,<0.05,ns,,,,,,,,,,,,,,Galaxy 2013,,,,,,,,3% w/w (180 g pot-1),500°C,drought at grain filling (30% WHC),DGFS (grain filling),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BilalZulfiqar_2022_Biochar_enhances_wheat_crop_productivity,Number of grains per spike,count,table,Table 2,29.33,26.33,11.393847322445879,4.0,4.0,LSD,2.24,,,,,,,"Wheat straw biochar 5% w/w (300 g pot-1), drought at grain filling (DGFS)","No biochar (BC0), drought at grain filling (DGFS)",high,"LSD(0.05)=2.24. BC0=f, BC2=de — different letter groups, significant (diff=3.00>2.24).",Biochar enhances wheat crop productivity by mitigating the effects of drought: Insights into physiological and antioxidant defense mechanisms,"Zulfiqar B, Raza MAS, Saleem MF, Aslam MU, Iqbal R, Muhammad F, et al.",2022,PLoS ONE,10.1371/journal.pone.0267819,Wheat (Triticum aestivum L.),wheat straw,,,sandy loam,7.23,semi-arid,Pakistan,pot,one growing season (2019-2020),,none,,<0.05,*,,,,,,,,,,,,,,Galaxy 2013,,,,,,,,5% w/w (300 g pot-1),500°C,drought at grain filling (30% WHC),DGFS (grain filling),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bonanomi_2017_Biochar_As_Plant_Growth_Promoter,Lettuce shoot dry weight,% of control,figure,Figure 2B (estimated from figure),50.0,100.0,-50.0,10.0,10.0,,,8.0,,8.0,,,,F.O.R.S.U. biochar 300°C at 2% w/w (10 g per 500 g pot),"Unamended soil (no biochar, no organic amendment)",medium,Values estimated from Figure 2B bar chart (y-axis: Growth vs control =100). Error bars in figure not explicitly defined but likely SE given n=10. F.O.R.S.U. = organic fraction of municipal solid waste (Naples). Text confirms moderate inhibition by this biochar. No absolute yield values reported anywhere in paper.,Biochar As Plant Growth Promoter: Better Off Alone or Mixed with Organic Amendments?,"Bonanomi G, Ippolito F, Cesarano G, Nanni B, Lombardi N, Rita A, Saracino A, Scala F",2017,Frontiers in Plant Science,10.3389/fpls.2017.01570,Lactuca sativa (lettuce),Municipal solid waste (F.O.R.S.U. - organic fraction),,300,Lithic Haplustolls,,Mediterranean,,greenhouse pot,,,none (biochar alone),,<0.05,e,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5.0,"Salerno, Southern Italy",90.0,7.98,10.01,1.05,6.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bonanomi_2017_Biochar_As_Plant_Growth_Promoter,Lettuce shoot dry weight,% of control,figure,Figure 2B (estimated from figure),55.0,100.0,-45.0,10.0,10.0,,,7.0,,7.0,,,,F.O.R.S.U. biochar 550°C at 2% w/w (10 g per 500 g pot),"Unamended soil (no biochar, no organic amendment)",medium,"Values estimated from Figure 2B. Text groups F.O.R.S.U. 300 and 550 together as inhibitory (both share Duncan letter 'e'). Despite text stating 'only two showed moderate inhibition' (referring to F.O.R.S.U. and Zea at 300°C), Figure 2B shows F.O.R.S.U. 550°C also well below 100%.",Biochar As Plant Growth Promoter: Better Off Alone or Mixed with Organic Amendments?,"Bonanomi G, Ippolito F, Cesarano G, Nanni B, Lombardi N, Rita A, Saracino A, Scala F",2017,Frontiers in Plant Science,10.3389/fpls.2017.01570,Lactuca sativa (lettuce),Municipal solid waste (F.O.R.S.U. - organic fraction),,550,Lithic Haplustolls,,Mediterranean,,greenhouse pot,,,none (biochar alone),,<0.05,e,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5.0,"Salerno, Southern Italy",90.0,11.41,9.78,1.04,6.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bonanomi_2017_Biochar_As_Plant_Growth_Promoter,Lettuce shoot dry weight,% of control,figure,Figure 2B (estimated from figure),100.0,100.0,0.0,10.0,10.0,,,12.0,,12.0,,,,Zea mays stalk biochar 300°C at 2% w/w (10 g per 500 g pot),"Unamended soil (no biochar, no organic amendment)",medium,"Values estimated from Figure 2B. Text identifies Zea 300°C as one of two biochars showing moderate inhibition, but bar appears approximately at 100% line. Duncan letter 'd' groups it with other near-control values. The inhibition may be small and not visually obvious in the figure.",Biochar As Plant Growth Promoter: Better Off Alone or Mixed with Organic Amendments?,"Bonanomi G, Ippolito F, Cesarano G, Nanni B, Lombardi N, Rita A, Saracino A, Scala F",2017,Frontiers in Plant Science,10.3389/fpls.2017.01570,Lactuca sativa (lettuce),Zea mays stalks (crop residue),,300,Lithic Haplustolls,,Mediterranean,,greenhouse pot,,,none (biochar alone),,,d,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5.0,"Salerno, Southern Italy",90.0,9.13,27.24,0.74,2.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bonanomi_2017_Biochar_As_Plant_Growth_Promoter,Lettuce shoot dry weight,% of control,figure,Figure 2B (estimated from figure),108.0,100.0,8.0,10.0,10.0,,,10.0,,10.0,,,,Zea mays stalk biochar 550°C at 2% w/w (10 g per 500 g pot),"Unamended soil (no biochar, no organic amendment)",medium,Values estimated from Figure 2B. Text classifies this as one of three biochars with no significant effect on lettuce growth vs control. Duncan letter 'd' shared with other near-control biochars.,Biochar As Plant Growth Promoter: Better Off Alone or Mixed with Organic Amendments?,"Bonanomi G, Ippolito F, Cesarano G, Nanni B, Lombardi N, Rita A, Saracino A, Scala F",2017,Frontiers in Plant Science,10.3389/fpls.2017.01570,Lactuca sativa (lettuce),Zea mays stalks (crop residue),,550,Lithic Haplustolls,,Mediterranean,,greenhouse pot,,,none (biochar alone),,,d,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5.0,"Salerno, Southern Italy",90.0,10.98,27.96,0.21,2.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bonanomi_2017_Biochar_As_Plant_Growth_Promoter,Lettuce shoot dry weight,% of control,figure,Figure 2B (estimated from figure),108.0,100.0,8.0,10.0,10.0,,,10.0,,10.0,,,,Medicago sativa hay biochar 300°C at 2% w/w (10 g per 500 g pot),"Unamended soil (no biochar, no organic amendment)",medium,Values estimated from Figure 2B. One of three biochars showing no significant effect. Duncan letter 'd'.,Biochar As Plant Growth Promoter: Better Off Alone or Mixed with Organic Amendments?,"Bonanomi G, Ippolito F, Cesarano G, Nanni B, Lombardi N, Rita A, Saracino A, Scala F",2017,Frontiers in Plant Science,10.3389/fpls.2017.01570,Lactuca sativa (lettuce),Medicago sativa hay (legume hay),,300,Lithic Haplustolls,,Mediterranean,,greenhouse pot,,,none (biochar alone),,,d,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5.0,"Salerno, Southern Italy",90.0,11.0,12.15,1.11,4.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bonanomi_2017_Biochar_As_Plant_Growth_Promoter,Lettuce shoot dry weight,% of control,figure,Figure 2B (estimated from figure),120.0,100.0,20.0,10.0,10.0,,,12.0,,12.0,,,,Medicago sativa hay biochar 550°C at 2% w/w (10 g per 500 g pot),"Unamended soil (no biochar, no organic amendment)",medium,"Values estimated from Figure 2B. Duncan letter 'd'. Text mentions Medicago biochar 550°C had additive interactions in mixtures (deviation from expected not significant, Figure 4B).",Biochar As Plant Growth Promoter: Better Off Alone or Mixed with Organic Amendments?,"Bonanomi G, Ippolito F, Cesarano G, Nanni B, Lombardi N, Rita A, Saracino A, Scala F",2017,Frontiers in Plant Science,10.3389/fpls.2017.01570,Lactuca sativa (lettuce),Medicago sativa hay (legume hay),,550,Lithic Haplustolls,,Mediterranean,,greenhouse pot,,,none (biochar alone),,,d,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5.0,"Salerno, Southern Italy",90.0,11.6,11.78,0.49,4.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bonanomi_2017_Biochar_As_Plant_Growth_Promoter,Lettuce shoot dry weight,% of control,figure,Figure 2B (estimated from figure),155.0,100.0,55.00000000000001,10.0,10.0,,,15.0,,15.0,,,,Wood chip biochar 300°C at 2% w/w (10 g per 500 g pot),"Unamended soil (no biochar, no organic amendment)",medium,"Values estimated from Figure 2B. Duncan letter 'c', significantly stimulatory. Wood biochars had very low N content (0.21%) and very high C/N (639). Text notes wood-derived biochars with low H/C ratio promote growth.",Biochar As Plant Growth Promoter: Better Off Alone or Mixed with Organic Amendments?,"Bonanomi G, Ippolito F, Cesarano G, Nanni B, Lombardi N, Rita A, Saracino A, Scala F",2017,Frontiers in Plant Science,10.3389/fpls.2017.01570,Lactuca sativa (lettuce),Wood chips (sawmill),,300,Lithic Haplustolls,,Mediterranean,,greenhouse pot,,,none (biochar alone),,<0.05,c,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5.0,"Salerno, Southern Italy",90.0,7.77,639.04,0.66,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bonanomi_2017_Biochar_As_Plant_Growth_Promoter,Lettuce shoot dry weight,% of control,figure,Figure 2B (estimated from figure),185.0,100.0,85.0,10.0,10.0,,,15.0,,15.0,,,,Wood chip biochar 550°C at 2% w/w (10 g per 500 g pot),"Unamended soil (no biochar, no organic amendment)",medium,Values estimated from Figure 2B. Duncan letter 'b'. Higher pyrolysis temperature increased stimulation compared to 300°C. Wood 550°C had very low H/C (0.38) which paper identifies as best predictor of growth promotion.,Biochar As Plant Growth Promoter: Better Off Alone or Mixed with Organic Amendments?,"Bonanomi G, Ippolito F, Cesarano G, Nanni B, Lombardi N, Rita A, Saracino A, Scala F",2017,Frontiers in Plant Science,10.3389/fpls.2017.01570,Lactuca sativa (lettuce),Wood chips (sawmill),,550,Lithic Haplustolls,,Mediterranean,,greenhouse pot,,,none (biochar alone),,<0.05,b,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5.0,"Salerno, Southern Italy",90.0,10.66,410.68,0.38,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bonanomi_2017_Biochar_As_Plant_Growth_Promoter,Lettuce shoot dry weight,% of control,figure,Figure 2B (estimated from figure),260.0,100.0,160.0,10.0,10.0,,,25.0,,25.0,,,,"Activated carbon (AC, Sigma-Aldrich) at 2% w/w (10 g per 500 g pot)","Unamended soil (no biochar, no organic amendment)",medium,"Values estimated from Figure 2B. Duncan letter 'ab'. Text highlights AC as showing 'highly significant stimulation'. AC was purchased (Sigma-Aldrich), pyrolysis temperature unknown. Lowest H/C ratio (0.21) among all biochars. Additive interactions with all NPOA types in mixtures (Figure 4B).",Biochar As Plant Growth Promoter: Better Off Alone or Mixed with Organic Amendments?,"Bonanomi G, Ippolito F, Cesarano G, Nanni B, Lombardi N, Rita A, Saracino A, Scala F",2017,Frontiers in Plant Science,10.3389/fpls.2017.01570,Lactuca sativa (lettuce),"Activated carbon (commercial, Sigma-Aldrich)",,,Lithic Haplustolls,,Mediterranean,,greenhouse pot,,,none (biochar alone),,<0.05,ab,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,"Salerno, Southern Italy",90.0,5.67,51.7,0.21,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bonanomi_2017_Biochar_As_Plant_Growth_Promoter,Lettuce shoot dry weight,% of control,figure,Figure 2B (estimated from figure),325.0,100.0,225.0,10.0,10.0,,,35.0,,35.0,,,,Commercial Fagus wood biochar at 2% w/w (10 g per 500 g pot),"Unamended soil (no biochar, no organic amendment)",medium,"Values estimated from Figure 2B. Duncan letter 'a' (highest growth). Commercial biochar from Fagus wood, purchased from local market — pyrolysis conditions unknown. Strongest growth promotion among all 10 biochars (+225% vs control). Low H/C (0.37) consistent with paper's finding that H/C is best predictor of biochar growth promotion.",Biochar As Plant Growth Promoter: Better Off Alone or Mixed with Organic Amendments?,"Bonanomi G, Ippolito F, Cesarano G, Nanni B, Lombardi N, Rita A, Saracino A, Scala F",2017,Frontiers in Plant Science,10.3389/fpls.2017.01570,Lactuca sativa (lettuce),"Fagus wood (commercial biochar, local market)",,,Lithic Haplustolls,,Mediterranean,,greenhouse pot,,,none (biochar alone),,<0.05,a,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,"Salerno, Southern Italy",90.0,7.49,149.62,0.37,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ClaudiaKammann_2015_Plant_growth_improvement_mediated_by,Total aboveground biomass,g dry matter,figure,Figure 2 (estimated from figure),4.6,1.5,206.66666666666663,4.0,4.0,SD,,0.7,0.3,,,0.7,0.3,"Co-composted biochar (BC_comp) 2% w/w, no compost, 28 kg N/ha","No biochar control, no compost, 28 kg N/ha",medium,BC_comp = 305% of control per figure annotation. Absolute values estimated from Figure 2 y-axis. Biochar co-composted with animal manure/straw for 6 weeks at Ithaka Institute.,Plant growth improvement mediated by nitrate capture in co-composted biochar,"Kammann CI, Schmidt HP, Messerschmidt N, Linsel S, Steffens D, Müller C, Koyro HW, Conte P, Joseph S",2015,Scientific Reports,10.1038/srep11080,Chenopodium quinoa,"woody chips (80% coniferous, 20% deciduous)",,700,sandy (sandy loam + sand + gravel mixture),,temperate,Switzerland (composting) / Germany (growth study),greenhouse/pot,,,none,,<0.05,significant (Tukey),,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,81.0,,,,,28.0,no,co-composted (BC_comp),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ClaudiaKammann_2015_Plant_growth_improvement_mediated_by,Total aboveground biomass,g dry matter,figure,Figure 2 (estimated from figure),0.9,1.5,-40.0,4.0,4.0,SD,,0.2,0.3,,,0.2,0.3,"Untreated biochar (BC_pure) 2% w/w, no compost, 28 kg N/ha","No biochar control, no compost, 28 kg N/ha",medium,BC_pure = 61% of control per figure annotation. Untreated biochar significantly REDUCED growth at lowest nutrient level. Text confirms 'decreased the biomass to 60% of the control'.,Plant growth improvement mediated by nitrate capture in co-composted biochar,"Kammann CI, Schmidt HP, Messerschmidt N, Linsel S, Steffens D, Müller C, Koyro HW, Conte P, Joseph S",2015,Scientific Reports,10.1038/srep11080,Chenopodium quinoa,"woody chips (80% coniferous, 20% deciduous)",,700,sandy (sandy loam + sand + gravel mixture),,temperate,Switzerland (composting) / Germany (growth study),greenhouse/pot,,,none,,<0.05,significant (Tukey),,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,81.0,,,,,28.0,no,untreated (BC_pure),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ClaudiaKammann_2015_Plant_growth_improvement_mediated_by,Total aboveground biomass,g dry matter,figure,Figure 2 (estimated from figure),8.4,5.0,68.0,4.0,4.0,SD,,1.0,0.7,,,1.0,0.7,"Co-composted biochar (BC_comp) 2% w/w, plus compost 2% w/w, 28 kg N/ha","Compost only (no biochar), 28 kg N/ha",medium,BC_comp = 168% of control per figure annotation. Control here is compost-amended soil (no biochar). BC_comp was co-composted with the compost materials.,Plant growth improvement mediated by nitrate capture in co-composted biochar,"Kammann CI, Schmidt HP, Messerschmidt N, Linsel S, Steffens D, Müller C, Koyro HW, Conte P, Joseph S",2015,Scientific Reports,10.1038/srep11080,Chenopodium quinoa,"woody chips (80% coniferous, 20% deciduous)",,700,sandy (sandy loam + sand + gravel mixture),,temperate,Switzerland (composting) / Germany (growth study),greenhouse/pot,,,compost 2% w/w,,<0.05,significant (Tukey),,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,81.0,,,,,28.0,yes,co-composted (BC_comp),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ClaudiaKammann_2015_Plant_growth_improvement_mediated_by,Total aboveground biomass,g dry matter,figure,Figure 2 (estimated from figure),4.2,5.0,-15.999999999999998,4.0,4.0,SD,,0.6,0.7,,,0.6,0.7,"Untreated biochar (BC_pure) 2% w/w, plus compost 2% w/w, 28 kg N/ha","Compost only (no biochar), 28 kg N/ha",medium,BC_pure = 83% of control per figure annotation. Reduction not significant at this nutrient level (text: 'in the N-140 treatments the reductions were not significant' but this is N-28 with compost; significance uncertain from figure letters).,Plant growth improvement mediated by nitrate capture in co-composted biochar,"Kammann CI, Schmidt HP, Messerschmidt N, Linsel S, Steffens D, Müller C, Koyro HW, Conte P, Joseph S",2015,Scientific Reports,10.1038/srep11080,Chenopodium quinoa,"woody chips (80% coniferous, 20% deciduous)",,700,sandy (sandy loam + sand + gravel mixture),,temperate,Switzerland (composting) / Germany (growth study),greenhouse/pot,,,compost 2% w/w,,,ns,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,81.0,,,,,28.0,yes,untreated (BC_pure),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ClaudiaKammann_2015_Plant_growth_improvement_mediated_by,Total aboveground biomass,g dry matter,figure,Figure 2 (estimated from figure),9.6,6.0,60.0,4.0,4.0,SD,,0.8,0.7,,,0.8,0.7,"Co-composted biochar (BC_comp) 2% w/w, no compost, 140 kg N/ha","No biochar control, no compost, 140 kg N/ha",medium,BC_comp = 160% of control per figure annotation. Absolute biomass increase (~3.6 g) similar across all nutrient levels as noted in text.,Plant growth improvement mediated by nitrate capture in co-composted biochar,"Kammann CI, Schmidt HP, Messerschmidt N, Linsel S, Steffens D, Müller C, Koyro HW, Conte P, Joseph S",2015,Scientific Reports,10.1038/srep11080,Chenopodium quinoa,"woody chips (80% coniferous, 20% deciduous)",,700,sandy (sandy loam + sand + gravel mixture),,temperate,Switzerland (composting) / Germany (growth study),greenhouse/pot,,,none,,<0.05,significant (Tukey),,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,81.0,,,,,140.0,no,co-composted (BC_comp),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ClaudiaKammann_2015_Plant_growth_improvement_mediated_by,Total aboveground biomass,g dry matter,figure,Figure 2 (estimated from figure),5.4,6.0,-9.999999999999993,4.0,4.0,SD,,0.6,0.7,,,0.6,0.7,"Untreated biochar (BC_pure) 2% w/w, no compost, 140 kg N/ha","No biochar control, no compost, 140 kg N/ha",medium,BC_pure = 90% of control per figure annotation. Text states 'in the N-140 treatments the reductions were not significant'.,Plant growth improvement mediated by nitrate capture in co-composted biochar,"Kammann CI, Schmidt HP, Messerschmidt N, Linsel S, Steffens D, Müller C, Koyro HW, Conte P, Joseph S",2015,Scientific Reports,10.1038/srep11080,Chenopodium quinoa,"woody chips (80% coniferous, 20% deciduous)",,700,sandy (sandy loam + sand + gravel mixture),,temperate,Switzerland (composting) / Germany (growth study),greenhouse/pot,,,none,,,ns,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,81.0,,,,,140.0,no,untreated (BC_pure),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ClaudiaKammann_2015_Plant_growth_improvement_mediated_by,Total aboveground biomass,g dry matter,figure,Figure 2 (estimated from figure),13.2,9.5,38.94736842105262,4.0,4.0,SD,,0.8,0.7,,,0.8,0.7,"Co-composted biochar (BC_comp) 2% w/w, plus compost 2% w/w, 140 kg N/ha","Compost only (no biochar), 140 kg N/ha",medium,BC_comp = 139% of control per figure annotation. Lowest relative BC_comp effect but highest absolute biomass among all treatments. Tallest bar in Figure 2.,Plant growth improvement mediated by nitrate capture in co-composted biochar,"Kammann CI, Schmidt HP, Messerschmidt N, Linsel S, Steffens D, Müller C, Koyro HW, Conte P, Joseph S",2015,Scientific Reports,10.1038/srep11080,Chenopodium quinoa,"woody chips (80% coniferous, 20% deciduous)",,700,sandy (sandy loam + sand + gravel mixture),,temperate,Switzerland (composting) / Germany (growth study),greenhouse/pot,,,compost 2% w/w,,<0.05,significant (Tukey),,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,81.0,,,,,140.0,yes,co-composted (BC_comp),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ClaudiaKammann_2015_Plant_growth_improvement_mediated_by,Total aboveground biomass,g dry matter,figure,Figure 2 (estimated from figure),9.2,9.5,-3.157894736842113,4.0,4.0,SD,,0.8,0.7,,,0.8,0.7,"Untreated biochar (BC_pure) 2% w/w, plus compost 2% w/w, 140 kg N/ha","Compost only (no biochar), 140 kg N/ha",medium,BC_pure = 97% of control per figure annotation. Essentially no effect at highest nutrient level with compost. Text confirms BC_pure reductions 'not significant' at N-140.,Plant growth improvement mediated by nitrate capture in co-composted biochar,"Kammann CI, Schmidt HP, Messerschmidt N, Linsel S, Steffens D, Müller C, Koyro HW, Conte P, Joseph S",2015,Scientific Reports,10.1038/srep11080,Chenopodium quinoa,"woody chips (80% coniferous, 20% deciduous)",,700,sandy (sandy loam + sand + gravel mixture),,temperate,Switzerland (composting) / Germany (growth study),greenhouse/pot,,,compost 2% w/w,,,ns,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,81.0,,,,,140.0,yes,untreated (BC_pure),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cong_2025_Straw_return_was_more_beneficial,Corn grain yield,t/ha,figure,Figure 5A (estimated from figure),10.0,9.0,11.11111111111111,3.0,3.0,SE,,0.5,0.4,0.5,0.4,,,"Corn straw biochar return (CB), 8 t/ha, pyrolysis 700°C, mixed into 0-10 cm soil","No organic ameliorant (CK), same base fertilization (750 kg/ha controlled-release NPK 28:6:6 + 300 kg/ha urea)",medium,Values estimated from Figure 5A bar chart. Only one biochar rate tested. Equal carbon input design: 15 t/ha straw vs 8 t/ha biochar. CB was intermediate between CK and CS (straw return) but not significantly different from either. CS vs CK was significant at +22%.,Straw return was more beneficial to improving saline soil quality and crop productivity than biochar in the short term,"Ping Cong, Jiashen Song, Jianxin Dong, Wenyan Su, Wenhao Feng, Hongyuan Zhang",2025,Frontiers in Plant Science,10.3389/fpls.2024.1517917,Spring corn (Ludan 506),Corn straw,,700,Coastal saline soil,8.46,Warm temperate continental monsoon,China,field,1 year (2023),,Biochar alone (same base mineral fertilizer in all treatments),,>0.05,"ns (CB labeled 'ab', CK labeled 'b' by LSD)",8.0,,,,,,,,,,,,,,"Guangrao County, Shandong",,,,,,,,,,,,,,,,,,,,,,1.88,90000.0,2 irrigations of 750 m3/ha each,7.6,1.01,50.41,34.98,393.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Danish_2020_ACC_deaminase_producing_plant_growth,Grain yield,g/pot,table,Table 6,142.0,125.0,13.600000000000001,3.0,3.0,,,,,,,,,"BC0.75 (0.75% w/w timber-waste biochar, no PGPR), Normal moisture","Control (No PGPR + No BC), Normal moisture",high,"No SE/SD reported; only Tukey HSD letter groupings at p≤0.01. Fertilizer applied uniformly: N 200, P 150, K 100 kg/ha equivalent.",ACC-deaminase producing plant growth promoting rhizobacteria and biochar mitigate adverse effects of drought stress on maize growth,"Danish S, Zafar-ul-Hye M, Mohsin F, Hussain M",2020,PLoS ONE,10.1371/journal.pone.0230615,Maize (Zea mays L.) cv. Kenzo-123 Hybrid,timber waste (wood),,,Sandy loam,8.11,arid/semi-arid,,pot,full season (harvested at maturity),,biochar alone,,,Tukey p≤0.01 letter groups,,,,,,,,,,,,,,,,,,,,,,0.75% w/w (90 g per 12 kg soil pot),389°C,,,,,"Multan, Punjab, Pakistan",,,,,,,,,,,,,,,,,Normal moisture (70% FC),none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
