row_id,side,paper_id,outcome_canonical,crop,treatment_level,co_amendment,co_amendment_level,timepoint,aggregation_level,unit_canonical,control_token,treatment_mean,control_mean,source_locator,is_figure,evidence,decoder
gt__StudyID166__r10,gt,166_Haefele_2011,crop_yield,rice,41.3,npk,medium,ubon_2005ws,single_cell,kg/ha,absolute_control,3710,2630,Table 6,0,"Table 6 (Grain yield t/ha, 14% moisture) Ubon 2005 WS: control C=2.63, treatment CRH+F=3.71 [CRH (carbonized rice husk, 4.13 kg/m2 = 41.3 t/ha); GT Treatment=BNPK, BiocharAddition=41.30].",gt-pdf-decode
gt__StudyID166__r11,gt,166_Haefele_2011,crop_yield,rice,49.5,npk,medium,ubon_2005ws,single_cell,kg/ha,absolute_control,3100,2630,Table 6,0,"Table 6 (Grain yield t/ha, 14% moisture) Ubon 2005 WS: control C=2.63, treatment RH+F=3.10 [RH (untreated rice husk, 4.95 kg/m2 = 49.5 t/ha); GT Treatment=BNPK, BiocharAddition=49.50].",gt-pdf-decode
gt__StudyID166__r12,gt,166_Haefele_2011,crop_yield,rice,41.3,none,0,irri_2006ws,single_cell,kg/ha,absolute_control,2860,3020,Table 6,0,"Table 6 (Grain yield t/ha, 14% moisture) IRRI 2006 WS: control C=3.02, treatment CRH=2.86 [CRH (carbonized rice husk, 4.13 kg/m2 = 41.3 t/ha); GT Treatment=B, BiocharAddition=41.30].",gt-pdf-decode
gt__StudyID166__r13,gt,166_Haefele_2011,crop_yield,rice,49.5,none,0,irri_2006ws,single_cell,kg/ha,absolute_control,2500,3020,Table 6,0,"Table 6 (Grain yield t/ha, 14% moisture) IRRI 2006 WS: control C=3.02, treatment RH=2.50 [RH (untreated rice husk, 4.95 kg/m2 = 49.5 t/ha); GT Treatment=B, BiocharAddition=49.50].",gt-pdf-decode
gt__StudyID166__r14,gt,166_Haefele_2011,crop_yield,rice,41.3,npk,medium,irri_2006ws,single_cell,kg/ha,absolute_control,4320,3020,Table 6,0,"Table 6 (Grain yield t/ha, 14% moisture) IRRI 2006 WS: control C=3.02, treatment CRH+F=4.32 [CRH (carbonized rice husk, 4.13 kg/m2 = 41.3 t/ha); GT Treatment=BNPK, BiocharAddition=41.30].",gt-pdf-decode
gt__StudyID166__r15,gt,166_Haefele_2011,crop_yield,rice,49.5,npk,medium,irri_2006ws,single_cell,kg/ha,absolute_control,4040,3020,Table 6,0,"Table 6 (Grain yield t/ha, 14% moisture) IRRI 2006 WS: control C=3.02, treatment RH+F=4.04 [RH (untreated rice husk, 4.95 kg/m2 = 49.5 t/ha); GT Treatment=BNPK, BiocharAddition=49.50].",gt-pdf-decode
gt__StudyID166__r16,gt,166_Haefele_2011,crop_yield,rice,41.3,none,0,siniloan_2007ws,single_cell,kg/ha,absolute_control,3300,3010,Table 6,0,"Table 6 (Grain yield t/ha, 14% moisture) Siniloan 2007 WS: control C=3.01, treatment CRH=3.30 [CRH (carbonized rice husk, 4.13 kg/m2 = 41.3 t/ha); GT Treatment=B, BiocharAddition=41.30].",gt-pdf-decode
gt__StudyID166__r17,gt,166_Haefele_2011,crop_yield,rice,49.5,none,0,siniloan_2007ws,single_cell,kg/ha,absolute_control,3020,3010,Table 6,0,"Table 6 (Grain yield t/ha, 14% moisture) Siniloan 2007 WS: control C=3.01, treatment RH=3.02 [RH (untreated rice husk, 4.95 kg/m2 = 49.5 t/ha); GT Treatment=B, BiocharAddition=49.50].",gt-pdf-decode
gt__StudyID166__r18,gt,166_Haefele_2011,crop_yield,rice,41.3,npk,medium,siniloan_2007ws,single_cell,kg/ha,absolute_control,3290,3010,Table 6,0,"Table 6 (Grain yield t/ha, 14% moisture) Siniloan 2007 WS: control C=3.01, treatment CRH+F=3.29 [CRH (carbonized rice husk, 4.13 kg/m2 = 41.3 t/ha); GT Treatment=BNPK, BiocharAddition=41.30].",gt-pdf-decode
gt__StudyID166__r19,gt,166_Haefele_2011,crop_yield,rice,49.5,npk,medium,siniloan_2007ws,single_cell,kg/ha,absolute_control,3390,3010,Table 6,0,"Table 6 (Grain yield t/ha, 14% moisture) Siniloan 2007 WS: control C=3.01, treatment RH+F=3.39 [RH (untreated rice husk, 4.95 kg/m2 = 49.5 t/ha); GT Treatment=BNPK, BiocharAddition=49.50].",gt-pdf-decode
gt__StudyID166__r20,gt,166_Haefele_2011,crop_yield,rice,41.3,none,0,ubon_2007ws,single_cell,kg/ha,absolute_control,2760,2180,Table 6,0,"Table 6 (Grain yield t/ha, 14% moisture) Ubon 2007 WS: control C=2.18, treatment CRH=2.76 [CRH (carbonized rice husk, 4.13 kg/m2 = 41.3 t/ha); GT Treatment=B, BiocharAddition=41.30].",gt-pdf-decode
gt__StudyID166__r21,gt,166_Haefele_2011,crop_yield,rice,49.5,none,0,ubon_2007ws,single_cell,kg/ha,absolute_control,2270,2180,Table 6,0,"Table 6 (Grain yield t/ha, 14% moisture) Ubon 2007 WS: control C=2.18, treatment RH=2.27 [RH (untreated rice husk, 4.95 kg/m2 = 49.5 t/ha); GT Treatment=B, BiocharAddition=49.50].",gt-pdf-decode
gt__StudyID166__r22,gt,166_Haefele_2011,crop_yield,rice,41.3,npk,medium,ubon_2007ws,single_cell,kg/ha,absolute_control,3330,2180,Table 6,0,"Table 6 (Grain yield t/ha, 14% moisture) Ubon 2007 WS: control C=2.18, treatment CRH+F=3.33 [CRH (carbonized rice husk, 4.13 kg/m2 = 41.3 t/ha); GT Treatment=BNPK, BiocharAddition=41.30].",gt-pdf-decode
gt__StudyID166__r23,gt,166_Haefele_2011,crop_yield,rice,49.5,npk,medium,ubon_2007ws,single_cell,kg/ha,absolute_control,2880,2180,Table 6,0,"Table 6 (Grain yield t/ha, 14% moisture) Ubon 2007 WS: control C=2.18, treatment RH+F=2.88 [RH (untreated rice husk, 4.95 kg/m2 = 49.5 t/ha); GT Treatment=BNPK, BiocharAddition=49.50].",gt-pdf-decode
gt__StudyID166__r24,gt,166_Haefele_2011,crop_yield,rice,41.3,none,0,irri_2007ws,single_cell,kg/ha,absolute_control,3160,3200,Table 6,0,"Table 6 (Grain yield t/ha, 14% moisture) IRRI 2007 WS: control C=3.20, treatment CRH=3.16 [CRH (carbonized rice husk, 4.13 kg/m2 = 41.3 t/ha); GT Treatment=B, BiocharAddition=41.30].",gt-pdf-decode
gt__StudyID166__r25,gt,166_Haefele_2011,crop_yield,rice,49.5,none,0,irri_2007ws,single_cell,kg/ha,absolute_control,3090,3200,Table 6,0,"Table 6 (Grain yield t/ha, 14% moisture) IRRI 2007 WS: control C=3.20, treatment RH=3.09 [RH (untreated rice husk, 4.95 kg/m2 = 49.5 t/ha); GT Treatment=B, BiocharAddition=49.50].",gt-pdf-decode
gt__StudyID166__r26,gt,166_Haefele_2011,crop_yield,rice,41.3,npk,medium,irri_2007ws,single_cell,kg/ha,absolute_control,4070,3200,Table 6,0,"Table 6 (Grain yield t/ha, 14% moisture) IRRI 2007 WS: control C=3.20, treatment CRH+F=4.07 [CRH (carbonized rice husk, 4.13 kg/m2 = 41.3 t/ha); GT Treatment=BNPK, BiocharAddition=41.30].",gt-pdf-decode
gt__StudyID166__r27,gt,166_Haefele_2011,crop_yield,rice,49.5,npk,medium,irri_2007ws,single_cell,kg/ha,absolute_control,4290,3200,Table 6,0,"Table 6 (Grain yield t/ha, 14% moisture) IRRI 2007 WS: control C=3.20, treatment RH+F=4.29 [RH (untreated rice husk, 4.95 kg/m2 = 49.5 t/ha); GT Treatment=BNPK, BiocharAddition=49.50].",gt-pdf-decode
gt__StudyID166__r28,gt,166_Haefele_2011,crop_yield,rice,41.3,none,0,siniloan_2008ws,single_cell,kg/ha,absolute_control,3130,3090,Table 6,0,"Table 6 (Grain yield t/ha, 14% moisture) Siniloan 2008 WS: control C=3.09, treatment CRH=3.13 [CRH (carbonized rice husk, 4.13 kg/m2 = 41.3 t/ha); GT Treatment=B, BiocharAddition=41.30].",gt-pdf-decode
gt__StudyID166__r29,gt,166_Haefele_2011,crop_yield,rice,49.5,none,0,siniloan_2008ws,single_cell,kg/ha,absolute_control,3490,3090,Table 6,0,"Table 6 (Grain yield t/ha, 14% moisture) Siniloan 2008 WS: control C=3.09, treatment RH=3.49 [RH (untreated rice husk, 4.95 kg/m2 = 49.5 t/ha); GT Treatment=B, BiocharAddition=49.50].",gt-pdf-decode
gt__StudyID166__r30,gt,166_Haefele_2011,crop_yield,rice,41.3,npk,medium,siniloan_2008ws,single_cell,kg/ha,absolute_control,3540,3090,Table 6,0,"Table 6 (Grain yield t/ha, 14% moisture) Siniloan 2008 WS: control C=3.09, treatment CRH+F=3.54 [CRH (carbonized rice husk, 4.13 kg/m2 = 41.3 t/ha); GT Treatment=BNPK, BiocharAddition=41.30].",gt-pdf-decode
gt__StudyID166__r31,gt,166_Haefele_2011,crop_yield,rice,49.5,npk,medium,siniloan_2008ws,single_cell,kg/ha,absolute_control,3690,3090,Table 6,0,"Table 6 (Grain yield t/ha, 14% moisture) Siniloan 2008 WS: control C=3.09, treatment RH+F=3.69 [RH (untreated rice husk, 4.95 kg/m2 = 49.5 t/ha); GT Treatment=BNPK, BiocharAddition=49.50].",gt-pdf-decode
gt__StudyID166__r32,gt,166_Haefele_2011,crop_yield,rice,41.3,none,0,ubon_2008ws,single_cell,kg/ha,absolute_control,1750,1970,Table 6,0,"Table 6 (Grain yield t/ha, 14% moisture) Ubon 2008 WS: control C=1.97, treatment CRH=1.75 [CRH (carbonized rice husk, 4.13 kg/m2 = 41.3 t/ha); GT Treatment=B, BiocharAddition=41.30]. [NOTE: assigned to Ubon 2008WS by structural elimination of the 9 experiments (ExpID block 3 = third reported season per site); GT recorded means (C=1.97, CRH=1.75, RH=1.93, CRH+F=2.64, RH+F=2.63) do NOT match Table 6 Ubon 2008 WS cells (C=1.51, CRH=1.76, CRH+F=2.72, RH=1.67, RH+F=2.95), so the exact Table-6 cell is uncertain; coordinate set from provenance/structure, not value agreement]",gt-pdf-decode
gt__StudyID166__r33,gt,166_Haefele_2011,crop_yield,rice,49.5,none,0,ubon_2008ws,single_cell,kg/ha,absolute_control,1930,1970,Table 6,0,"Table 6 (Grain yield t/ha, 14% moisture) Ubon 2008 WS: control C=1.97, treatment RH=1.93 [RH (untreated rice husk, 4.95 kg/m2 = 49.5 t/ha); GT Treatment=B, BiocharAddition=49.50]. [NOTE: assigned to Ubon 2008WS by structural elimination of the 9 experiments (ExpID block 3 = third reported season per site); GT recorded means (C=1.97, CRH=1.75, RH=1.93, CRH+F=2.64, RH+F=2.63) do NOT match Table 6 Ubon 2008 WS cells (C=1.51, CRH=1.76, CRH+F=2.72, RH=1.67, RH+F=2.95), so the exact Table-6 cell is uncertain; coordinate set from provenance/structure, not value agreement]",gt-pdf-decode
gt__StudyID166__r34,gt,166_Haefele_2011,crop_yield,rice,41.3,npk,medium,ubon_2008ws,single_cell,kg/ha,absolute_control,2640,1970,Table 6,0,"Table 6 (Grain yield t/ha, 14% moisture) Ubon 2008 WS: control C=1.97, treatment CRH+F=2.64 [CRH (carbonized rice husk, 4.13 kg/m2 = 41.3 t/ha); GT Treatment=BNPK, BiocharAddition=41.30]. [NOTE: assigned to Ubon 2008WS by structural elimination of the 9 experiments (ExpID block 3 = third reported season per site); GT recorded means (C=1.97, CRH=1.75, RH=1.93, CRH+F=2.64, RH+F=2.63) do NOT match Table 6 Ubon 2008 WS cells (C=1.51, CRH=1.76, CRH+F=2.72, RH=1.67, RH+F=2.95), so the exact Table-6 cell is uncertain; coordinate set from provenance/structure, not value agreement]",gt-pdf-decode
gt__StudyID166__r35,gt,166_Haefele_2011,crop_yield,rice,49.5,npk,medium,ubon_2008ws,single_cell,kg/ha,absolute_control,2630,1970,Table 6,0,"Table 6 (Grain yield t/ha, 14% moisture) Ubon 2008 WS: control C=1.97, treatment RH+F=2.63 [RH (untreated rice husk, 4.95 kg/m2 = 49.5 t/ha); GT Treatment=BNPK, BiocharAddition=49.50]. [NOTE: assigned to Ubon 2008WS by structural elimination of the 9 experiments (ExpID block 3 = third reported season per site); GT recorded means (C=1.97, CRH=1.75, RH=1.93, CRH+F=2.64, RH+F=2.63) do NOT match Table 6 Ubon 2008 WS cells (C=1.51, CRH=1.76, CRH+F=2.72, RH=1.67, RH+F=2.95), so the exact Table-6 cell is uncertain; coordinate set from provenance/structure, not value agreement]",gt-pdf-decode
