row_id,side,paper_id,outcome_canonical,crop,treatment_level,co_amendment,co_amendment_level,timepoint,aggregation_level,unit_canonical,control_token,treatment_mean,control_mean,source_locator,is_figure,evidence,decoder
gt__StudyID63__r17,gt,063_Asai_2009,crop_yield,rice,4,nitrogen,50,exp1_unresolved,single_cell,t/ha,cofactor_matched_control,2.30,1.54,Table 3,0,"GT Exp63_5 BN biochar 4 T=2.30 CK=1.54 n=4 (Exp1); CK=1.54 is not a published Table 3 cell so exact source cell undeterminable (biochar-4, N-fertilized Exp1 datum) - coordinate left as exp1_unresolved per protocol",gt-pdf-decode
gt__StudyID63__r18,gt,063_Asai_2009,crop_yield,rice,8,nitrogen,50,hk4,single_cell,t/ha,cofactor_matched_control,1.30,0.88,Fig 1,1,"Fig 1 Exp3 HK4 (n=3, error bars=SE): 0+N=0.88, 8+N=1.30 (biochar 8 + N fertilizer; GT BN/8)",gt-pdf-decode
gt__StudyID63__r19,gt,063_Asai_2009,crop_yield,rice,8,nitrogen_phosphorus,50,hk4,single_cell,t/ha,cofactor_matched_control,1.51,0.86,Fig 1,1,"Fig 1 Exp3 HK4 (n=3): 0+NP=0.86, 8+NP=1.51 (biochar 8 + N+P fertilizer; GT BNP/8)",gt-pdf-decode
gt__StudyID63__r20,gt,063_Asai_2009,crop_yield,rice,8,phosphorus,50,hk4,single_cell,t/ha,cofactor_matched_control,1.07,0.72,Fig 1,1,"Fig 1 Exp3 HK4 (n=3): 0+P=0.72, 8+P=1.07 (biochar 8 + P fertilizer; GT BP/8)",gt-pdf-decode
gt__StudyID63__r21,gt,063_Asai_2009,crop_yield,rice,4,nitrogen,50,hk1_apo,single_cell,t/ha,cofactor_matched_control,3.20,2.80,Table 3,0,"Table 3 Exp1 HK1 Apo N: control 2.8, biochar 4 = 3.2 (GT BNP/4)",gt-pdf-decode
gt__StudyID63__r22,gt,063_Asai_2009,crop_yield,rice,8,nitrogen,50,hk1_apo,single_cell,t/ha,cofactor_matched_control,3.30,2.80,Table 3,0,"Table 3 Exp1 HK1 Apo N: control 2.8, biochar 8 = 3.3",gt-pdf-decode
gt__StudyID63__r23,gt,063_Asai_2009,crop_yield,rice,16,nitrogen,50,hk1_apo,single_cell,t/ha,cofactor_matched_control,2.70,2.80,Table 3,0,"Table 3 Exp1 HK1 Apo N: control 2.8, biochar 16 = 2.7",gt-pdf-decode
gt__StudyID63__r24,gt,063_Asai_2009,crop_yield,rice,4,nitrogen,50,lo1_apo,single_cell,t/ha,cofactor_matched_control,4.80,5.40,Table 3,0,"Table 3 Exp1 LO1 Apo N: control 5.4, biochar 4 = 4.8 (GT BNP/4)",gt-pdf-decode
gt__StudyID63__r25,gt,063_Asai_2009,crop_yield,rice,8,nitrogen,50,lo1_apo,single_cell,t/ha,cofactor_matched_control,5.60,5.40,Table 3,0,"Table 3 Exp1 LO1 Apo N: control 5.4, biochar 8 = 5.6",gt-pdf-decode
gt__StudyID63__r26,gt,063_Asai_2009,crop_yield,rice,16,nitrogen,50,lo1_apo,single_cell,t/ha,cofactor_matched_control,5.30,5.40,Table 3,0,"Table 3 Exp1 LO1 Apo N: control 5.4, biochar 16 = 5.3",gt-pdf-decode
