row_id,side,paper_id,outcome_canonical,crop,treatment_level,co_amendment,co_amendment_level,timepoint,aggregation_level,unit_canonical,control_token,treatment_mean,control_mean,source_locator,is_figure,evidence,decoder
016_Li_B_2016__ai__12,ai,016_Li_B_2016,crop_yield,pak_choi,40,nitrogen,0,season6,single_cell,t/ha,absolute_control,16.3,16.6,Table 5,0,"Table 5 cell N0C2 season 6: 16.3(cid:3)2.5c; control N0C0 season 6: 16.6(cid:3)1.5c. Footnote: 'Means ± SD ... three replicates'. Biochar rates 0/20/40 t/ha (C0/C1/C2); N rates N0=0, N1=1233, N2=1644 kg N/ha/yr.",claude-opus-4-8
016_Li_B_2016__ai__13,ai,016_Li_B_2016,crop_yield,amaranth,20,nitrogen,0,season7,single_cell,t/ha,absolute_control,24.8,17.2,Table 5,0,"Table 5 cell N0C1 season 7: 24.8(cid:3)3.1ab; control N0C0 season 7: 17.2(cid:3)3.6bc. Footnote: 'Means ± SD ... three replicates'. Biochar rates 0/20/40 t/ha (C0/C1/C2); N rates N0=0, N1=1233, N2=1644 kg N/ha/yr.",claude-opus-4-8
016_Li_B_2016__ai__14,ai,016_Li_B_2016,crop_yield,amaranth,40,nitrogen,0,season7,single_cell,t/ha,absolute_control,26.1,17.2,Table 5,0,"Table 5 cell N0C2 season 7: 26.1(cid:3)4.2ab; control N0C0 season 7: 17.2(cid:3)3.6bc. Footnote: 'Means ± SD ... three replicates'. Biochar rates 0/20/40 t/ha (C0/C1/C2); N rates N0=0, N1=1233, N2=1644 kg N/ha/yr.",claude-opus-4-8
016_Li_B_2016__ai__15,ai,016_Li_B_2016,crop_yield,pak_choi,20,nitrogen,0,season8,single_cell,t/ha,absolute_control,25.5,24.6,Table 5,0,"Table 5 cell N0C1 season 8: 25.5(cid:3)3.1a; control N0C0 season 8: 24.6(cid:3)0.6ab. Footnote: 'Means ± SD ... three replicates'. Biochar rates 0/20/40 t/ha (C0/C1/C2); N rates N0=0, N1=1233, N2=1644 kg N/ha/yr.",claude-opus-4-8
016_Li_B_2016__ai__16,ai,016_Li_B_2016,crop_yield,pak_choi,40,nitrogen,0,season8,single_cell,t/ha,absolute_control,23.4,24.6,Table 5,0,"Table 5 cell N0C2 season 8: 23.4(cid:3)1.9ab; control N0C0 season 8: 24.6(cid:3)0.6ab. Footnote: 'Means ± SD ... three replicates'. Biochar rates 0/20/40 t/ha (C0/C1/C2); N rates N0=0, N1=1233, N2=1644 kg N/ha/yr.",claude-opus-4-8
016_Li_B_2016__ai__17,ai,016_Li_B_2016,crop_yield,spinach,20,nitrogen,0,season9,single_cell,t/ha,absolute_control,17.9,15.5,Table 5,0,"Table 5 cell N0C1 season 9: 17.9(cid:3)0.5a; control N0C0 season 9: 15.5(cid:3)1.7b. Footnote: 'Means ± SD ... three replicates'. Biochar rates 0/20/40 t/ha (C0/C1/C2); N rates N0=0, N1=1233, N2=1644 kg N/ha/yr.",claude-opus-4-8
016_Li_B_2016__ai__18,ai,016_Li_B_2016,crop_yield,spinach,40,nitrogen,0,season9,single_cell,t/ha,absolute_control,17.9,15.5,Table 5,0,"Table 5 cell N0C2 season 9: 17.9(cid:3)0.4a; control N0C0 season 9: 15.5(cid:3)1.7b. Footnote: 'Means ± SD ... three replicates'. Biochar rates 0/20/40 t/ha (C0/C1/C2); N rates N0=0, N1=1233, N2=1644 kg N/ha/yr.",claude-opus-4-8
016_Li_B_2016__ai__19,ai,016_Li_B_2016,crop_yield,amaranth,20,nitrogen,1233,season1,single_cell,t/ha,cofactor_matched_control,19.3,11.1,Table 5,0,"Table 5 cell N1C1 season 1: 19.3(cid:3)1.4bcd; control N1C0 season 1: 11.1(cid:3)1.8f. Footnote: 'Means ± SD ... three replicates'. Biochar rates 0/20/40 t/ha (C0/C1/C2); N rates N0=0, N1=1233, N2=1644 kg N/ha/yr.",claude-opus-4-8
016_Li_B_2016__ai__20,ai,016_Li_B_2016,crop_yield,amaranth,40,nitrogen,1233,season1,single_cell,t/ha,cofactor_matched_control,14.6,11.1,Table 5,0,"Table 5 cell N1C2 season 1: 14.6(cid:3)5.7def; control N1C0 season 1: 11.1(cid:3)1.8f. Footnote: 'Means ± SD ... three replicates'. Biochar rates 0/20/40 t/ha (C0/C1/C2); N rates N0=0, N1=1233, N2=1644 kg N/ha/yr.",claude-opus-4-8
016_Li_B_2016__ai__21,ai,016_Li_B_2016,crop_yield,water_spinach,20,nitrogen,1233,season2,single_cell,t/ha,cofactor_matched_control,95.2,83.1,Table 5,0,"Table 5 cell N1C1 season 2: 95.2(cid:3)3.9cd; control N1C0 season 2: 83.1(cid:3)12.4de. Footnote: 'Means ± SD ... three replicates'. Biochar rates 0/20/40 t/ha (C0/C1/C2); N rates N0=0, N1=1233, N2=1644 kg N/ha/yr.",claude-opus-4-8
016_Li_B_2016__ai__22,ai,016_Li_B_2016,crop_yield,water_spinach,40,nitrogen,1233,season2,single_cell,t/ha,cofactor_matched_control,128.9,83.1,Table 5,0,"Table 5 cell N1C2 season 2: 128.9(cid:3)6.8a; control N1C0 season 2: 83.1(cid:3)12.4de. Footnote: 'Means ± SD ... three replicates'. Biochar rates 0/20/40 t/ha (C0/C1/C2); N rates N0=0, N1=1233, N2=1644 kg N/ha/yr.",claude-opus-4-8
016_Li_B_2016__ai__23,ai,016_Li_B_2016,crop_yield,pak_choi,20,nitrogen,1233,season3,single_cell,t/ha,cofactor_matched_control,39.0,10.2,Table 5,0,"Table 5 cell N1C1 season 3: 39.0(cid:3)8.1b; control N1C0 season 3: 10.2(cid:3)3.6d. Footnote: 'Means ± SD ... three replicates'. Biochar rates 0/20/40 t/ha (C0/C1/C2); N rates N0=0, N1=1233, N2=1644 kg N/ha/yr.",claude-opus-4-8
016_Li_B_2016__ai__24,ai,016_Li_B_2016,crop_yield,pak_choi,40,nitrogen,1233,season3,single_cell,t/ha,cofactor_matched_control,57.8,10.2,Table 5,0,"Table 5 cell N1C2 season 3: 57.8(cid:3)11.4a; control N1C0 season 3: 10.2(cid:3)3.6d. Footnote: 'Means ± SD ... three replicates'. Biochar rates 0/20/40 t/ha (C0/C1/C2); N rates N0=0, N1=1233, N2=1644 kg N/ha/yr.",claude-opus-4-8
016_Li_B_2016__ai__25,ai,016_Li_B_2016,crop_yield,coriander,20,nitrogen,1233,season4,single_cell,t/ha,cofactor_matched_control,25.8,18.6,Table 5,0,"Table 5 cell N1C1 season 4: 25.8(cid:3)5.2abc; control N1C0 season 4: 18.6(cid:3)1.0de. Footnote: 'Means ± SD ... three replicates'. Biochar rates 0/20/40 t/ha (C0/C1/C2); N rates N0=0, N1=1233, N2=1644 kg N/ha/yr.",claude-opus-4-8
016_Li_B_2016__ai__26,ai,016_Li_B_2016,crop_yield,coriander,40,nitrogen,1233,season4,single_cell,t/ha,cofactor_matched_control,12.6,18.6,Table 5,0,"Table 5 cell N1C2 season 4: 12.6(cid:3)2.6f; control N1C0 season 4: 18.6(cid:3)1.0de. Footnote: 'Means ± SD ... three replicates'. Biochar rates 0/20/40 t/ha (C0/C1/C2); N rates N0=0, N1=1233, N2=1644 kg N/ha/yr.",claude-opus-4-8
016_Li_B_2016__ai__27,ai,016_Li_B_2016,crop_yield,water_spinach,20,nitrogen,1233,season5,single_cell,t/ha,cofactor_matched_control,131.9,132.5,Table 5,0,"Table 5 cell N1C1 season 5: 131.9(cid:3)14.1b; control N1C0 season 5: 132.5(cid:3)6.0b. Footnote: 'Means ± SD ... three replicates'. Biochar rates 0/20/40 t/ha (C0/C1/C2); N rates N0=0, N1=1233, N2=1644 kg N/ha/yr.",claude-opus-4-8
016_Li_B_2016__ai__28,ai,016_Li_B_2016,crop_yield,water_spinach,40,nitrogen,1233,season5,single_cell,t/ha,cofactor_matched_control,172.2,132.5,Table 5,0,"Table 5 cell N1C2 season 5: 172.2(cid:3)4.9a; control N1C0 season 5: 132.5(cid:3)6.0b. Footnote: 'Means ± SD ... three replicates'. Biochar rates 0/20/40 t/ha (C0/C1/C2); N rates N0=0, N1=1233, N2=1644 kg N/ha/yr.",claude-opus-4-8
016_Li_B_2016__ai__29,ai,016_Li_B_2016,crop_yield,pak_choi,20,nitrogen,1233,season6,single_cell,t/ha,cofactor_matched_control,49.9,44.9,Table 5,0,"Table 5 cell N1C1 season 6: 49.9(cid:3)6.1a; control N1C0 season 6: 44.9(cid:3)2.5ab. Footnote: 'Means ± SD ... three replicates'. Biochar rates 0/20/40 t/ha (C0/C1/C2); N rates N0=0, N1=1233, N2=1644 kg N/ha/yr.",claude-opus-4-8
016_Li_B_2016__ai__30,ai,016_Li_B_2016,crop_yield,pak_choi,40,nitrogen,1233,season6,single_cell,t/ha,cofactor_matched_control,43.1,44.9,Table 5,0,"Table 5 cell N1C2 season 6: 43.1(cid:3)17.3ab; control N1C0 season 6: 44.9(cid:3)2.5ab. Footnote: 'Means ± SD ... three replicates'. Biochar rates 0/20/40 t/ha (C0/C1/C2); N rates N0=0, N1=1233, N2=1644 kg N/ha/yr.",claude-opus-4-8
016_Li_B_2016__ai__31,ai,016_Li_B_2016,crop_yield,amaranth,20,nitrogen,1233,season7,single_cell,t/ha,cofactor_matched_control,16.1,11.5,Table 5,0,"Table 5 cell N1C1 season 7: 16.1(cid:3)4.4bc; control N1C0 season 7: 11.5(cid:3)4.4c. Footnote: 'Means ± SD ... three replicates'. Biochar rates 0/20/40 t/ha (C0/C1/C2); N rates N0=0, N1=1233, N2=1644 kg N/ha/yr.",claude-opus-4-8
016_Li_B_2016__ai__32,ai,016_Li_B_2016,crop_yield,amaranth,40,nitrogen,1233,season7,single_cell,t/ha,cofactor_matched_control,17.0,11.5,Table 5,0,"Table 5 cell N1C2 season 7: 17.0(cid:3)9.3bc; control N1C0 season 7: 11.5(cid:3)4.4c. Footnote: 'Means ± SD ... three replicates'. Biochar rates 0/20/40 t/ha (C0/C1/C2); N rates N0=0, N1=1233, N2=1644 kg N/ha/yr.",claude-opus-4-8
016_Li_B_2016__ai__33,ai,016_Li_B_2016,crop_yield,pak_choi,20,nitrogen,1233,season8,single_cell,t/ha,cofactor_matched_control,21.0,14.7,Table 5,0,"Table 5 cell N1C1 season 8: 21.0(cid:3)0.4bc; control N1C0 season 8: 14.7(cid:3)3.3e. Footnote: 'Means ± SD ... three replicates'. Biochar rates 0/20/40 t/ha (C0/C1/C2); N rates N0=0, N1=1233, N2=1644 kg N/ha/yr.",claude-opus-4-8
016_Li_B_2016__ai__34,ai,016_Li_B_2016,crop_yield,pak_choi,40,nitrogen,1233,season8,single_cell,t/ha,cofactor_matched_control,15.8,14.7,Table 5,0,"Table 5 cell N1C2 season 8: 15.8(cid:3)0.8de; control N1C0 season 8: 14.7(cid:3)3.3e. Footnote: 'Means ± SD ... three replicates'. Biochar rates 0/20/40 t/ha (C0/C1/C2); N rates N0=0, N1=1233, N2=1644 kg N/ha/yr.",claude-opus-4-8
016_Li_B_2016__ai__35,ai,016_Li_B_2016,crop_yield,spinach,20,nitrogen,1233,season9,single_cell,t/ha,cofactor_matched_control,4.5,4.1,Table 5,0,"Table 5 cell N1C1 season 9: 4.5(cid:3)1.0d; control N1C0 season 9: 4.1(cid:3)1.3d. Footnote: 'Means ± SD ... three replicates'. Biochar rates 0/20/40 t/ha (C0/C1/C2); N rates N0=0, N1=1233, N2=1644 kg N/ha/yr.",claude-opus-4-8
016_Li_B_2016__ai__36,ai,016_Li_B_2016,crop_yield,spinach,40,nitrogen,1233,season9,single_cell,t/ha,cofactor_matched_control,13.5,4.1,Table 5,0,"Table 5 cell N1C2 season 9: 13.5(cid:3)1.2c; control N1C0 season 9: 4.1(cid:3)1.3d. Footnote: 'Means ± SD ... three replicates'. Biochar rates 0/20/40 t/ha (C0/C1/C2); N rates N0=0, N1=1233, N2=1644 kg N/ha/yr.",claude-opus-4-8
016_Li_B_2016__ai__37,ai,016_Li_B_2016,crop_yield,amaranth,20,nitrogen,1644,season1,single_cell,t/ha,cofactor_matched_control,23.0,12.1,Table 5,0,"Table 5 cell N2C1 season 1: 23.0(cid:3)1.4b; control N2C0 season 1: 12.1(cid:3)4.8ef. Footnote: 'Means ± SD ... three replicates'. Biochar rates 0/20/40 t/ha (C0/C1/C2); N rates N0=0, N1=1233, N2=1644 kg N/ha/yr.",claude-opus-4-8
016_Li_B_2016__ai__38,ai,016_Li_B_2016,crop_yield,amaranth,40,nitrogen,1644,season1,single_cell,t/ha,cofactor_matched_control,29.6,12.1,Table 5,0,"Table 5 cell N2C2 season 1: 29.6(cid:3)0.7a; control N2C0 season 1: 12.1(cid:3)4.8ef. Footnote: 'Means ± SD ... three replicates'. Biochar rates 0/20/40 t/ha (C0/C1/C2); N rates N0=0, N1=1233, N2=1644 kg N/ha/yr.",claude-opus-4-8
016_Li_B_2016__ai__39,ai,016_Li_B_2016,crop_yield,water_spinach,20,nitrogen,1644,season2,single_cell,t/ha,cofactor_matched_control,90.4,101.3,Table 5,0,"Table 5 cell N2C1 season 2: 90.4(cid:3)10.2cd; control N2C0 season 2: 101.3(cid:3)2.0bc. Footnote: 'Means ± SD ... three replicates'. Biochar rates 0/20/40 t/ha (C0/C1/C2); N rates N0=0, N1=1233, N2=1644 kg N/ha/yr.",claude-opus-4-8
016_Li_B_2016__ai__40,ai,016_Li_B_2016,crop_yield,water_spinach,40,nitrogen,1644,season2,single_cell,t/ha,cofactor_matched_control,108.4,101.3,Table 5,0,"Table 5 cell N2C2 season 2: 108.4(cid:3)2.2b; control N2C0 season 2: 101.3(cid:3)2.0bc. Footnote: 'Means ± SD ... three replicates'. Biochar rates 0/20/40 t/ha (C0/C1/C2); N rates N0=0, N1=1233, N2=1644 kg N/ha/yr.",claude-opus-4-8
016_Li_B_2016__ai__41,ai,016_Li_B_2016,crop_yield,pak_choi,20,nitrogen,1644,season3,single_cell,t/ha,cofactor_matched_control,27.7,16.5,Table 5,0,"Table 5 cell N2C1 season 3: 27.7(cid:3)4.2bc; control N2C0 season 3: 16.5(cid:3)12.9cd. Footnote: 'Means ± SD ... three replicates'. Biochar rates 0/20/40 t/ha (C0/C1/C2); N rates N0=0, N1=1233, N2=1644 kg N/ha/yr.",claude-opus-4-8
016_Li_B_2016__ai__42,ai,016_Li_B_2016,crop_yield,pak_choi,40,nitrogen,1644,season3,single_cell,t/ha,cofactor_matched_control,38.2,16.5,Table 5,0,"Table 5 cell N2C2 season 3: 38.2(cid:3)7.1b; control N2C0 season 3: 16.5(cid:3)12.9cd. Footnote: 'Means ± SD ... three replicates'. Biochar rates 0/20/40 t/ha (C0/C1/C2); N rates N0=0, N1=1233, N2=1644 kg N/ha/yr.",claude-opus-4-8
016_Li_B_2016__ai__43,ai,016_Li_B_2016,crop_yield,coriander,20,nitrogen,1644,season4,single_cell,t/ha,cofactor_matched_control,21.3,23.4,Table 5,0,"Table 5 cell N2C1 season 4: 21.3(cid:3)4.1cde; control N2C0 season 4: 23.4(cid:3)1.9bcd. Footnote: 'Means ± SD ... three replicates'. Biochar rates 0/20/40 t/ha (C0/C1/C2); N rates N0=0, N1=1233, N2=1644 kg N/ha/yr.",claude-opus-4-8
016_Li_B_2016__ai__44,ai,016_Li_B_2016,crop_yield,coriander,40,nitrogen,1644,season4,single_cell,t/ha,cofactor_matched_control,30.1,23.4,Table 5,0,"Table 5 cell N2C2 season 4: 30.1(cid:3)3.1a; control N2C0 season 4: 23.4(cid:3)1.9bcd. Footnote: 'Means ± SD ... three replicates'. Biochar rates 0/20/40 t/ha (C0/C1/C2); N rates N0=0, N1=1233, N2=1644 kg N/ha/yr.",claude-opus-4-8
016_Li_B_2016__ai__45,ai,016_Li_B_2016,crop_yield,water_spinach,20,nitrogen,1644,season5,single_cell,t/ha,cofactor_matched_control,142.0,129.6,Table 5,0,"Table 5 cell N2C1 season 5: 142.0(cid:3)16.1b; control N2C0 season 5: 129.6(cid:3)9.6bc. Footnote: 'Means ± SD ... three replicates'. Biochar rates 0/20/40 t/ha (C0/C1/C2); N rates N0=0, N1=1233, N2=1644 kg N/ha/yr.",claude-opus-4-8
016_Li_B_2016__ai__46,ai,016_Li_B_2016,crop_yield,water_spinach,40,nitrogen,1644,season5,single_cell,t/ha,cofactor_matched_control,143.9,129.6,Table 5,0,"Table 5 cell N2C2 season 5: 143.9(cid:3)12.4b; control N2C0 season 5: 129.6(cid:3)9.6bc. Footnote: 'Means ± SD ... three replicates'. Biochar rates 0/20/40 t/ha (C0/C1/C2); N rates N0=0, N1=1233, N2=1644 kg N/ha/yr.",claude-opus-4-8
016_Li_B_2016__ai__47,ai,016_Li_B_2016,crop_yield,pak_choi,20,nitrogen,1644,season6,single_cell,t/ha,cofactor_matched_control,36.5,33.1,Table 5,0,"Table 5 cell N2C1 season 6: 36.5(cid:3)1.4b; control N2C0 season 6: 33.1(cid:3)1.0b. Footnote: 'Means ± SD ... three replicates'. Biochar rates 0/20/40 t/ha (C0/C1/C2); N rates N0=0, N1=1233, N2=1644 kg N/ha/yr.",claude-opus-4-8
016_Li_B_2016__ai__48,ai,016_Li_B_2016,crop_yield,pak_choi,40,nitrogen,1644,season6,single_cell,t/ha,cofactor_matched_control,37.4,33.1,Table 5,0,"Table 5 cell N2C2 season 6: 37.4(cid:3)4.4b; control N2C0 season 6: 33.1(cid:3)1.0b. Footnote: 'Means ± SD ... three replicates'. Biochar rates 0/20/40 t/ha (C0/C1/C2); N rates N0=0, N1=1233, N2=1644 kg N/ha/yr.",claude-opus-4-8
016_Li_B_2016__ai__49,ai,016_Li_B_2016,crop_yield,amaranth,20,nitrogen,1644,season7,single_cell,t/ha,cofactor_matched_control,24.3,24.6,Table 5,0,"Table 5 cell N2C1 season 7: 24.3(cid:3)4.8ab; control N2C0 season 7: 24.6(cid:3)5.8ab. Footnote: 'Means ± SD ... three replicates'. Biochar rates 0/20/40 t/ha (C0/C1/C2); N rates N0=0, N1=1233, N2=1644 kg N/ha/yr.",claude-opus-4-8
016_Li_B_2016__ai__50,ai,016_Li_B_2016,crop_yield,amaranth,40,nitrogen,1644,season7,single_cell,t/ha,cofactor_matched_control,31.9,24.6,Table 5,0,"Table 5 cell N2C2 season 7: 31.9(cid:3)10.1a; control N2C0 season 7: 24.6(cid:3)5.8ab. Footnote: 'Means ± SD ... three replicates'. Biochar rates 0/20/40 t/ha (C0/C1/C2); N rates N0=0, N1=1233, N2=1644 kg N/ha/yr.",claude-opus-4-8
016_Li_B_2016__ai__51,ai,016_Li_B_2016,crop_yield,pak_choi,20,nitrogen,1644,season8,single_cell,t/ha,cofactor_matched_control,19.1,10.4,Table 5,0,"Table 5 cell N2C1 season 8: 19.1(cid:3)3.0cd; control N2C0 season 8: 10.4(cid:3)2.7f. Footnote: 'Means ± SD ... three replicates'. Biochar rates 0/20/40 t/ha (C0/C1/C2); N rates N0=0, N1=1233, N2=1644 kg N/ha/yr.",claude-opus-4-8
016_Li_B_2016__ai__52,ai,016_Li_B_2016,crop_yield,pak_choi,40,nitrogen,1644,season8,single_cell,t/ha,cofactor_matched_control,12.5,10.4,Table 5,0,"Table 5 cell N2C2 season 8: 12.5(cid:3)3.0ef; control N2C0 season 8: 10.4(cid:3)2.7f. Footnote: 'Means ± SD ... three replicates'. Biochar rates 0/20/40 t/ha (C0/C1/C2); N rates N0=0, N1=1233, N2=1644 kg N/ha/yr.",claude-opus-4-8
016_Li_B_2016__ai__53,ai,016_Li_B_2016,crop_yield,spinach,20,nitrogen,1644,season9,single_cell,t/ha,cofactor_matched_control,15.0,4.6,Table 5,0,"Table 5 cell N2C1 season 9: 15.0(cid:3)0.8bc; control N2C0 season 9: 4.6(cid:3)0.6d. Footnote: 'Means ± SD ... three replicates'. Biochar rates 0/20/40 t/ha (C0/C1/C2); N rates N0=0, N1=1233, N2=1644 kg N/ha/yr.",claude-opus-4-8
016_Li_B_2016__ai__54,ai,016_Li_B_2016,crop_yield,spinach,40,nitrogen,1644,season9,single_cell,t/ha,cofactor_matched_control,4.7,4.6,Table 5,0,"Table 5 cell N2C2 season 9: 4.7(cid:3)1.6d; control N2C0 season 9: 4.6(cid:3)0.6d. Footnote: 'Means ± SD ... three replicates'. Biochar rates 0/20/40 t/ha (C0/C1/C2); N rates N0=0, N1=1233, N2=1644 kg N/ha/yr.",claude-opus-4-8
