row_id,side,paper_id,outcome_canonical,crop,treatment_level,co_amendment,co_amendment_level,timepoint,aggregation_level,unit_canonical,control_token,treatment_mean,control_mean,source_locator,is_figure,evidence,decoder
zou_2012__ai__0,ai,zou_2012,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,32.4,27.7,Table 5,0,"T:Soil Zn (50 kg ZnSO4.7H2O/ha) || C:Nil Zn || el:Zn || tissue:grain || unit:mg/kg || n:4 || obs: || variant:strict || app_type_src:strict:treatment_description(gen_ai_keys.py port) || unit_conversion:mg/kg->mg/kg x1 || mods:{""cultivar"": ""Kenong9204"", ""location"": ""Quzhou, China"", ""plant_part"": ""grain"", ""year"": ""2009"", ""zn_method"": ""soil"", ""zn_rate"": ""50 kg ZnSO4.7H2O/ha"", ""zn_source"": ""ZnSO4""} || decoded_timepoint(blanked):y2009 || decoded_aggregation(canonicalised):single_cell",rebuild_2026-08-19/hui
zou_2012__ai__11,ai,zou_2012,grain_zn,wheat,Soil+Foliar,none,0,,single_cell,mg/kg,absolute_control,34.0,19.5,Table 5,0,"T:Soil + Foliar Zn || C:Nil Zn || el:Zn || tissue:grain || unit:mg/kg || n:4 || obs: || variant:strict || app_type_src:strict:treatment_description(gen_ai_keys.py port) || unit_conversion:mg/kg->mg/kg x1 || mods:{""cultivar"": ""Jinmai47"", ""location"": ""Yongshou, China"", ""plant_part"": ""grain"", ""year"": ""2010"", ""zn_method"": ""soil+foliar"", ""zn_rate"": ""50 kg ZnSO4/ha + 0.5% foliar x2"", ""zn_source"": ""ZnSO4""} || decoded_timepoint(blanked):y2010 || decoded_aggregation(canonicalised):single_cell",rebuild_2026-08-19/hui
zou_2012__ai__12,ai,zou_2012,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,32.0,29.0,Table 5,0,"T:Soil Zn || C:Nil Zn || el:Zn || tissue:grain || unit:mg/kg || n:4 || obs: || variant:strict || app_type_src:strict:treatment_description(gen_ai_keys.py port) || unit_conversion:mg/kg->mg/kg x1 || mods:{""cultivar"": ""HUW 234"", ""location"": ""Varanasi, India"", ""plant_part"": ""grain"", ""year"": ""2008"", ""zn_method"": ""soil"", ""zn_rate"": ""50 kg ZnSO4.7H2O/ha"", ""zn_source"": ""ZnSO4""} || decoded_timepoint(blanked):y2008 || decoded_aggregation(canonicalised):single_cell",rebuild_2026-08-19/hui
zou_2012__ai__13,ai,zou_2012,grain_zn,wheat,Foliar,none,0,,single_cell,mg/kg,absolute_control,44.0,29.0,Table 5,0,"T:Foliar Zn || C:Nil Zn || el:Zn || tissue:grain || unit:mg/kg || n:4 || obs: || variant:strict || app_type_src:strict:treatment_description(gen_ai_keys.py port) || unit_conversion:mg/kg->mg/kg x1 || mods:{""cultivar"": ""HUW 234"", ""location"": ""Varanasi, India"", ""plant_part"": ""grain"", ""year"": ""2008"", ""zn_method"": ""foliar"", ""zn_rate"": ""0.5% ZnSO4.7H2O x2"", ""zn_source"": ""ZnSO4""} || decoded_timepoint(blanked):y2008 || decoded_aggregation(canonicalised):single_cell",rebuild_2026-08-19/hui
zou_2012__ai__14,ai,zou_2012,grain_zn,wheat,Soil+Foliar,none,0,,single_cell,mg/kg,absolute_control,47.0,29.0,Table 5,0,"T:Soil + Foliar Zn || C:Nil Zn || el:Zn || tissue:grain || unit:mg/kg || n:4 || obs: || variant:strict || app_type_src:strict:treatment_description(gen_ai_keys.py port) || unit_conversion:mg/kg->mg/kg x1 || mods:{""cultivar"": ""HUW 234"", ""location"": ""Varanasi, India"", ""plant_part"": ""grain"", ""year"": ""2008"", ""zn_method"": ""soil+foliar"", ""zn_rate"": ""50 kg ZnSO4/ha + 0.5% foliar x2"", ""zn_source"": ""ZnSO4""} || decoded_timepoint(blanked):y2008 || decoded_aggregation(canonicalised):single_cell",rebuild_2026-08-19/hui
zou_2012__ai__15,ai,zou_2012,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,52.0,49.0,Table 5,0,"T:Soil Zn || C:Nil Zn || el:Zn || tissue:grain || unit:mg/kg || n:4 || obs: || variant:strict || app_type_src:strict:treatment_description(gen_ai_keys.py port) || unit_conversion:mg/kg->mg/kg x1 || mods:{""cultivar"": ""DBW 17"", ""location"": ""Kapurthala, India"", ""plant_part"": ""grain"", ""year"": ""2010"", ""zn_method"": ""soil"", ""zn_rate"": ""50 kg ZnSO4.7H2O/ha"", ""zn_source"": ""ZnSO4""} || decoded_timepoint(blanked):y2010 || decoded_aggregation(canonicalised):single_cell",rebuild_2026-08-19/hui
zou_2012__ai__16,ai,zou_2012,grain_zn,wheat,Foliar,none,0,,single_cell,mg/kg,absolute_control,64.8,49.0,Table 5,0,"T:Foliar Zn || C:Nil Zn || el:Zn || tissue:grain || unit:mg/kg || n:4 || obs: || variant:strict || app_type_src:strict:treatment_description(gen_ai_keys.py port) || unit_conversion:mg/kg->mg/kg x1 || mods:{""cultivar"": ""DBW 17"", ""location"": ""Kapurthala, India"", ""plant_part"": ""grain"", ""year"": ""2010"", ""zn_method"": ""foliar"", ""zn_rate"": ""0.5% ZnSO4.7H2O x2"", ""zn_source"": ""ZnSO4""} || decoded_timepoint(blanked):y2010 || decoded_aggregation(canonicalised):single_cell",rebuild_2026-08-19/hui
zou_2012__ai__17,ai,zou_2012,grain_zn,wheat,Soil+Foliar,none,0,,single_cell,mg/kg,absolute_control,65.3,49.0,Table 5,0,"T:Soil + Foliar Zn || C:Nil Zn || el:Zn || tissue:grain || unit:mg/kg || n:4 || obs: || variant:strict || app_type_src:strict:treatment_description(gen_ai_keys.py port) || unit_conversion:mg/kg->mg/kg x1 || mods:{""cultivar"": ""DBW 17"", ""location"": ""Kapurthala, India"", ""plant_part"": ""grain"", ""year"": ""2010"", ""zn_method"": ""soil+foliar"", ""zn_rate"": ""50 kg ZnSO4/ha + 0.5% foliar x2"", ""zn_source"": ""ZnSO4""} || decoded_timepoint(blanked):y2010 || decoded_aggregation(canonicalised):single_cell",rebuild_2026-08-19/hui
zou_2012__ai__18,ai,zou_2012,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,30.2,31.4,Table 5,0,"T:Soil Zn || C:Nil Zn || el:Zn || tissue:grain || unit:mg/kg || n:4 || obs: || variant:strict || app_type_src:strict:treatment_description(gen_ai_keys.py port) || unit_conversion:mg/kg->mg/kg x1 || mods:{""cultivar"": ""DBW 17"", ""location"": ""Kapurthala, India"", ""plant_part"": ""grain"", ""year"": ""2011"", ""zn_method"": ""soil"", ""zn_rate"": ""50 kg ZnSO4.7H2O/ha"", ""zn_source"": ""ZnSO4""} || decoded_timepoint(blanked):y2011 || decoded_aggregation(canonicalised):single_cell",rebuild_2026-08-19/hui
zou_2012__ai__19,ai,zou_2012,grain_zn,wheat,Foliar,none,0,,single_cell,mg/kg,absolute_control,51.1,31.4,Table 5,0,"T:Foliar Zn || C:Nil Zn || el:Zn || tissue:grain || unit:mg/kg || n:4 || obs: || variant:strict || app_type_src:strict:treatment_description(gen_ai_keys.py port) || unit_conversion:mg/kg->mg/kg x1 || mods:{""cultivar"": ""DBW 17"", ""location"": ""Kapurthala, India"", ""plant_part"": ""grain"", ""year"": ""2011"", ""zn_method"": ""foliar"", ""zn_rate"": ""0.5% ZnSO4.7H2O x2"", ""zn_source"": ""ZnSO4""} || decoded_timepoint(blanked):y2011 || decoded_aggregation(canonicalised):single_cell",rebuild_2026-08-19/hui
zou_2012__ai__20,ai,zou_2012,grain_zn,wheat,Soil+Foliar,none,0,,single_cell,mg/kg,absolute_control,49.1,31.4,Table 5,0,"T:Soil + Foliar Zn || C:Nil Zn || el:Zn || tissue:grain || unit:mg/kg || n:4 || obs: || variant:strict || app_type_src:strict:treatment_description(gen_ai_keys.py port) || unit_conversion:mg/kg->mg/kg x1 || mods:{""cultivar"": ""DBW 17"", ""location"": ""Kapurthala, India"", ""plant_part"": ""grain"", ""year"": ""2011"", ""zn_method"": ""soil+foliar"", ""zn_rate"": ""50 kg ZnSO4/ha + 0.5% foliar x2"", ""zn_source"": ""ZnSO4""} || decoded_timepoint(blanked):y2011 || decoded_aggregation(canonicalised):single_cell",rebuild_2026-08-19/hui
zou_2012__ai__21,ai,zou_2012,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,30.3,25.5,Table 5,0,"T:Soil Zn || C:Nil Zn || el:Zn || tissue:grain || unit:mg/kg || n:4 || obs: || variant:strict || app_type_src:strict:treatment_description(gen_ai_keys.py port) || unit_conversion:mg/kg->mg/kg x1 || mods:{""cultivar"": ""DBW 17"", ""location"": ""Ludhiana, India"", ""plant_part"": ""grain"", ""year"": ""2010"", ""zn_method"": ""soil"", ""zn_rate"": ""50 kg ZnSO4.7H2O/ha"", ""zn_source"": ""ZnSO4""} || decoded_timepoint(blanked):y2010 || decoded_aggregation(canonicalised):single_cell",rebuild_2026-08-19/hui
zou_2012__ai__22,ai,zou_2012,grain_zn,wheat,Foliar,none,0,,single_cell,mg/kg,absolute_control,61.0,25.5,Table 5,0,"T:Foliar Zn || C:Nil Zn || el:Zn || tissue:grain || unit:mg/kg || n:4 || obs: || variant:strict || app_type_src:strict:treatment_description(gen_ai_keys.py port) || unit_conversion:mg/kg->mg/kg x1 || mods:{""cultivar"": ""DBW 17"", ""location"": ""Ludhiana, India"", ""plant_part"": ""grain"", ""year"": ""2010"", ""zn_method"": ""foliar"", ""zn_rate"": ""0.5% ZnSO4.7H2O x2"", ""zn_source"": ""ZnSO4""} || decoded_timepoint(blanked):y2010 || decoded_aggregation(canonicalised):single_cell",rebuild_2026-08-19/hui
zou_2012__ai__23,ai,zou_2012,grain_zn,wheat,Soil+Foliar,none,0,,single_cell,mg/kg,absolute_control,60.8,25.5,Table 5,0,"T:Soil + Foliar Zn || C:Nil Zn || el:Zn || tissue:grain || unit:mg/kg || n:4 || obs: || variant:strict || app_type_src:strict:treatment_description(gen_ai_keys.py port) || unit_conversion:mg/kg->mg/kg x1 || mods:{""cultivar"": ""DBW 17"", ""location"": ""Ludhiana, India"", ""plant_part"": ""grain"", ""year"": ""2010"", ""zn_method"": ""soil+foliar"", ""zn_rate"": ""50 kg ZnSO4/ha + 0.5% foliar x2"", ""zn_source"": ""ZnSO4""} || decoded_timepoint(blanked):y2010 || decoded_aggregation(canonicalised):single_cell",rebuild_2026-08-19/hui
zou_2012__ai__24,ai,zou_2012,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,36.7,27.3,Table 5,0,"T:Soil Zn || C:Nil Zn || el:Zn || tissue:grain || unit:mg/kg || n:4 || obs: || variant:strict || app_type_src:strict:treatment_description(gen_ai_keys.py port) || unit_conversion:mg/kg->mg/kg x1 || mods:{""cultivar"": ""DBW 17"", ""location"": ""Ludhiana, India"", ""plant_part"": ""grain"", ""year"": ""2011"", ""zn_method"": ""soil"", ""zn_rate"": ""50 kg ZnSO4.7H2O/ha"", ""zn_source"": ""ZnSO4""} || decoded_timepoint(blanked):y2011 || decoded_aggregation(canonicalised):single_cell",rebuild_2026-08-19/hui
zou_2012__ai__25,ai,zou_2012,grain_zn,wheat,Foliar,none,0,,single_cell,mg/kg,absolute_control,58.3,27.3,Table 5,0,"T:Foliar Zn || C:Nil Zn || el:Zn || tissue:grain || unit:mg/kg || n:4 || obs: || variant:strict || app_type_src:strict:treatment_description(gen_ai_keys.py port) || unit_conversion:mg/kg->mg/kg x1 || mods:{""cultivar"": ""DBW 17"", ""location"": ""Ludhiana, India"", ""plant_part"": ""grain"", ""year"": ""2011"", ""zn_method"": ""foliar"", ""zn_rate"": ""0.5% ZnSO4.7H2O x2"", ""zn_source"": ""ZnSO4""} || decoded_timepoint(blanked):y2011 || decoded_aggregation(canonicalised):single_cell",rebuild_2026-08-19/hui
zou_2012__ai__26,ai,zou_2012,grain_zn,wheat,Soil+Foliar,none,0,,single_cell,mg/kg,absolute_control,57.0,27.3,Table 5,0,"T:Soil + Foliar Zn || C:Nil Zn || el:Zn || tissue:grain || unit:mg/kg || n:4 || obs: || variant:strict || app_type_src:strict:treatment_description(gen_ai_keys.py port) || unit_conversion:mg/kg->mg/kg x1 || mods:{""cultivar"": ""DBW 17"", ""location"": ""Ludhiana, India"", ""plant_part"": ""grain"", ""year"": ""2011"", ""zn_method"": ""soil+foliar"", ""zn_rate"": ""50 kg ZnSO4/ha + 0.5% foliar x2"", ""zn_source"": ""ZnSO4""} || decoded_timepoint(blanked):y2011 || decoded_aggregation(canonicalised):single_cell",rebuild_2026-08-19/hui
zou_2012__ai__27,ai,zou_2012,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,33.0,23.0,Table 5,0,"T:Soil Zn || C:Nil Zn || el:Zn || tissue:grain || unit:mg/kg || n:4 || obs: || variant:strict || app_type_src:strict:treatment_description(gen_ai_keys.py port) || unit_conversion:mg/kg->mg/kg x1 || mods:{""cultivar"": ""Akmola-2"", ""location"": ""Shortandy, Kazakhstan"", ""plant_part"": ""grain"", ""year"": ""2009"", ""zn_method"": ""soil"", ""zn_rate"": ""50 kg ZnSO4.7H2O/ha"", ""zn_source"": ""ZnSO4""} || decoded_timepoint(blanked):y2009 || decoded_aggregation(canonicalised):single_cell",rebuild_2026-08-19/hui
zou_2012__ai__28,ai,zou_2012,grain_zn,wheat,Foliar,none,0,,single_cell,mg/kg,absolute_control,63.0,23.0,Table 5,0,"T:Foliar Zn || C:Nil Zn || el:Zn || tissue:grain || unit:mg/kg || n:4 || obs: || variant:strict || app_type_src:strict:treatment_description(gen_ai_keys.py port) || unit_conversion:mg/kg->mg/kg x1 || mods:{""cultivar"": ""Akmola-2"", ""location"": ""Shortandy, Kazakhstan"", ""plant_part"": ""grain"", ""year"": ""2009"", ""zn_method"": ""foliar"", ""zn_rate"": ""0.5% ZnSO4.7H2O x2"", ""zn_source"": ""ZnSO4""} || decoded_timepoint(blanked):y2009 || decoded_aggregation(canonicalised):single_cell",rebuild_2026-08-19/hui
zou_2012__ai__29,ai,zou_2012,grain_zn,wheat,Soil+Foliar,none,0,,single_cell,mg/kg,absolute_control,62.0,23.0,Table 5,0,"T:Soil + Foliar Zn || C:Nil Zn || el:Zn || tissue:grain || unit:mg/kg || n:4 || obs: || variant:strict || app_type_src:strict:treatment_description(gen_ai_keys.py port) || unit_conversion:mg/kg->mg/kg x1 || mods:{""cultivar"": ""Akmola-2"", ""location"": ""Shortandy, Kazakhstan"", ""plant_part"": ""grain"", ""year"": ""2009"", ""zn_method"": ""soil+foliar"", ""zn_rate"": ""50 kg ZnSO4/ha + 0.5% foliar x2"", ""zn_source"": ""ZnSO4""} || decoded_timepoint(blanked):y2009 || decoded_aggregation(canonicalised):single_cell",rebuild_2026-08-19/hui
zou_2012__ai__30,ai,zou_2012,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,26.0,20.0,Table 5,0,"T:Soil Zn || C:Nil Zn || el:Zn || tissue:grain || unit:mg/kg || n:4 || obs: || variant:strict || app_type_src:strict:treatment_description(gen_ai_keys.py port) || unit_conversion:mg/kg->mg/kg x1 || mods:{""cultivar"": ""Akmola-2"", ""location"": ""Shortandy, Kazakhstan"", ""plant_part"": ""grain"", ""year"": ""2010"", ""zn_method"": ""soil"", ""zn_rate"": ""50 kg ZnSO4.7H2O/ha"", ""zn_source"": ""ZnSO4""} || decoded_timepoint(blanked):y2010 || decoded_aggregation(canonicalised):single_cell",rebuild_2026-08-19/hui
zou_2012__ai__31,ai,zou_2012,grain_zn,wheat,Foliar,none,0,,single_cell,mg/kg,absolute_control,73.0,20.0,Table 5,0,"T:Foliar Zn || C:Nil Zn || el:Zn || tissue:grain || unit:mg/kg || n:4 || obs: || variant:strict || app_type_src:strict:treatment_description(gen_ai_keys.py port) || unit_conversion:mg/kg->mg/kg x1 || mods:{""cultivar"": ""Akmola-2"", ""location"": ""Shortandy, Kazakhstan"", ""plant_part"": ""grain"", ""year"": ""2010"", ""zn_method"": ""foliar"", ""zn_rate"": ""0.5% ZnSO4.7H2O x2"", ""zn_source"": ""ZnSO4""} || decoded_timepoint(blanked):y2010 || decoded_aggregation(canonicalised):single_cell",rebuild_2026-08-19/hui
zou_2012__ai__32,ai,zou_2012,grain_zn,wheat,Soil+Foliar,none,0,,single_cell,mg/kg,absolute_control,91.0,20.0,Table 5,0,"T:Soil + Foliar Zn || C:Nil Zn || el:Zn || tissue:grain || unit:mg/kg || n:4 || obs: || variant:strict || app_type_src:strict:treatment_description(gen_ai_keys.py port) || unit_conversion:mg/kg->mg/kg x1 || mods:{""cultivar"": ""Akmola-2"", ""location"": ""Shortandy, Kazakhstan"", ""plant_part"": ""grain"", ""year"": ""2010"", ""zn_method"": ""soil+foliar"", ""zn_rate"": ""50 kg ZnSO4/ha + 0.5% foliar x2"", ""zn_source"": ""ZnSO4""} || decoded_timepoint(blanked):y2010 || decoded_aggregation(canonicalised):single_cell",rebuild_2026-08-19/hui
zou_2012__ai__33,ai,zou_2012,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,25.0,21.0,Table 5,0,"T:Soil Zn || C:Nil Zn || el:Zn || tissue:grain || unit:mg/kg || n:4 || obs: || variant:strict || app_type_src:strict:treatment_description(gen_ai_keys.py port) || unit_conversion:mg/kg->mg/kg x1 || mods:{""cultivar"": ""Kronstad"", ""location"": ""Yaqui Valley, Mexico"", ""plant_part"": ""grain"", ""year"": ""2008"", ""zn_method"": ""soil"", ""zn_rate"": ""50 kg ZnSO4.7H2O/ha"", ""zn_source"": ""ZnSO4""} || decoded_timepoint(blanked):y2008 || decoded_aggregation(canonicalised):single_cell",rebuild_2026-08-19/hui
zou_2012__ai__34,ai,zou_2012,grain_zn,wheat,Foliar,none,0,,single_cell,mg/kg,absolute_control,43.0,21.0,Table 5,0,"T:Foliar Zn || C:Nil Zn || el:Zn || tissue:grain || unit:mg/kg || n:4 || obs: || variant:strict || app_type_src:strict:treatment_description(gen_ai_keys.py port) || unit_conversion:mg/kg->mg/kg x1 || mods:{""cultivar"": ""Kronstad"", ""location"": ""Yaqui Valley, Mexico"", ""plant_part"": ""grain"", ""year"": ""2008"", ""zn_method"": ""foliar"", ""zn_rate"": ""0.5% ZnSO4.7H2O x2"", ""zn_source"": ""ZnSO4""} || decoded_timepoint(blanked):y2008 || decoded_aggregation(canonicalised):single_cell",rebuild_2026-08-19/hui
zou_2012__ai__35,ai,zou_2012,grain_zn,wheat,Soil+Foliar,none,0,,single_cell,mg/kg,absolute_control,45.0,21.0,Table 5,0,"T:Soil + Foliar Zn || C:Nil Zn || el:Zn || tissue:grain || unit:mg/kg || n:4 || obs: || variant:strict || app_type_src:strict:treatment_description(gen_ai_keys.py port) || unit_conversion:mg/kg->mg/kg x1 || mods:{""cultivar"": ""Kronstad"", ""location"": ""Yaqui Valley, Mexico"", ""plant_part"": ""grain"", ""year"": ""2008"", ""zn_method"": ""soil+foliar"", ""zn_rate"": ""50 kg ZnSO4/ha + 0.5% foliar x2"", ""zn_source"": ""ZnSO4""} || decoded_timepoint(blanked):y2008 || decoded_aggregation(canonicalised):single_cell",rebuild_2026-08-19/hui
