paper_id,outcome,outcome_unit,source_type,table_or_figure,treatment_mean,control_mean,effect_pct,treatment_n,control_n,variance_type,variance_value,variance_treatment,variance_control,se_treatment,se_control,sd_treatment,sd_control,treatment_description,control_description,confidence,notes,title,authors,year,journal,doi,mod_crop_species,mod_climate,mod_region,mod_soil_type,mod_irrigation,mod_residue_management,mod_crop_rotation,mod_study_duration_years,mod_n_fertilizer_rate,mod_previous_crop,mod_soil_moisture_pct,p_value,significance,mod_precipitation_mm,mod_country,mod_row_spacing_cm,mod_seeding_rate_kg_ha,mod_n_fertilizer_kg_ha,mod_cover_crop,mod_latitude,mod_longitude,mod_altitude_m,mod_soil_clay_pct,mod_soil_silt_pct,mod_soil_sand_pct,mod_soil_texture,mod_irrigation_m3_ha,mod_tillage_type_treatment,mod_tillage_type_control,mod_num_sites,mod_num_site_years,mod_cultivar,mod_season,mod_N_fertilizer_rate_kg_ha,mod_wheat_genotypes_pooled,mod_n_fertilizer_rate_kg_ha,mod_rainfall_mm,mod_rice_genotypes_pooled,mod_elevation_m,mod_annual_rainfall_mm,mod_soil_pH,mod_N_rate_kg_ha,mod_years,mod_experimental_design,mod_soil_N_kg_ha,mod_soil_P_kg_ha,mod_soil_K_kg_ha,mod_weed_control_treatment,mod_weed_control_control,mod_year_of_measurement,mod_N_fertilizer_kg_ha,mod_crop_year,mod_mean_annual_rainfall_mm,mod_in_crop_rainfall_mm,mod_fallow_rainfall_mm,mod_years_no_till,mod_fertiliser,mod_S_rate_kg_ha,mod_aridity_index,mod_rotation_includes_legume,mod_preceding_crop,mod_mean_precipitation_mm,mod_farming_system,mod_years_averaged,mod_N_fertilizer_rate_kg_ha_yr,mod_mean_temp_C,mod_hybrid,mod_year,mod_climate_character,mod_annual_precipitation_mm,mod_mean_temperature_C,mod_N_fertilizer_rate,mod_study_type,mod_survey_years,mod_total_sample_size,mod_regression_coefficient_notill_on_yield,mod_regression_t_ratio,mod_regression_significant,mod_sample_mean_yield_bu_acre,mod_sample_sd_yield_bu_acre,mod_yield_equation_R_squared,mod_yield_equation_std_dev_residuals,mod_model_type,mod_irrigation_depth_mm,mod_irrigation_depth_pct_NID,mod_residue_management_treatment,mod_residue_management_control,mod_aridity_index_or_precipitation_mm,mod_year_of_experiment,mod_soil_moisture_field_capacity_pct,mod_seeding_method,mod_seeder_type,mod_seeder_power_hp,mod_mean_annual_precipitation_mm,mod_mean_annual_water_deficit_mm,mod_years_under_notill,mod_experiment_established,mod_data_period,mod_sowing_date,mod_harvest_date,mod_days_to_maturity,mod_study_duration_years_notill,mod_variety,mod_tillage_class,mod_comparison_baseline,mod_n_observation_pairs,mod_n_experiments,mod_analysis_type,mod_koppen_class,mod_soil_texture_class,mod_crop_class,mod_outcome_category,mod_analysis,mod_mean_difference_g_C_per_m2,mod_precipitation_fallow_mm,mod_precipitation_growing_mm,mod_year_of_observation,mod_tillage_depth_cm,mod_study_year,mod_K_rate_kg_ha,mod_P_rate_kg_ha,mod_P_fertilizer_kg_ha,mod_K_fertilizer_kg_ha,mod_growing_season,mod_tillage_history,mod_cropping_system,mod_rotation,mod_pooled_n_observations,mod_number_of_studies,mod_regression_equation,mod_r_squared,mod_study_duration,mod_rotation_type,mod_rotation_diversity,mod_includes_legume,mod_period,mod_years_in_period,mod_n_rotations_pooled,mod_plot_size_m2,mod_bed_type,mod_year_of_data,mod_koppen_climate,mod_clay_content_g_kg,mod_mean_annual_temp_C,mod_site,mod_P2O5_rate_kg_ha,mod_K2O_rate_kg_ha,mod_nutrient_treatment,mod_study_duration_seasons,mod_n_farms,mod_n_cropping_systems,mod_n_weather_repetitions,mod_n_simulated_years,mod_total_data_points,mod_simulation_condition,mod_soil_organic_carbon_pct,mod_seed_rate_kg_ha,mod_num_varieties_tested,mod_num_farms,mod_aridity_index_or_precipitation,mod_fertilizer_type,mod_cover_crop_treatment,mod_weed_control,mod_pre_crop,mod_rainfall_oct_jun_mm,mod_temperature_oct_jun_C,mod_harvest_year,mod_planting_system,mod_planting_geometry,mod_residue_amount_t_ha,mod_n_fertilizer_rate_treatment,mod_n_fertilizer_rate_control,mod_clay_pct,mod_biochar,mod_sampling_depth_cm,mod_baseline_SOC_g_kg,mod_crop_variety,mod_residue_pct,mod_NPK_pct_of_recommended,mod_soil_organic_matter_pct,mod_planting_season,mod_tillage_type,mod_cover_crop_species,mod_insect_exclusion,mod_study_duration_years_under_notill,mod_elevation_masl,mod_seasonal_rainfall_mm,mod_plant_population
Cociu_2019_LongTerm_Tillage_and_Crop_Sequence,grain yield,t/ha,figure,Figure 1B (estimated from figure),5.02,5.81,-13.59724612736661,3.0,3.0,,,,,,,,,"No-tillage (NT), direct drilling only","Chisel tillage (CT), 15 cm depth with twisted shanks",medium,"Values estimated from bar chart. Year 2016, 5th year of NT. NT significantly lower than CT (Duncan p<0.05). Year mean from Table 1 = 5.417 t/ha.",Long-term tillage and crop sequence effects on winter wheat and triticale grain yield under Eastern Romanian Danube Plain climate conditions,Alexandru I. Cociu,2019,Romanian Agricultural Research,,winter wheat,temperate continental,"Fundulea, Romania",cambic chernozem,rainfed,retained,maize-winter wheat,5,,,,<0.05,*,480,Romania,,,120.0,,44.4625,26.5264,,,,,clay loam (36.5% clay),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,maize,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cociu_2019_LongTerm_Tillage_and_Crop_Sequence,grain yield,t/ha,figure,Figure 1B (estimated from figure),6.0,6.3,-4.761904761904759,3.0,3.0,,,,,,,,,"No-tillage (NT), direct drilling only","Chisel tillage (CT), 15 cm depth with twisted shanks",medium,"Values estimated from bar chart. Year 2017, 6th year of NT. Year mean from Table 1 = 6.150 t/ha.",Long-term tillage and crop sequence effects on winter wheat and triticale grain yield under Eastern Romanian Danube Plain climate conditions,Alexandru I. Cociu,2019,Romanian Agricultural Research,,winter wheat,temperate continental,"Fundulea, Romania",cambic chernozem,rainfed,retained,maize-winter wheat,6,,,,>0.05,ns,537,Romania,,,120.0,,44.4625,26.5264,,,,,clay loam (36.5% clay),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,maize,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cociu_2019_LongTerm_Tillage_and_Crop_Sequence,grain yield,t/ha,figure,Figure 2A (estimated from figure),4.8,5.55,-13.513513513513514,3.0,3.0,,,,,,,,,"No-tillage (NT), direct drilling only","Chisel tillage (CT), 15 cm depth with twisted shanks",medium,"Values estimated from bar chart. Year 2012, 1st year of NT. NT significantly lower than CT (Duncan p<0.05). Year mean from Table 1 = 5.168 t/ha.",Long-term tillage and crop sequence effects on winter wheat and triticale grain yield under Eastern Romanian Danube Plain climate conditions,Alexandru I. Cociu,2019,Romanian Agricultural Research,,triticale,temperate continental,"Fundulea, Romania",cambic chernozem,rainfed,retained,soybean-triticale,1,,,,<0.05,*,392,Romania,,,120.0,,44.4625,26.5264,,,,,clay loam (36.5% clay),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,soybean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cociu_2019_LongTerm_Tillage_and_Crop_Sequence,grain yield,t/ha,figure,Figure 2A (estimated from figure),8.8,8.65,1.7341040462427786,3.0,3.0,,,,,,,,,"No-tillage (NT), direct drilling only","Chisel tillage (CT), 15 cm depth with twisted shanks",medium,"Values estimated from bar chart. Year 2013, 2nd year of NT. NT slightly higher than CT. Year mean from Table 1 = 8.732 t/ha.",Long-term tillage and crop sequence effects on winter wheat and triticale grain yield under Eastern Romanian Danube Plain climate conditions,Alexandru I. Cociu,2019,Romanian Agricultural Research,,triticale,temperate continental,"Fundulea, Romania",cambic chernozem,rainfed,retained,soybean-triticale,2,,,,>0.05,ns,531,Romania,,,120.0,,44.4625,26.5264,,,,,clay loam (36.5% clay),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,soybean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cociu_2019_LongTerm_Tillage_and_Crop_Sequence,grain yield,t/ha,figure,Figure 2A (estimated from figure),6.5,6.3,3.174603174603177,3.0,3.0,,,,,,,,,"No-tillage (NT), direct drilling only","Chisel tillage (CT), 15 cm depth with twisted shanks",medium,"Values estimated from bar chart. Year 2014, 3rd year of NT. NT slightly higher than CT. Year mean from Table 1 = 6.401 t/ha.",Long-term tillage and crop sequence effects on winter wheat and triticale grain yield under Eastern Romanian Danube Plain climate conditions,Alexandru I. Cociu,2019,Romanian Agricultural Research,,triticale,temperate continental,"Fundulea, Romania",cambic chernozem,rainfed,retained,soybean-triticale,3,,,,>0.05,ns,484,Romania,,,120.0,,44.4625,26.5264,,,,,clay loam (36.5% clay),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,soybean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cociu_2019_LongTerm_Tillage_and_Crop_Sequence,grain yield,t/ha,figure,Figure 2A (estimated from figure),5.95,6.7,-11.194029850746269,3.0,3.0,,,,,,,,,"No-tillage (NT), direct drilling only","Chisel tillage (CT), 15 cm depth with twisted shanks",medium,"Values estimated from bar chart. Year 2015, 4th year of NT. NT significantly lower than CT (Duncan p<0.05). Year mean from Table 1 = 6.327 t/ha.",Long-term tillage and crop sequence effects on winter wheat and triticale grain yield under Eastern Romanian Danube Plain climate conditions,Alexandru I. Cociu,2019,Romanian Agricultural Research,,triticale,temperate continental,"Fundulea, Romania",cambic chernozem,rainfed,retained,soybean-triticale,4,,,,<0.05,*,514,Romania,,,120.0,,44.4625,26.5264,,,,,clay loam (36.5% clay),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,soybean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cociu_2019_LongTerm_Tillage_and_Crop_Sequence,grain yield,t/ha,figure,Figure 2A (estimated from figure),7.05,7.5,-6.000000000000003,3.0,3.0,,,,,,,,,"No-tillage (NT), direct drilling only","Chisel tillage (CT), 15 cm depth with twisted shanks",medium,"Values estimated from bar chart. Year 2016, 5th year of NT. NT slightly lower than CT. Year mean from Table 1 = 7.270 t/ha.",Long-term tillage and crop sequence effects on winter wheat and triticale grain yield under Eastern Romanian Danube Plain climate conditions,Alexandru I. Cociu,2019,Romanian Agricultural Research,,triticale,temperate continental,"Fundulea, Romania",cambic chernozem,rainfed,retained,soybean-triticale,5,,,,>0.05,ns,480,Romania,,,120.0,,44.4625,26.5264,,,,,clay loam (36.5% clay),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,soybean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cociu_2019_LongTerm_Tillage_and_Crop_Sequence,grain yield,t/ha,figure,Figure 2A (estimated from figure),5.8,6.7,-13.432835820895528,3.0,3.0,,,,,,,,,"No-tillage (NT), direct drilling only","Chisel tillage (CT), 15 cm depth with twisted shanks",medium,"Values estimated from bar chart. Year 2017, 6th year of NT. NT significantly lower than CT (Duncan p<0.05). Year mean from Table 1 = 6.255 t/ha.",Long-term tillage and crop sequence effects on winter wheat and triticale grain yield under Eastern Romanian Danube Plain climate conditions,Alexandru I. Cociu,2019,Romanian Agricultural Research,,triticale,temperate continental,"Fundulea, Romania",cambic chernozem,rainfed,retained,soybean-triticale,6,,,,<0.05,*,537,Romania,,,120.0,,44.4625,26.5264,,,,,clay loam (36.5% clay),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,soybean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cociu_2019_LongTerm_Tillage_and_Crop_Sequence,grain yield,t/ha,figure,Figure 2B (estimated from figure),4.55,5.6,-18.75,3.0,3.0,,,,,,,,,"No-tillage (NT), direct drilling only","Chisel tillage (CT), 15 cm depth with twisted shanks",medium,"Values estimated from bar chart. Year 2012, 1st year of NT. NT significantly lower than CT (Duncan p<0.05). Year mean from Table 1 = 5.086 t/ha.",Long-term tillage and crop sequence effects on winter wheat and triticale grain yield under Eastern Romanian Danube Plain climate conditions,Alexandru I. Cociu,2019,Romanian Agricultural Research,,triticale,temperate continental,"Fundulea, Romania",cambic chernozem,rainfed,retained,maize-triticale,1,,,,<0.05,*,392,Romania,,,120.0,,44.4625,26.5264,,,,,clay loam (36.5% clay),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,maize,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cociu_2019_LongTerm_Tillage_and_Crop_Sequence,grain yield,t/ha,figure,Figure 2B (estimated from figure),8.5,8.6,-1.162790697674415,3.0,3.0,,,,,,,,,"No-tillage (NT), direct drilling only","Chisel tillage (CT), 15 cm depth with twisted shanks",medium,"Values estimated from bar chart. Year 2013, 2nd year of NT. NT slightly lower than CT. Year mean from Table 1 = 8.556 t/ha.",Long-term tillage and crop sequence effects on winter wheat and triticale grain yield under Eastern Romanian Danube Plain climate conditions,Alexandru I. Cociu,2019,Romanian Agricultural Research,,triticale,temperate continental,"Fundulea, Romania",cambic chernozem,rainfed,retained,maize-triticale,2,,,,>0.05,ns,531,Romania,,,120.0,,44.4625,26.5264,,,,,clay loam (36.5% clay),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,maize,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cociu_2019_LongTerm_Tillage_and_Crop_Sequence,grain yield,t/ha,figure,Figure 2B (estimated from figure),6.5,6.2,4.838709677419352,3.0,3.0,,,,,,,,,"No-tillage (NT), direct drilling only","Chisel tillage (CT), 15 cm depth with twisted shanks",medium,"Values estimated from bar chart. Year 2014, 3rd year of NT. NT slightly higher than CT. Year mean from Table 1 = 6.348 t/ha.",Long-term tillage and crop sequence effects on winter wheat and triticale grain yield under Eastern Romanian Danube Plain climate conditions,Alexandru I. Cociu,2019,Romanian Agricultural Research,,triticale,temperate continental,"Fundulea, Romania",cambic chernozem,rainfed,retained,maize-triticale,3,,,,>0.05,ns,484,Romania,,,120.0,,44.4625,26.5264,,,,,clay loam (36.5% clay),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,maize,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cociu_2019_LongTerm_Tillage_and_Crop_Sequence,grain yield,t/ha,figure,Figure 2B (estimated from figure),6.1,6.45,-5.426356589147295,3.0,3.0,,,,,,,,,"No-tillage (NT), direct drilling only","Chisel tillage (CT), 15 cm depth with twisted shanks",medium,"Values estimated from bar chart. Year 2015, 4th year of NT. NT slightly lower than CT. Year mean from Table 1 = 6.287 t/ha.",Long-term tillage and crop sequence effects on winter wheat and triticale grain yield under Eastern Romanian Danube Plain climate conditions,Alexandru I. Cociu,2019,Romanian Agricultural Research,,triticale,temperate continental,"Fundulea, Romania",cambic chernozem,rainfed,retained,maize-triticale,4,,,,>0.05,ns,514,Romania,,,120.0,,44.4625,26.5264,,,,,clay loam (36.5% clay),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,maize,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cociu_2019_LongTerm_Tillage_and_Crop_Sequence,grain yield,t/ha,figure,Figure 2B (estimated from figure),6.0,7.0,-14.285714285714285,3.0,3.0,,,,,,,,,"No-tillage (NT), direct drilling only","Chisel tillage (CT), 15 cm depth with twisted shanks",medium,"Values estimated from bar chart. Year 2016, 5th year of NT. NT significantly lower than CT (Duncan p<0.05). Year mean from Table 1 = 6.503 t/ha.",Long-term tillage and crop sequence effects on winter wheat and triticale grain yield under Eastern Romanian Danube Plain climate conditions,Alexandru I. Cociu,2019,Romanian Agricultural Research,,triticale,temperate continental,"Fundulea, Romania",cambic chernozem,rainfed,retained,maize-triticale,5,,,,<0.05,*,480,Romania,,,120.0,,44.4625,26.5264,,,,,clay loam (36.5% clay),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,maize,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cociu_2019_LongTerm_Tillage_and_Crop_Sequence,grain yield,t/ha,figure,Figure 2B (estimated from figure),6.4,6.8,-5.882352941176463,3.0,3.0,,,,,,,,,"No-tillage (NT), direct drilling only","Chisel tillage (CT), 15 cm depth with twisted shanks",medium,"Values estimated from bar chart. Year 2017, 6th year of NT. NT slightly lower than CT. Year mean from Table 1 = 6.598 t/ha.",Long-term tillage and crop sequence effects on winter wheat and triticale grain yield under Eastern Romanian Danube Plain climate conditions,Alexandru I. Cociu,2019,Romanian Agricultural Research,,triticale,temperate continental,"Fundulea, Romania",cambic chernozem,rainfed,retained,maize-triticale,6,,,,>0.05,ns,537,Romania,,,120.0,,44.4625,26.5264,,,,,clay loam (36.5% clay),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,maize,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cociu_2019_LongTerm_Tillage_and_Crop_Sequence,grain yield,t/ha,table,Table 1,5.561,5.811,-4.302185510239202,3.0,3.0,,,,,,,,,"No-tillage (NT), direct drilling only","Chisel tillage (CT), 15 cm depth with twisted shanks",high,6-year average (2012-2017) from Table 1. Exact values. Tillage effect ns for WW (ANOVA). Values with same letter 'a'. Conclusion states CT 4.8% higher than NT overall for WW (across both preceding crops).,Long-term tillage and crop sequence effects on winter wheat and triticale grain yield under Eastern Romanian Danube Plain climate conditions,Alexandru I. Cociu,2019,Romanian Agricultural Research,,winter wheat,temperate continental,"Fundulea, Romania",cambic chernozem,rainfed,retained,soybean-winter wheat,6,,,,>0.05,ns,,Romania,,,120.0,,44.4625,26.5264,,,,,clay loam (36.5% clay),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,soybean,490.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cociu_2019_LongTerm_Tillage_and_Crop_Sequence,grain yield,t/ha,table,Table 1,5.595,5.882,-4.879292757565453,3.0,3.0,,,,,,,,,"No-tillage (NT), direct drilling only","Chisel tillage (CT), 15 cm depth with twisted shanks",high,6-year average (2012-2017) from Table 1. Exact values. Tillage effect ns for WW (ANOVA). Values with same letter 'a'.,Long-term tillage and crop sequence effects on winter wheat and triticale grain yield under Eastern Romanian Danube Plain climate conditions,Alexandru I. Cociu,2019,Romanian Agricultural Research,,winter wheat,temperate continental,"Fundulea, Romania",cambic chernozem,rainfed,retained,maize-winter wheat,6,,,,>0.05,ns,,Romania,,,120.0,,44.4625,26.5264,,,,,clay loam (36.5% clay),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,maize,490.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cociu_2019_LongTerm_Tillage_and_Crop_Sequence,grain yield,t/ha,table,Table 1,6.533,6.852,-4.655575014594278,3.0,3.0,,,,,,,,,"No-tillage (NT), direct drilling only","Chisel tillage (CT), 15 cm depth with twisted shanks",high,"6-year average (2012-2017) from Table 1. Exact values. Tillage effect significant at p<0.01 for triticale (ANOVA). NT='bc', CT='a' (Duncan grouping). Conclusion states CT 4.5% higher than NT for triticale.",Long-term tillage and crop sequence effects on winter wheat and triticale grain yield under Eastern Romanian Danube Plain climate conditions,Alexandru I. Cociu,2019,Romanian Agricultural Research,,triticale,temperate continental,"Fundulea, Romania",cambic chernozem,rainfed,retained,soybean-triticale,6,,,,<0.01,**,,Romania,,,120.0,,44.4625,26.5264,,,,,clay loam (36.5% clay),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,soybean,490.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cociu_2019_LongTerm_Tillage_and_Crop_Sequence,grain yield,t/ha,table,Table 1,6.432,6.694,-3.913952793546453,3.0,3.0,,,,,,,,,"No-tillage (NT), direct drilling only","Chisel tillage (CT), 15 cm depth with twisted shanks",high,"6-year average (2012-2017) from Table 1. Exact values. Tillage effect significant at p<0.01 for triticale (ANOVA). NT='c', CT='ab' (Duncan grouping).",Long-term tillage and crop sequence effects on winter wheat and triticale grain yield under Eastern Romanian Danube Plain climate conditions,Alexandru I. Cociu,2019,Romanian Agricultural Research,,triticale,temperate continental,"Fundulea, Romania",cambic chernozem,rainfed,retained,maize-triticale,6,,,,<0.01,**,,Romania,,,120.0,,44.4625,26.5264,,,,,clay loam (36.5% clay),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,maize,490.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HarsimranjeetKaur_2025_Wheat_productivity_and_micronutrient_uptake,Grain yield,t ha-1,table,Table 2,4.04,4.37,-7.551487414187645,3.0,3.0,LSD,0.44,,,,,,,"T4: Zero tillage sowing without rice residue, Rainfed (I1)","T5: Conventional sowing without rice residue (two disc harrowings, two cultivator passes, planking), Rainfed (I1)",high,LSD(P<0.05) for Tillage × Irrigation interaction = 0.44 t/ha. T4 vs T5 isolates tillage effect (both without residue). Grain yield under T4 was 7.6% lower than T5 under rainfed conditions.,Wheat productivity and micronutrient uptake after 3 consecutive cycles of rice residue management and irrigation under rice-wheat cropping system in northwest India,"Harsimranjeet Kaur, Jagdish Singh, Vicky Singh, M.S. Kahlon",2025,Journal of Natural Resource Conservation and Management,10.51396/ANRCM.6.1.2025.25-32,wheat,semi-arid subtropical,"Gurdaspur, Punjab, India",silt loam (Typic Haplustalfs),rainfed,,rice-wheat rotation,3,,,,,,,,,,142.0,,32.05,75.42,,,,,,,,,,,Unnat PBW 343,rabi 2021-22,,,,,,,,,,,"split-plot RCBD, 3 reps",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,removed,removed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HarsimranjeetKaur_2025_Wheat_productivity_and_micronutrient_uptake,Grain yield,t ha-1,table,Table 2,4.6,4.53,1.5452538631346444,3.0,3.0,LSD,0.44,,,,,,,"T4: Zero tillage sowing without rice residue, 0.60 IW/CPE (I2)","T5: Conventional sowing without rice residue (two disc harrowings, two cultivator passes, planking), 0.60 IW/CPE (I2)",high,"LSD(P<0.05) for T×I = 0.44. Difference (0.07) < LSD, so not significant at this irrigation level. Zero tillage slightly higher than conventional under moderate irrigation.",Wheat productivity and micronutrient uptake after 3 consecutive cycles of rice residue management and irrigation under rice-wheat cropping system in northwest India,"Harsimranjeet Kaur, Jagdish Singh, Vicky Singh, M.S. Kahlon",2025,Journal of Natural Resource Conservation and Management,10.51396/ANRCM.6.1.2025.25-32,wheat,semi-arid subtropical,"Gurdaspur, Punjab, India",silt loam (Typic Haplustalfs),0.60 IW/CPE,,rice-wheat rotation,3,,,,,ns,,,,,142.0,,32.05,75.42,,,,,,,,,,,Unnat PBW 343,rabi 2021-22,,,,,,,,,,,"split-plot RCBD, 3 reps",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,removed,removed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
