row_id,topic,paper_id,title,authors,year,journal,doi,outcome,outcome_unit,treatment_mean,control_mean,effect_pct,treatment_n,control_n,variance_type,variance_value,sd_treatment,sd_control,se_treatment,se_control,treatment_description,control_description,confidence,source_type,table_or_figure,notes,moderators
mycorrhiza_yield::Chafai_2023_Impact_of_Arbuscular_mycorrhizal_Fungal::183,mycorrhiza_yield,Chafai_2023_Impact_of_Arbuscular_mycorrhizal_Fungal,"Impact of Arbuscular mycorrhizal Fungal Strains Isolated from Soil on the Growth, Yield, and Fruit Quality of Tomato Plants under Different Fertilization Regimens","Chafai, W.; Haddioui, K.; Serghini-Caid, H.; Labazi, H.; AlZain, M.N.; Noman, O.; Parvez, M.K.; Addi, M.; Khalid, A.",2023,Horticulturae,10.3390/horticulturae9090973,Leaf P concentration,% per d.w.,0.08,0.05,60.0,3.0,3.0,SE,,,,0.033,0.026,"AMF inoculated (I+), 75% recommended NPK","Non-inoculated (I-), 75% recommended NPK",high,table,Table 5,Variance type assumed SE.,"{'mod_crop_species': 'Tomato (Solanum lycopersicum var. Feiza F1)', 'mod_crop_functional_group': 'non-legume forb', 'mod_amf_species': 'Mixed natural inoculum (Glomus fasciculatum, G. versiforme, G. constructum, G. microcarpum, G. macrocarpum)', 'mod_study_type': 'greenhouse', 'mod_soil_type': 'sterilized peat', 'mod_sterilized_soil': 'yes', 'mod_climate_zone': 'semi-arid (Guercif, Morocco)', 'mod_phosphorus_level': '75% recommended NPK', 'mod_npk_dose_pct': 75.0}"
mycorrhiza_yield::Chafai_2023_Impact_of_Arbuscular_mycorrhizal_Fungal::184,mycorrhiza_yield,Chafai_2023_Impact_of_Arbuscular_mycorrhizal_Fungal,"Impact of Arbuscular mycorrhizal Fungal Strains Isolated from Soil on the Growth, Yield, and Fruit Quality of Tomato Plants under Different Fertilization Regimens","Chafai, W.; Haddioui, K.; Serghini-Caid, H.; Labazi, H.; AlZain, M.N.; Noman, O.; Parvez, M.K.; Addi, M.; Khalid, A.",2023,Horticulturae,10.3390/horticulturae9090973,Leaf P concentration,% per d.w.,0.58,0.04,1350.0,3.0,3.0,SE,,,,0.249,0.035,"AMF inoculated (I+), 50% recommended NPK","Non-inoculated (I-), 50% recommended NPK",medium,table,Table 5,Extremely large effect (+1350%) at 50% NPK. I+ at 50% NPK had highest P of any treatment. Variance type assumed SE.,"{'mod_crop_species': 'Tomato (Solanum lycopersicum var. Feiza F1)', 'mod_crop_functional_group': 'non-legume forb', 'mod_amf_species': 'Mixed natural inoculum (Glomus fasciculatum, G. versiforme, G. constructum, G. microcarpum, G. macrocarpum)', 'mod_study_type': 'greenhouse', 'mod_soil_type': 'sterilized peat', 'mod_sterilized_soil': 'yes', 'mod_climate_zone': 'semi-arid (Guercif, Morocco)', 'mod_phosphorus_level': '50% recommended NPK', 'mod_npk_dose_pct': 50.0}"
mycorrhiza_yield::Chafai_2023_Impact_of_Arbuscular_mycorrhizal_Fungal::185,mycorrhiza_yield,Chafai_2023_Impact_of_Arbuscular_mycorrhizal_Fungal,"Impact of Arbuscular mycorrhizal Fungal Strains Isolated from Soil on the Growth, Yield, and Fruit Quality of Tomato Plants under Different Fertilization Regimens","Chafai, W.; Haddioui, K.; Serghini-Caid, H.; Labazi, H.; AlZain, M.N.; Noman, O.; Parvez, M.K.; Addi, M.; Khalid, A.",2023,Horticulturae,10.3390/horticulturae9090973,Leaf K concentration,% per d.w.,15.15,13.59,11.48,3.0,3.0,SE,,,,0.404,0.153,"AMF inoculated (I+), 100% recommended NPK","Non-inoculated (I-), 100% recommended NPK",high,table,Table 5,Variance type assumed SE. ANOVA inoculation p<0.001 for K (Table 6).,"{'mod_crop_species': 'Tomato (Solanum lycopersicum var. Feiza F1)', 'mod_crop_functional_group': 'non-legume forb', 'mod_amf_species': 'Mixed natural inoculum (Glomus fasciculatum, G. versiforme, G. constructum, G. microcarpum, G. macrocarpum)', 'mod_study_type': 'greenhouse', 'mod_soil_type': 'sterilized peat', 'mod_sterilized_soil': 'yes', 'mod_climate_zone': 'semi-arid (Guercif, Morocco)', 'mod_phosphorus_level': '100% recommended NPK', 'mod_npk_dose_pct': 100.0}"
mycorrhiza_yield::Chafai_2023_Impact_of_Arbuscular_mycorrhizal_Fungal::186,mycorrhiza_yield,Chafai_2023_Impact_of_Arbuscular_mycorrhizal_Fungal,"Impact of Arbuscular mycorrhizal Fungal Strains Isolated from Soil on the Growth, Yield, and Fruit Quality of Tomato Plants under Different Fertilization Regimens","Chafai, W.; Haddioui, K.; Serghini-Caid, H.; Labazi, H.; AlZain, M.N.; Noman, O.; Parvez, M.K.; Addi, M.; Khalid, A.",2023,Horticulturae,10.3390/horticulturae9090973,Leaf K concentration,% per d.w.,16.41,8.72,88.19,3.0,3.0,SE,,,,0.16,0.189,"AMF inoculated (I+), 75% recommended NPK","Non-inoculated (I-), 75% recommended NPK",high,table,Table 5,Variance type assumed SE.,"{'mod_crop_species': 'Tomato (Solanum lycopersicum var. Feiza F1)', 'mod_crop_functional_group': 'non-legume forb', 'mod_amf_species': 'Mixed natural inoculum (Glomus fasciculatum, G. versiforme, G. constructum, G. microcarpum, G. macrocarpum)', 'mod_study_type': 'greenhouse', 'mod_soil_type': 'sterilized peat', 'mod_sterilized_soil': 'yes', 'mod_climate_zone': 'semi-arid (Guercif, Morocco)', 'mod_phosphorus_level': '75% recommended NPK', 'mod_npk_dose_pct': 75.0}"
mycorrhiza_yield::Chafai_2023_Impact_of_Arbuscular_mycorrhizal_Fungal::187,mycorrhiza_yield,Chafai_2023_Impact_of_Arbuscular_mycorrhizal_Fungal,"Impact of Arbuscular mycorrhizal Fungal Strains Isolated from Soil on the Growth, Yield, and Fruit Quality of Tomato Plants under Different Fertilization Regimens","Chafai, W.; Haddioui, K.; Serghini-Caid, H.; Labazi, H.; AlZain, M.N.; Noman, O.; Parvez, M.K.; Addi, M.; Khalid, A.",2023,Horticulturae,10.3390/horticulturae9090973,Leaf K concentration,% per d.w.,15.31,8.15,87.85,3.0,3.0,SE,,,,0.235,1.556,"AMF inoculated (I+), 50% recommended NPK","Non-inoculated (I-), 50% recommended NPK",high,table,Table 5,Variance type assumed SE.,"{'mod_crop_species': 'Tomato (Solanum lycopersicum var. Feiza F1)', 'mod_crop_functional_group': 'non-legume forb', 'mod_amf_species': 'Mixed natural inoculum (Glomus fasciculatum, G. versiforme, G. constructum, G. microcarpum, G. macrocarpum)', 'mod_study_type': 'greenhouse', 'mod_soil_type': 'sterilized peat', 'mod_sterilized_soil': 'yes', 'mod_climate_zone': 'semi-arid (Guercif, Morocco)', 'mod_phosphorus_level': '50% recommended NPK', 'mod_npk_dose_pct': 50.0}"
mycorrhiza_yield::Chafai_2023_Impact_of_Arbuscular_mycorrhizal_Fungal::188,mycorrhiza_yield,Chafai_2023_Impact_of_Arbuscular_mycorrhizal_Fungal,"Impact of Arbuscular mycorrhizal Fungal Strains Isolated from Soil on the Growth, Yield, and Fruit Quality of Tomato Plants under Different Fertilization Regimens","Chafai, W.; Haddioui, K.; Serghini-Caid, H.; Labazi, H.; AlZain, M.N.; Noman, O.; Parvez, M.K.; Addi, M.; Khalid, A.",2023,Horticulturae,10.3390/horticulturae9090973,Leaf Ca concentration,% per d.w.,69.63,66.65,4.47,3.0,3.0,SE,,,,0.411,1.433,"AMF inoculated (I+), 100% recommended NPK","Non-inoculated (I-), 100% recommended NPK",medium,table,Table 5,Ca values (57-70% d.w.) appear unusually high for leaf tissue; units may actually be mg/100g or another scale despite paper stating '% per d.w.' Variance type assumed SE.,"{'mod_crop_species': 'Tomato (Solanum lycopersicum var. Feiza F1)', 'mod_crop_functional_group': 'non-legume forb', 'mod_amf_species': 'Mixed natural inoculum (Glomus fasciculatum, G. versiforme, G. constructum, G. microcarpum, G. macrocarpum)', 'mod_study_type': 'greenhouse', 'mod_soil_type': 'sterilized peat', 'mod_sterilized_soil': 'yes', 'mod_climate_zone': 'semi-arid (Guercif, Morocco)', 'mod_phosphorus_level': '100% recommended NPK', 'mod_npk_dose_pct': 100.0}"
mycorrhiza_yield::Chafai_2023_Impact_of_Arbuscular_mycorrhizal_Fungal::189,mycorrhiza_yield,Chafai_2023_Impact_of_Arbuscular_mycorrhizal_Fungal,"Impact of Arbuscular mycorrhizal Fungal Strains Isolated from Soil on the Growth, Yield, and Fruit Quality of Tomato Plants under Different Fertilization Regimens","Chafai, W.; Haddioui, K.; Serghini-Caid, H.; Labazi, H.; AlZain, M.N.; Noman, O.; Parvez, M.K.; Addi, M.; Khalid, A.",2023,Horticulturae,10.3390/horticulturae9090973,Leaf Ca concentration,% per d.w.,67.76,60.32,12.33,3.0,3.0,SE,,,,4.168,4.321,"AMF inoculated (I+), 75% recommended NPK","Non-inoculated (I-), 75% recommended NPK",medium,table,Table 5,Ca units as reported; see note on Ca at 100% NPK. Variance type assumed SE.,"{'mod_crop_species': 'Tomato (Solanum lycopersicum var. Feiza F1)', 'mod_crop_functional_group': 'non-legume forb', 'mod_amf_species': 'Mixed natural inoculum (Glomus fasciculatum, G. versiforme, G. constructum, G. microcarpum, G. macrocarpum)', 'mod_study_type': 'greenhouse', 'mod_soil_type': 'sterilized peat', 'mod_sterilized_soil': 'yes', 'mod_climate_zone': 'semi-arid (Guercif, Morocco)', 'mod_phosphorus_level': '75% recommended NPK', 'mod_npk_dose_pct': 75.0}"
mycorrhiza_yield::Chafai_2023_Impact_of_Arbuscular_mycorrhizal_Fungal::190,mycorrhiza_yield,Chafai_2023_Impact_of_Arbuscular_mycorrhizal_Fungal,"Impact of Arbuscular mycorrhizal Fungal Strains Isolated from Soil on the Growth, Yield, and Fruit Quality of Tomato Plants under Different Fertilization Regimens","Chafai, W.; Haddioui, K.; Serghini-Caid, H.; Labazi, H.; AlZain, M.N.; Noman, O.; Parvez, M.K.; Addi, M.; Khalid, A.",2023,Horticulturae,10.3390/horticulturae9090973,Leaf Ca concentration,% per d.w.,69.46,57.92,19.93,3.0,3.0,SE,,,,0.127,0.085,"AMF inoculated (I+), 50% recommended NPK","Non-inoculated (I-), 50% recommended NPK",medium,table,Table 5,Ca units as reported. Variance type assumed SE.,"{'mod_crop_species': 'Tomato (Solanum lycopersicum var. Feiza F1)', 'mod_crop_functional_group': 'non-legume forb', 'mod_amf_species': 'Mixed natural inoculum (Glomus fasciculatum, G. versiforme, G. constructum, G. microcarpum, G. macrocarpum)', 'mod_study_type': 'greenhouse', 'mod_soil_type': 'sterilized peat', 'mod_sterilized_soil': 'yes', 'mod_climate_zone': 'semi-arid (Guercif, Morocco)', 'mod_phosphorus_level': '50% recommended NPK', 'mod_npk_dose_pct': 50.0}"
mycorrhiza_yield::Chafai_2023_Impact_of_Arbuscular_mycorrhizal_Fungal::191,mycorrhiza_yield,Chafai_2023_Impact_of_Arbuscular_mycorrhizal_Fungal,"Impact of Arbuscular mycorrhizal Fungal Strains Isolated from Soil on the Growth, Yield, and Fruit Quality of Tomato Plants under Different Fertilization Regimens","Chafai, W.; Haddioui, K.; Serghini-Caid, H.; Labazi, H.; AlZain, M.N.; Noman, O.; Parvez, M.K.; Addi, M.; Khalid, A.",2023,Horticulturae,10.3390/horticulturae9090973,Leaf Fe concentration,% per d.w.,4.0,1.89,111.64,3.0,3.0,SE,,,,0.466,0.365,"AMF inoculated (I+), 100% recommended NPK","Non-inoculated (I-), 100% recommended NPK",high,table,Table 5,Variance type assumed SE. ANOVA inoculation p<0.001 for Fe (Table 6).,"{'mod_crop_species': 'Tomato (Solanum lycopersicum var. Feiza F1)', 'mod_crop_functional_group': 'non-legume forb', 'mod_amf_species': 'Mixed natural inoculum (Glomus fasciculatum, G. versiforme, G. constructum, G. microcarpum, G. macrocarpum)', 'mod_study_type': 'greenhouse', 'mod_soil_type': 'sterilized peat', 'mod_sterilized_soil': 'yes', 'mod_climate_zone': 'semi-arid (Guercif, Morocco)', 'mod_phosphorus_level': '100% recommended NPK', 'mod_npk_dose_pct': 100.0}"
mycorrhiza_yield::Chafai_2023_Impact_of_Arbuscular_mycorrhizal_Fungal::192,mycorrhiza_yield,Chafai_2023_Impact_of_Arbuscular_mycorrhizal_Fungal,"Impact of Arbuscular mycorrhizal Fungal Strains Isolated from Soil on the Growth, Yield, and Fruit Quality of Tomato Plants under Different Fertilization Regimens","Chafai, W.; Haddioui, K.; Serghini-Caid, H.; Labazi, H.; AlZain, M.N.; Noman, O.; Parvez, M.K.; Addi, M.; Khalid, A.",2023,Horticulturae,10.3390/horticulturae9090973,Leaf Fe concentration,% per d.w.,4.02,1.86,116.13,3.0,3.0,SE,,,,0.016,0.076,"AMF inoculated (I+), 75% recommended NPK","Non-inoculated (I-), 75% recommended NPK",high,table,Table 5,Variance type assumed SE.,"{'mod_crop_species': 'Tomato (Solanum lycopersicum var. Feiza F1)', 'mod_crop_functional_group': 'non-legume forb', 'mod_amf_species': 'Mixed natural inoculum (Glomus fasciculatum, G. versiforme, G. constructum, G. microcarpum, G. macrocarpum)', 'mod_study_type': 'greenhouse', 'mod_soil_type': 'sterilized peat', 'mod_sterilized_soil': 'yes', 'mod_climate_zone': 'semi-arid (Guercif, Morocco)', 'mod_phosphorus_level': '75% recommended NPK', 'mod_npk_dose_pct': 75.0}"
mycorrhiza_yield::Chafai_2023_Impact_of_Arbuscular_mycorrhizal_Fungal::193,mycorrhiza_yield,Chafai_2023_Impact_of_Arbuscular_mycorrhizal_Fungal,"Impact of Arbuscular mycorrhizal Fungal Strains Isolated from Soil on the Growth, Yield, and Fruit Quality of Tomato Plants under Different Fertilization Regimens","Chafai, W.; Haddioui, K.; Serghini-Caid, H.; Labazi, H.; AlZain, M.N.; Noman, O.; Parvez, M.K.; Addi, M.; Khalid, A.",2023,Horticulturae,10.3390/horticulturae9090973,Leaf Fe concentration,% per d.w.,4.02,1.89,112.7,3.0,3.0,SE,,,,0.088,0.222,"AMF inoculated (I+), 50% recommended NPK","Non-inoculated (I-), 50% recommended NPK",high,table,Table 5,Variance type assumed SE.,"{'mod_crop_species': 'Tomato (Solanum lycopersicum var. Feiza F1)', 'mod_crop_functional_group': 'non-legume forb', 'mod_amf_species': 'Mixed natural inoculum (Glomus fasciculatum, G. versiforme, G. constructum, G. microcarpum, G. macrocarpum)', 'mod_study_type': 'greenhouse', 'mod_soil_type': 'sterilized peat', 'mod_sterilized_soil': 'yes', 'mod_climate_zone': 'semi-arid (Guercif, Morocco)', 'mod_phosphorus_level': '50% recommended NPK', 'mod_npk_dose_pct': 50.0}"
mycorrhiza_yield::Chafai_2023_Impact_of_Arbuscular_mycorrhizal_Fungal::194,mycorrhiza_yield,Chafai_2023_Impact_of_Arbuscular_mycorrhizal_Fungal,"Impact of Arbuscular mycorrhizal Fungal Strains Isolated from Soil on the Growth, Yield, and Fruit Quality of Tomato Plants under Different Fertilization Regimens","Chafai, W.; Haddioui, K.; Serghini-Caid, H.; Labazi, H.; AlZain, M.N.; Noman, O.; Parvez, M.K.; Addi, M.; Khalid, A.",2023,Horticulturae,10.3390/horticulturae9090973,Leaf Zn concentration,% per d.w.,1.11,1.1,0.91,3.0,3.0,SE,,,,0.014,0.164,"AMF inoculated (I+), 100% recommended NPK","Non-inoculated (I-), 100% recommended NPK",high,table,Table 5,Negligible AMF effect on Zn at 100% NPK. Variance type assumed SE.,"{'mod_crop_species': 'Tomato (Solanum lycopersicum var. Feiza F1)', 'mod_crop_functional_group': 'non-legume forb', 'mod_amf_species': 'Mixed natural inoculum (Glomus fasciculatum, G. versiforme, G. constructum, G. microcarpum, G. macrocarpum)', 'mod_study_type': 'greenhouse', 'mod_soil_type': 'sterilized peat', 'mod_sterilized_soil': 'yes', 'mod_climate_zone': 'semi-arid (Guercif, Morocco)', 'mod_phosphorus_level': '100% recommended NPK', 'mod_npk_dose_pct': 100.0}"
mycorrhiza_yield::Chafai_2023_Impact_of_Arbuscular_mycorrhizal_Fungal::195,mycorrhiza_yield,Chafai_2023_Impact_of_Arbuscular_mycorrhizal_Fungal,"Impact of Arbuscular mycorrhizal Fungal Strains Isolated from Soil on the Growth, Yield, and Fruit Quality of Tomato Plants under Different Fertilization Regimens","Chafai, W.; Haddioui, K.; Serghini-Caid, H.; Labazi, H.; AlZain, M.N.; Noman, O.; Parvez, M.K.; Addi, M.; Khalid, A.",2023,Horticulturae,10.3390/horticulturae9090973,Leaf Zn concentration,% per d.w.,1.39,0.94,47.87,3.0,3.0,SE,,,,0.086,0.008,"AMF inoculated (I+), 75% recommended NPK","Non-inoculated (I-), 75% recommended NPK",high,table,Table 5,Variance type assumed SE.,"{'mod_crop_species': 'Tomato (Solanum lycopersicum var. Feiza F1)', 'mod_crop_functional_group': 'non-legume forb', 'mod_amf_species': 'Mixed natural inoculum (Glomus fasciculatum, G. versiforme, G. constructum, G. microcarpum, G. macrocarpum)', 'mod_study_type': 'greenhouse', 'mod_soil_type': 'sterilized peat', 'mod_sterilized_soil': 'yes', 'mod_climate_zone': 'semi-arid (Guercif, Morocco)', 'mod_phosphorus_level': '75% recommended NPK', 'mod_npk_dose_pct': 75.0}"
mycorrhiza_yield::Chafai_2023_Impact_of_Arbuscular_mycorrhizal_Fungal::196,mycorrhiza_yield,Chafai_2023_Impact_of_Arbuscular_mycorrhizal_Fungal,"Impact of Arbuscular mycorrhizal Fungal Strains Isolated from Soil on the Growth, Yield, and Fruit Quality of Tomato Plants under Different Fertilization Regimens","Chafai, W.; Haddioui, K.; Serghini-Caid, H.; Labazi, H.; AlZain, M.N.; Noman, O.; Parvez, M.K.; Addi, M.; Khalid, A.",2023,Horticulturae,10.3390/horticulturae9090973,Leaf Zn concentration,% per d.w.,1.28,1.01,26.73,3.0,3.0,SE,,,,0.195,0.031,"AMF inoculated (I+), 50% recommended NPK","Non-inoculated (I-), 50% recommended NPK",high,table,Table 5,Variance type assumed SE.,"{'mod_crop_species': 'Tomato (Solanum lycopersicum var. Feiza F1)', 'mod_crop_functional_group': 'non-legume forb', 'mod_amf_species': 'Mixed natural inoculum (Glomus fasciculatum, G. versiforme, G. constructum, G. microcarpum, G. macrocarpum)', 'mod_study_type': 'greenhouse', 'mod_soil_type': 'sterilized peat', 'mod_sterilized_soil': 'yes', 'mod_climate_zone': 'semi-arid (Guercif, Morocco)', 'mod_phosphorus_level': '50% recommended NPK', 'mod_npk_dose_pct': 50.0}"
mycorrhiza_yield::Chafai_2023_Impact_of_Arbuscular_mycorrhizal_Fungal::197,mycorrhiza_yield,Chafai_2023_Impact_of_Arbuscular_mycorrhizal_Fungal,"Impact of Arbuscular mycorrhizal Fungal Strains Isolated from Soil on the Growth, Yield, and Fruit Quality of Tomato Plants under Different Fertilization Regimens","Chafai, W.; Haddioui, K.; Serghini-Caid, H.; Labazi, H.; AlZain, M.N.; Noman, O.; Parvez, M.K.; Addi, M.; Khalid, A.",2023,Horticulturae,10.3390/horticulturae9090973,Leaf Cu concentration,% per d.w.,0.14,0.12,16.67,3.0,3.0,SE,,,,0.021,0.006,"AMF inoculated (I+), 100% recommended NPK","Non-inoculated (I-), 100% recommended NPK",high,table,Table 5,Variance type assumed SE. ANOVA inoculation p=0.015 for Cu (Table 6).,"{'mod_crop_species': 'Tomato (Solanum lycopersicum var. Feiza F1)', 'mod_crop_functional_group': 'non-legume forb', 'mod_amf_species': 'Mixed natural inoculum (Glomus fasciculatum, G. versiforme, G. constructum, G. microcarpum, G. macrocarpum)', 'mod_study_type': 'greenhouse', 'mod_soil_type': 'sterilized peat', 'mod_sterilized_soil': 'yes', 'mod_climate_zone': 'semi-arid (Guercif, Morocco)', 'mod_phosphorus_level': '100% recommended NPK', 'mod_npk_dose_pct': 100.0}"
mycorrhiza_yield::Chafai_2023_Impact_of_Arbuscular_mycorrhizal_Fungal::198,mycorrhiza_yield,Chafai_2023_Impact_of_Arbuscular_mycorrhizal_Fungal,"Impact of Arbuscular mycorrhizal Fungal Strains Isolated from Soil on the Growth, Yield, and Fruit Quality of Tomato Plants under Different Fertilization Regimens","Chafai, W.; Haddioui, K.; Serghini-Caid, H.; Labazi, H.; AlZain, M.N.; Noman, O.; Parvez, M.K.; Addi, M.; Khalid, A.",2023,Horticulturae,10.3390/horticulturae9090973,Leaf Cu concentration,% per d.w.,0.16,0.12,33.33,3.0,3.0,SE,,,,0.003,0.029,"AMF inoculated (I+), 75% recommended NPK","Non-inoculated (I-), 75% recommended NPK",high,table,Table 5,Variance type assumed SE.,"{'mod_crop_species': 'Tomato (Solanum lycopersicum var. Feiza F1)', 'mod_crop_functional_group': 'non-legume forb', 'mod_amf_species': 'Mixed natural inoculum (Glomus fasciculatum, G. versiforme, G. constructum, G. microcarpum, G. macrocarpum)', 'mod_study_type': 'greenhouse', 'mod_soil_type': 'sterilized peat', 'mod_sterilized_soil': 'yes', 'mod_climate_zone': 'semi-arid (Guercif, Morocco)', 'mod_phosphorus_level': '75% recommended NPK', 'mod_npk_dose_pct': 75.0}"
mycorrhiza_yield::Chafai_2023_Impact_of_Arbuscular_mycorrhizal_Fungal::199,mycorrhiza_yield,Chafai_2023_Impact_of_Arbuscular_mycorrhizal_Fungal,"Impact of Arbuscular mycorrhizal Fungal Strains Isolated from Soil on the Growth, Yield, and Fruit Quality of Tomato Plants under Different Fertilization Regimens","Chafai, W.; Haddioui, K.; Serghini-Caid, H.; Labazi, H.; AlZain, M.N.; Noman, O.; Parvez, M.K.; Addi, M.; Khalid, A.",2023,Horticulturae,10.3390/horticulturae9090973,Leaf Cu concentration,% per d.w.,0.16,0.15,6.67,3.0,3.0,SE,,,,0.004,0.01,"AMF inoculated (I+), 50% recommended NPK","Non-inoculated (I-), 50% recommended NPK",high,table,Table 5,Variance type assumed SE.,"{'mod_crop_species': 'Tomato (Solanum lycopersicum var. Feiza F1)', 'mod_crop_functional_group': 'non-legume forb', 'mod_amf_species': 'Mixed natural inoculum (Glomus fasciculatum, G. versiforme, G. constructum, G. microcarpum, G. macrocarpum)', 'mod_study_type': 'greenhouse', 'mod_soil_type': 'sterilized peat', 'mod_sterilized_soil': 'yes', 'mod_climate_zone': 'semi-arid (Guercif, Morocco)', 'mod_phosphorus_level': '50% recommended NPK', 'mod_npk_dose_pct': 50.0}"
mycorrhiza_yield::Chafai_2023_Impact_of_Arbuscular_mycorrhizal_Fungal::200,mycorrhiza_yield,Chafai_2023_Impact_of_Arbuscular_mycorrhizal_Fungal,"Impact of Arbuscular mycorrhizal Fungal Strains Isolated from Soil on the Growth, Yield, and Fruit Quality of Tomato Plants under Different Fertilization Regimens","Chafai, W.; Haddioui, K.; Serghini-Caid, H.; Labazi, H.; AlZain, M.N.; Noman, O.; Parvez, M.K.; Addi, M.; Khalid, A.",2023,Horticulturae,10.3390/horticulturae9090973,Leaf Mn concentration,% per d.w.,1.83,2.21,-17.19,3.0,3.0,SE,,,,0.258,0.104,"AMF inoculated (I+), 100% recommended NPK","Non-inoculated (I-), 100% recommended NPK",high,table,Table 5,Negative effect: AMF decreased Mn at 100% NPK. Variance type assumed SE.,"{'mod_crop_species': 'Tomato (Solanum lycopersicum var. Feiza F1)', 'mod_crop_functional_group': 'non-legume forb', 'mod_amf_species': 'Mixed natural inoculum (Glomus fasciculatum, G. versiforme, G. constructum, G. microcarpum, G. macrocarpum)', 'mod_study_type': 'greenhouse', 'mod_soil_type': 'sterilized peat', 'mod_sterilized_soil': 'yes', 'mod_climate_zone': 'semi-arid (Guercif, Morocco)', 'mod_phosphorus_level': '100% recommended NPK', 'mod_npk_dose_pct': 100.0}"
mycorrhiza_yield::Chafai_2023_Impact_of_Arbuscular_mycorrhizal_Fungal::201,mycorrhiza_yield,Chafai_2023_Impact_of_Arbuscular_mycorrhizal_Fungal,"Impact of Arbuscular mycorrhizal Fungal Strains Isolated from Soil on the Growth, Yield, and Fruit Quality of Tomato Plants under Different Fertilization Regimens","Chafai, W.; Haddioui, K.; Serghini-Caid, H.; Labazi, H.; AlZain, M.N.; Noman, O.; Parvez, M.K.; Addi, M.; Khalid, A.",2023,Horticulturae,10.3390/horticulturae9090973,Leaf Mn concentration,% per d.w.,2.48,2.31,7.36,3.0,3.0,SE,,,,0.098,0.357,"AMF inoculated (I+), 75% recommended NPK","Non-inoculated (I-), 75% recommended NPK",high,table,Table 5,Variance type assumed SE.,"{'mod_crop_species': 'Tomato (Solanum lycopersicum var. Feiza F1)', 'mod_crop_functional_group': 'non-legume forb', 'mod_amf_species': 'Mixed natural inoculum (Glomus fasciculatum, G. versiforme, G. constructum, G. microcarpum, G. macrocarpum)', 'mod_study_type': 'greenhouse', 'mod_soil_type': 'sterilized peat', 'mod_sterilized_soil': 'yes', 'mod_climate_zone': 'semi-arid (Guercif, Morocco)', 'mod_phosphorus_level': '75% recommended NPK', 'mod_npk_dose_pct': 75.0}"
mycorrhiza_yield::Chafai_2023_Impact_of_Arbuscular_mycorrhizal_Fungal::202,mycorrhiza_yield,Chafai_2023_Impact_of_Arbuscular_mycorrhizal_Fungal,"Impact of Arbuscular mycorrhizal Fungal Strains Isolated from Soil on the Growth, Yield, and Fruit Quality of Tomato Plants under Different Fertilization Regimens","Chafai, W.; Haddioui, K.; Serghini-Caid, H.; Labazi, H.; AlZain, M.N.; Noman, O.; Parvez, M.K.; Addi, M.; Khalid, A.",2023,Horticulturae,10.3390/horticulturae9090973,Leaf Mn concentration,% per d.w.,1.87,2.67,-29.96,3.0,3.0,SE,,,,0.003,0.034,"AMF inoculated (I+), 50% recommended NPK","Non-inoculated (I-), 50% recommended NPK",high,table,Table 5,Negative effect: AMF decreased Mn at 50% NPK. Variance type assumed SE.,"{'mod_crop_species': 'Tomato (Solanum lycopersicum var. Feiza F1)', 'mod_crop_functional_group': 'non-legume forb', 'mod_amf_species': 'Mixed natural inoculum (Glomus fasciculatum, G. versiforme, G. constructum, G. microcarpum, G. macrocarpum)', 'mod_study_type': 'greenhouse', 'mod_soil_type': 'sterilized peat', 'mod_sterilized_soil': 'yes', 'mod_climate_zone': 'semi-arid (Guercif, Morocco)', 'mod_phosphorus_level': '50% recommended NPK', 'mod_npk_dose_pct': 50.0}"
mycorrhiza_yield::Chafai_2023_Impact_of_Arbuscular_mycorrhizal_Fungal::203,mycorrhiza_yield,Chafai_2023_Impact_of_Arbuscular_mycorrhizal_Fungal,"Impact of Arbuscular mycorrhizal Fungal Strains Isolated from Soil on the Growth, Yield, and Fruit Quality of Tomato Plants under Different Fertilization Regimens","Chafai, W.; Haddioui, K.; Serghini-Caid, H.; Labazi, H.; AlZain, M.N.; Noman, O.; Parvez, M.K.; Addi, M.; Khalid, A.",2023,Horticulturae,10.3390/horticulturae9090973,Fruit pH,pH,4.38,4.4,-0.45,3.0,3.0,SE,,,,0.053,0.1,"AMF inoculated (I+), 100% recommended NPK","Non-inoculated (I-), 100% recommended NPK",high,table,Table 7,"No significant effect of inoculation on pH (ANOVA p=0.438, Table 8). Variance type assumed SE.","{'mod_crop_species': 'Tomato (Solanum lycopersicum var. Feiza F1)', 'mod_crop_functional_group': 'non-legume forb', 'mod_amf_species': 'Mixed natural inoculum (Glomus fasciculatum, G. versiforme, G. constructum, G. microcarpum, G. macrocarpum)', 'mod_study_type': 'greenhouse', 'mod_soil_type': 'sterilized peat', 'mod_sterilized_soil': 'yes', 'mod_climate_zone': 'semi-arid (Guercif, Morocco)', 'mod_phosphorus_level': '100% recommended NPK', 'mod_npk_dose_pct': 100.0}"
