row_id,topic,paper_id,title,authors,year,journal,doi,outcome,outcome_unit,treatment_mean,control_mean,effect_pct,treatment_n,control_n,variance_type,variance_value,sd_treatment,sd_control,se_treatment,se_control,treatment_description,control_description,confidence,source_type,table_or_figure,notes,moderators
organic_yield_gap::AnithaRadhakrishnan_2013_Organic_vs_Conventional_Management_in::17,organic_yield_gap,AnithaRadhakrishnan_2013_Organic_vs_Conventional_Management_in,"Organic vs Conventional Management in Cassava: Growth Dynamics, Yield and Soil Properties","A.R. Seena Radhakrishnan, G. Suja and Anish T. Anil",2013,Journal of Root Crops,,Tuber yield,t ha-1,28.06,19.03,47.45,,,LSD,12.547,,,,,"Organic: FYM 12.5 t/ha, in situ green manuring, crop residue incorporation, ash 2 t/ha",Conventional: FYM 12.5 t/ha and NPK 100:50:100 kg/ha,high,table,Table 4,Variety x production system interaction data (2012). CD(0.05) = 12.547 for interaction. H-165 is an industrial variety. Large organic advantage for this variety.,"{'mod_crop_type': 'root/tuber', 'mod_crop_species': 'cassava (Manihot esculenta)', 'mod_region': 'Thiruvananthapuram, Kerala, India', 'mod_climate_zone': 'tropical (humid)', 'mod_organic_certification_status': 'organic-principles', 'mod_experiment_type': 'field trial (split plot design)', 'mod_soil_type': 'acidic (pH 4.78)', 'mod_study_duration_years': 2.0, 'mod_variety': 'H-165', 'mod_year_of_harvest': 2012.0}"
organic_yield_gap::AnithaRadhakrishnan_2013_Organic_vs_Conventional_Management_in::18,organic_yield_gap,AnithaRadhakrishnan_2013_Organic_vs_Conventional_Management_in,"Organic vs Conventional Management in Cassava: Growth Dynamics, Yield and Soil Properties","A.R. Seena Radhakrishnan, G. Suja and Anish T. Anil",2013,Journal of Root Crops,,Tuber yield,t ha-1,34.96,37.68,-7.22,,,LSD,12.547,,,,,"Organic: FYM 12.5 t/ha, in situ green manuring, crop residue incorporation, ash 2 t/ha",Conventional: FYM 12.5 t/ha and NPK 100:50:100 kg/ha,high,table,Table 4,Variety x production system interaction (2012). Sree Vijaya yielded higher under conventional than organic. Text says varieties on par under both systems.,"{'mod_crop_type': 'root/tuber', 'mod_crop_species': 'cassava (Manihot esculenta)', 'mod_region': 'Thiruvananthapuram, Kerala, India', 'mod_climate_zone': 'tropical (humid)', 'mod_organic_certification_status': 'organic-principles', 'mod_experiment_type': 'field trial (split plot design)', 'mod_soil_type': 'acidic (pH 4.78)', 'mod_study_duration_years': 2.0, 'mod_variety': 'Sree Vijaya', 'mod_year_of_harvest': 2012.0}"
organic_yield_gap::AnithaRadhakrishnan_2013_Organic_vs_Conventional_Management_in::19,organic_yield_gap,AnithaRadhakrishnan_2013_Organic_vs_Conventional_Management_in,"Organic vs Conventional Management in Cassava: Growth Dynamics, Yield and Soil Properties","A.R. Seena Radhakrishnan, G. Suja and Anish T. Anil",2013,Journal of Root Crops,,Tuber yield,t ha-1,24.71,25.63,-3.59,,,LSD,12.547,,,,,"Organic: FYM 12.5 t/ha, in situ green manuring, crop residue incorporation, ash 2 t/ha",Conventional: FYM 12.5 t/ha and NPK 100:50:100 kg/ha,high,table,Table 4,Variety x production system interaction (2012). Vellayani Hraswa is a domestic variety. Slight conventional advantage.,"{'mod_crop_type': 'root/tuber', 'mod_crop_species': 'cassava (Manihot esculenta)', 'mod_region': 'Thiruvananthapuram, Kerala, India', 'mod_climate_zone': 'tropical (humid)', 'mod_organic_certification_status': 'organic-principles', 'mod_experiment_type': 'field trial (split plot design)', 'mod_soil_type': 'acidic (pH 4.78)', 'mod_study_duration_years': 2.0, 'mod_variety': 'Vellayani Hraswa', 'mod_year_of_harvest': 2012.0}"
organic_yield_gap::AnithaRadhakrishnan_2013_Organic_vs_Conventional_Management_in::20,organic_yield_gap,AnithaRadhakrishnan_2013_Organic_vs_Conventional_Management_in,"Organic vs Conventional Management in Cassava: Growth Dynamics, Yield and Soil Properties","A.R. Seena Radhakrishnan, G. Suja and Anish T. Anil",2013,Journal of Root Crops,,Tuber yield,t ha-1,23.51,19.03,23.54,,,LSD,12.547,,,,,"Organic (with biofertilizers): FYM 12.5 t/ha, in situ green manuring, crop residue, Azospirillum, phosphobacteria, K solubilizer",Conventional: FYM 12.5 t/ha and NPK 100:50:100 kg/ha,high,table,Table 4,Organic with biofertilizers treatment. Variety x production system interaction (2012). CD(0.05) = 12.547 for interaction.,"{'mod_crop_type': 'root/tuber', 'mod_crop_species': 'cassava (Manihot esculenta)', 'mod_region': 'Thiruvananthapuram, Kerala, India', 'mod_climate_zone': 'tropical (humid)', 'mod_organic_certification_status': 'organic-principles', 'mod_experiment_type': 'field trial (split plot design)', 'mod_soil_type': 'acidic (pH 4.78)', 'mod_study_duration_years': 2.0, 'mod_variety': 'H-165', 'mod_year_of_harvest': 2012.0}"
organic_yield_gap::AnithaRadhakrishnan_2013_Organic_vs_Conventional_Management_in::21,organic_yield_gap,AnithaRadhakrishnan_2013_Organic_vs_Conventional_Management_in,"Organic vs Conventional Management in Cassava: Growth Dynamics, Yield and Soil Properties","A.R. Seena Radhakrishnan, G. Suja and Anish T. Anil",2013,Journal of Root Crops,,Tuber yield,t ha-1,27.28,37.68,-27.61,,,LSD,12.547,,,,,"Organic (with biofertilizers): FYM 12.5 t/ha, in situ green manuring, crop residue, Azospirillum, phosphobacteria, K solubilizer",Conventional: FYM 12.5 t/ha and NPK 100:50:100 kg/ha,high,table,Table 4,Organic with biofertilizers treatment. Variety x production system interaction (2012). Large conventional advantage for Sree Vijaya.,"{'mod_crop_type': 'root/tuber', 'mod_crop_species': 'cassava (Manihot esculenta)', 'mod_region': 'Thiruvananthapuram, Kerala, India', 'mod_climate_zone': 'tropical (humid)', 'mod_organic_certification_status': 'organic-principles', 'mod_experiment_type': 'field trial (split plot design)', 'mod_soil_type': 'acidic (pH 4.78)', 'mod_study_duration_years': 2.0, 'mod_variety': 'Sree Vijaya', 'mod_year_of_harvest': 2012.0}"
organic_yield_gap::AnithaRadhakrishnan_2013_Organic_vs_Conventional_Management_in::22,organic_yield_gap,AnithaRadhakrishnan_2013_Organic_vs_Conventional_Management_in,"Organic vs Conventional Management in Cassava: Growth Dynamics, Yield and Soil Properties","A.R. Seena Radhakrishnan, G. Suja and Anish T. Anil",2013,Journal of Root Crops,,Tuber yield,t ha-1,25.56,25.63,-0.27,,,LSD,12.547,,,,,"Organic (with biofertilizers): FYM 12.5 t/ha, in situ green manuring, crop residue, Azospirillum, phosphobacteria, K solubilizer",Conventional: FYM 12.5 t/ha and NPK 100:50:100 kg/ha,high,table,Table 4,Organic with biofertilizers treatment. Variety x production system interaction (2012). Nearly identical yields.,"{'mod_crop_type': 'root/tuber', 'mod_crop_species': 'cassava (Manihot esculenta)', 'mod_region': 'Thiruvananthapuram, Kerala, India', 'mod_climate_zone': 'tropical (humid)', 'mod_organic_certification_status': 'organic-principles', 'mod_experiment_type': 'field trial (split plot design)', 'mod_soil_type': 'acidic (pH 4.78)', 'mod_study_duration_years': 2.0, 'mod_variety': 'Vellayani Hraswa', 'mod_year_of_harvest': 2012.0}"
organic_yield_gap::AnithaRadhakrishnan_2013_Organic_vs_Conventional_Management_in::23,organic_yield_gap,AnithaRadhakrishnan_2013_Organic_vs_Conventional_Management_in,"Organic vs Conventional Management in Cassava: Growth Dynamics, Yield and Soil Properties","A.R. Seena Radhakrishnan, G. Suja and Anish T. Anil",2013,Journal of Root Crops,,Tuber yield per plant,kg plant-1,2.379,2.179,9.18,,,,,,,,,"Organic: FYM 12.5 t/ha, in situ green manuring, crop residue incorporation, ash 2 t/ha",Conventional: FYM 12.5 t/ha and NPK 100:50:100 kg/ha,high,table,Table 3,Per-plant yield. CD(0.05) = NS for 2011. Pooled across 3 varieties.,"{'mod_crop_type': 'root/tuber', 'mod_crop_species': 'cassava (Manihot esculenta)', 'mod_region': 'Thiruvananthapuram, Kerala, India', 'mod_climate_zone': 'tropical (humid)', 'mod_organic_certification_status': 'organic-principles', 'mod_experiment_type': 'field trial (split plot design)', 'mod_soil_type': 'acidic (pH 4.78)', 'mod_study_duration_years': 1.0, 'mod_variety': 'pooled (H-165, Sree Vijaya, Vellayani Hraswa)', 'mod_year_of_harvest': 2011.0}"
organic_yield_gap::AnithaRadhakrishnan_2013_Organic_vs_Conventional_Management_in::24,organic_yield_gap,AnithaRadhakrishnan_2013_Organic_vs_Conventional_Management_in,"Organic vs Conventional Management in Cassava: Growth Dynamics, Yield and Soil Properties","A.R. Seena Radhakrishnan, G. Suja and Anish T. Anil",2013,Journal of Root Crops,,Tuber yield per plant,kg plant-1,2.369,2.223,6.57,,,LSD,0.323,,,,,"Organic: FYM 12.5 t/ha, in situ green manuring, crop residue incorporation, ash 2 t/ha",Conventional: FYM 12.5 t/ha and NPK 100:50:100 kg/ha,high,table,Table 3,Per-plant yield. CD(0.05) = 0.323 kg/plant for production systems in 2012. Pooled across 3 varieties.,"{'mod_crop_type': 'root/tuber', 'mod_crop_species': 'cassava (Manihot esculenta)', 'mod_region': 'Thiruvananthapuram, Kerala, India', 'mod_climate_zone': 'tropical (humid)', 'mod_organic_certification_status': 'organic-principles', 'mod_experiment_type': 'field trial (split plot design)', 'mod_soil_type': 'acidic (pH 4.78)', 'mod_study_duration_years': 2.0, 'mod_variety': 'pooled (H-165, Sree Vijaya, Vellayani Hraswa)', 'mod_year_of_harvest': 2012.0}"
organic_yield_gap::Aslam_2020_Comparative_economic_analysis_of_crop::25,organic_yield_gap,Aslam_2020_Comparative_economic_analysis_of_crop,"Comparative economic analysis of crop yield under organic and conventional farming systems in Punjab, Pakistan","Waqas Aslam, Rana Shahzad Noor, Saif Ullah, Hong Chen",2020,Asian Journal of Agriculture & Biology,10.35495/ajab.2020.02.093,Wheat grain yield,kg/ha,3628.49,4482.16,-19.04,88.0,95.0,SE,,,,59.92,87.88,"Organic farming (natural manure, minimal pesticides)","Conventional farming (NPK fertilizers, synthetic pesticides)",medium,table,Table 4,"Survey of 300 farmers (153 organic, 147 conventional) in 2019. Parenthetical values in Table 4 interpreted as SE based on large sample sizes (SE with n~90 gives realistic CV~15%). Mean difference 853.67 kg/ha reported as significant (T=4.63 for within-organic district comparison, T=4.02 for within-conventional). Rabi season wheat.","{'mod_crop_type': 'cereal', 'mod_crop_species': 'wheat', 'mod_region': 'Toba Tek Singh, Punjab, Pakistan', 'mod_climate_zone': 'subtropical', 'mod_study_duration': '1', 'mod_organic_certification_status': 'organic-principles', 'mod_experiment_type': 'on-farm comparison', 'mod_irrigation': 'irrigated'}"
organic_yield_gap::Aslam_2020_Comparative_economic_analysis_of_crop::26,organic_yield_gap,Aslam_2020_Comparative_economic_analysis_of_crop,"Comparative economic analysis of crop yield under organic and conventional farming systems in Punjab, Pakistan","Waqas Aslam, Rana Shahzad Noor, Saif Ullah, Hong Chen",2020,Asian Journal of Agriculture & Biology,10.35495/ajab.2020.02.093,Wheat grain yield,kg/ha,3260.52,3718.78,-12.32,65.0,52.0,SE,,,,125.06,124.62,"Organic farming (natural manure, minimal pesticides)","Conventional farming (NPK fertilizers, synthetic pesticides)",medium,table,Table 4,"Survey of 300 farmers in 2019. Jhang district. Parenthetical values interpreted as SE. Mean difference 458.26 kg/ha. Table 4 reports within-system district differences (566.03** and 613.66**) rather than organic-vs-conventional t-stats directly, but text states organic yield was significantly lower by 11% overall.","{'mod_crop_type': 'cereal', 'mod_crop_species': 'wheat', 'mod_region': 'Jhang, Punjab, Pakistan', 'mod_climate_zone': 'subtropical', 'mod_study_duration': '1', 'mod_organic_certification_status': 'organic-principles', 'mod_experiment_type': 'on-farm comparison', 'mod_irrigation': 'irrigated'}"
organic_yield_gap::Connor_2024_Analysis_of_farming_systems_establishes::74,organic_yield_gap,Connor_2024_Analysis_of_farming_systems_establishes,Analysis of farming systems establishes the low productivity of organic agriculture and inadequacy as a global option for food supply,"Connor, David J.",2024,npj Sustainable Agriculture,10.1038/s44264-023-00009-7,Wheat grain yield - organic after 3yr lucerne vs conventional regional average,t/ha,3.2,7.0,-54.3,,,,,,,,,"Organic wheat yield following 3 years of lucerne in a well-documented rotational experiment, Paris Basin","Conventional wheat, regional average yield, Paris Basin",medium,text,"Text (Comparative analysis section, Paris Basin example)","COMMENTARY PAPER - no primary data. OA wheat yield 3.2 t/ha described as 'closer to 1960 yields'. CA regional average 7 t/ha. No variance or n reported. The OA yield is after a record-breaking 3yr lucerne rotation (best-case BNF scenario), yet still far below CA. High CA wheat yields of 10 t/ha achievable in France/Germany with chemical fertilizer.","{'mod_crop_type': 'cereal', 'mod_crop_species': 'wheat', 'mod_region': 'Paris Basin, France', 'mod_climate_zone': 'temperate', 'mod_organic_certification_status': 'organic-principles', 'mod_experiment_type': 'long-term trial (rotational experiment)', 'mod_irrigation': 'rainfed', 'mod_data_source': 'Anglade et al. 2015 (ref 8)'}"
organic_yield_gap::DapengWang_2018_Soil_nitrate_accumulation_and_leaching::77,organic_yield_gap,DapengWang_2018_Soil_nitrate_accumulation_and_leaching,"Soil nitrate accumulation and leaching in conventional, optimized and organic cropping systems","Dapeng Wang, Liang Zheng, Songdong Gu, Yuefeng Shi, Long Liang, Fanqiao Meng, Yanbin Guo, Xiaotang Ju, Wenliang Wu",2018,Plant Soil and Environment,10.17221/768/2017-PSE,Equivalent grain yield (winter wheat season 2008/10-2009/06),kg/ha,5458.0,7180.0,-23.98,4.0,4.0,SE,,,,760.0,701.0,Organic alfalfa-winter wheat system (ORG); alfalfa grown this season; 74 kg N/ha from cattle manure; optimized irrigation 250 mm,Conventional winter wheat-summer maize system (CON); wheat grown this season; 300 kg N/ha urea; 325 mm irrigation,medium,table,Table 3,"ORG grew alfalfa this season while CON grew wheat. Yields converted to food equivalent units (FEU: wheat=0.991, alfalfa=0.7). Not a like-for-like crop comparison. Significance letters: CON/OMW/OFW=a, ORG=b.","{'mod_crop_type': 'legume', 'mod_crop_species': 'alfalfa (FEU-converted to grain equivalent)', 'mod_region': 'Huantai County, Shandong Province, China', 'mod_climate_zone': 'temperate monsoon', 'mod_organic_certification_status': 'organic-principles', 'mod_experiment_type': 'field trial', 'mod_irrigation': 'irrigated', 'mod_soil_type': 'Aquic Inceptisol (Yellow River alluvial)', 'mod_study_duration_years': 2.0, 'mod_control_crop_species': 'wheat', 'mod_N_input_treatment_kg_ha': 74.0, 'mod_N_input_control_kg_ha': 300.0, 'mod_same_crop': False}"
organic_yield_gap::DapengWang_2018_Soil_nitrate_accumulation_and_leaching::78,organic_yield_gap,DapengWang_2018_Soil_nitrate_accumulation_and_leaching,"Soil nitrate accumulation and leaching in conventional, optimized and organic cropping systems","Dapeng Wang, Liang Zheng, Songdong Gu, Yuefeng Shi, Long Liang, Fanqiao Meng, Yanbin Guo, Xiaotang Ju, Wenliang Wu",2018,Plant Soil and Environment,10.17221/768/2017-PSE,Equivalent grain yield (summer maize season 2009/06-2009/09),kg/ha,3721.0,7250.0,-48.68,4.0,4.0,SE,,,,682.0,533.0,Organic system (ORG); alfalfa grown this season (no maize); no N input; no irrigation,Conventional system (CON); summer maize; 300 kg N/ha urea; 75 mm irrigation,medium,table,Table 3,"ORG grew alfalfa while CON grew maize. Different crops compared via food equivalent units. Significance: CON/OMW/OFW=a, ORG=b.","{'mod_crop_type': 'legume', 'mod_crop_species': 'alfalfa (FEU-converted to grain equivalent)', 'mod_region': 'Huantai County, Shandong Province, China', 'mod_climate_zone': 'temperate monsoon', 'mod_organic_certification_status': 'organic-principles', 'mod_experiment_type': 'field trial', 'mod_irrigation': 'irrigated', 'mod_soil_type': 'Aquic Inceptisol (Yellow River alluvial)', 'mod_study_duration_years': 2.0, 'mod_control_crop_species': 'maize', 'mod_N_input_treatment_kg_ha': 0.0, 'mod_N_input_control_kg_ha': 300.0, 'mod_same_crop': False}"
