row_id,topic,paper_id,title,authors,year,journal,doi,outcome,outcome_unit,treatment_mean,control_mean,effect_pct,treatment_n,control_n,variance_type,variance_value,sd_treatment,sd_control,se_treatment,se_control,treatment_description,control_description,confidence,source_type,table_or_figure,notes,moderators
notill_tillage::AdamaOuattara_2021_Effects_of_Direct_Sowing_under::16,notill_tillage,AdamaOuattara_2021_Effects_of_Direct_Sowing_under,Effects of Direct Sowing under Mulch-Based Cropping System (DMC) on Cotton and Maize Yield and Chemical Characteristics of Ferruginous Soil (Lixisoil) in the South Sudan Area of Burkina Faso,"Ouattara, A., Koulibaly, B., Dakuo, D., Coulibaly, K., Bazongo, P., Traore, O. and Nacro, H.B.",2021,Open Journal of Soil Science,10.4236/ojss.2021.116018,Maize grain yield,kg/ha,2197.0,2368.0,-7.22,4.0,4.0,SD,,417.0,448.0,,,DMC/C. juncea mulch (no-till with C. juncea cover crop),Conventional Tillage (annual ploughing),high,table,Table 1,Year 2010. DMC3 treatment.,"{'mod_crop_species': 'maize', 'mod_climate': 'tropical', 'mod_region': 'South Sudan area, Burkina Faso', 'mod_soil_type': 'lixisol (sandy 0-40cm)', 'mod_irrigation': 'rainfed', 'mod_residue_management': 'retained', 'mod_crop_rotation': 'maize-cotton biennial rotation with C. juncea', 'mod_study_duration_years': '1', 'mod_precipitation_mm': '744-1308', 'mod_country': 'Burkina Faso', 'mod_n_fertilizer_kg_ha': 74.0, 'mod_cover_crop': 'C. juncea'}"
notill_tillage::AdamaOuattara_2021_Effects_of_Direct_Sowing_under::17,notill_tillage,AdamaOuattara_2021_Effects_of_Direct_Sowing_under,Effects of Direct Sowing under Mulch-Based Cropping System (DMC) on Cotton and Maize Yield and Chemical Characteristics of Ferruginous Soil (Lixisoil) in the South Sudan Area of Burkina Faso,"Ouattara, A., Koulibaly, B., Dakuo, D., Coulibaly, K., Bazongo, P., Traore, O. and Nacro, H.B.",2021,Open Journal of Soil Science,10.4236/ojss.2021.116018,Maize grain yield,kg/ha,2026.0,2408.0,-15.86,4.0,4.0,SD,,449.0,444.0,,,"Direct Seeding (no cover crop, no tillage)",Conventional Tillage (annual ploughing),high,table,Table 1,Year 2012.,"{'mod_crop_species': 'maize', 'mod_climate': 'tropical', 'mod_region': 'South Sudan area, Burkina Faso', 'mod_soil_type': 'lixisol (sandy 0-40cm)', 'mod_irrigation': 'rainfed', 'mod_residue_management': 'retained', 'mod_crop_rotation': 'maize-cotton biennial rotation', 'mod_study_duration_years': '3', 'mod_precipitation_mm': '744-1308', 'mod_country': 'Burkina Faso', 'mod_n_fertilizer_kg_ha': 74.0, 'mod_cover_crop': 'none'}"
notill_tillage::AdamaOuattara_2021_Effects_of_Direct_Sowing_under::18,notill_tillage,AdamaOuattara_2021_Effects_of_Direct_Sowing_under,Effects of Direct Sowing under Mulch-Based Cropping System (DMC) on Cotton and Maize Yield and Chemical Characteristics of Ferruginous Soil (Lixisoil) in the South Sudan Area of Burkina Faso,"Ouattara, A., Koulibaly, B., Dakuo, D., Coulibaly, K., Bazongo, P., Traore, O. and Nacro, H.B.",2021,Open Journal of Soil Science,10.4236/ojss.2021.116018,Maize grain yield,kg/ha,2213.0,2408.0,-8.1,4.0,4.0,SD,,382.0,444.0,,,DMC/B. ruziziensis mulch (no-till with B. ruziziensis cover crop),Conventional Tillage (annual ploughing),high,table,Table 1,Year 2012. DMC1 treatment.,"{'mod_crop_species': 'maize', 'mod_climate': 'tropical', 'mod_region': 'South Sudan area, Burkina Faso', 'mod_soil_type': 'lixisol (sandy 0-40cm)', 'mod_irrigation': 'rainfed', 'mod_residue_management': 'retained', 'mod_crop_rotation': 'maize-cotton biennial rotation with B. ruziziensis', 'mod_study_duration_years': '3', 'mod_precipitation_mm': '744-1308', 'mod_country': 'Burkina Faso', 'mod_n_fertilizer_kg_ha': 74.0, 'mod_cover_crop': 'B. ruziziensis'}"
notill_tillage::AdamaOuattara_2021_Effects_of_Direct_Sowing_under::19,notill_tillage,AdamaOuattara_2021_Effects_of_Direct_Sowing_under,Effects of Direct Sowing under Mulch-Based Cropping System (DMC) on Cotton and Maize Yield and Chemical Characteristics of Ferruginous Soil (Lixisoil) in the South Sudan Area of Burkina Faso,"Ouattara, A., Koulibaly, B., Dakuo, D., Coulibaly, K., Bazongo, P., Traore, O. and Nacro, H.B.",2021,Open Journal of Soil Science,10.4236/ojss.2021.116018,Maize grain yield,kg/ha,2302.0,2408.0,-4.4,4.0,4.0,SD,,396.0,444.0,,,DMC/B. ruziziensis + M. cochinchinensis mulch (no-till with mixed cover crops),Conventional Tillage (annual ploughing),high,table,Table 1,Year 2012. DMC2 treatment.,"{'mod_crop_species': 'maize', 'mod_climate': 'tropical', 'mod_region': 'South Sudan area, Burkina Faso', 'mod_soil_type': 'lixisol (sandy 0-40cm)', 'mod_irrigation': 'rainfed', 'mod_residue_management': 'retained', 'mod_crop_rotation': 'maize-cotton biennial rotation with B. ruziziensis + M. cochinchinensis', 'mod_study_duration_years': '3', 'mod_precipitation_mm': '744-1308', 'mod_country': 'Burkina Faso', 'mod_n_fertilizer_kg_ha': 74.0, 'mod_cover_crop': 'B. ruziziensis + M. cochinchinensis'}"
notill_tillage::AdamaOuattara_2021_Effects_of_Direct_Sowing_under::20,notill_tillage,AdamaOuattara_2021_Effects_of_Direct_Sowing_under,Effects of Direct Sowing under Mulch-Based Cropping System (DMC) on Cotton and Maize Yield and Chemical Characteristics of Ferruginous Soil (Lixisoil) in the South Sudan Area of Burkina Faso,"Ouattara, A., Koulibaly, B., Dakuo, D., Coulibaly, K., Bazongo, P., Traore, O. and Nacro, H.B.",2021,Open Journal of Soil Science,10.4236/ojss.2021.116018,Maize grain yield,kg/ha,2325.0,2408.0,-3.45,4.0,4.0,SD,,509.0,444.0,,,DMC/C. juncea mulch (no-till with C. juncea cover crop),Conventional Tillage (annual ploughing),high,table,Table 1,Year 2012. DMC3 treatment.,"{'mod_crop_species': 'maize', 'mod_climate': 'tropical', 'mod_region': 'South Sudan area, Burkina Faso', 'mod_soil_type': 'lixisol (sandy 0-40cm)', 'mod_irrigation': 'rainfed', 'mod_residue_management': 'retained', 'mod_crop_rotation': 'maize-cotton biennial rotation with C. juncea', 'mod_study_duration_years': '3', 'mod_precipitation_mm': '744-1308', 'mod_country': 'Burkina Faso', 'mod_n_fertilizer_kg_ha': 74.0, 'mod_cover_crop': 'C. juncea'}"
notill_tillage::AdamaOuattara_2021_Effects_of_Direct_Sowing_under::21,notill_tillage,AdamaOuattara_2021_Effects_of_Direct_Sowing_under,Effects of Direct Sowing under Mulch-Based Cropping System (DMC) on Cotton and Maize Yield and Chemical Characteristics of Ferruginous Soil (Lixisoil) in the South Sudan Area of Burkina Faso,"Ouattara, A., Koulibaly, B., Dakuo, D., Coulibaly, K., Bazongo, P., Traore, O. and Nacro, H.B.",2021,Open Journal of Soil Science,10.4236/ojss.2021.116018,Maize grain yield,kg/ha,3875.0,3921.0,-1.17,4.0,4.0,SD,,165.0,180.0,,,"Direct Seeding (no cover crop, no tillage)",Conventional Tillage (annual ploughing),high,table,Table 1,Year 2014.,"{'mod_crop_species': 'maize', 'mod_climate': 'tropical', 'mod_region': 'South Sudan area, Burkina Faso', 'mod_soil_type': 'lixisol (sandy 0-40cm)', 'mod_irrigation': 'rainfed', 'mod_residue_management': 'retained', 'mod_crop_rotation': 'maize-cotton biennial rotation', 'mod_study_duration_years': '5', 'mod_precipitation_mm': '744-1308', 'mod_country': 'Burkina Faso', 'mod_n_fertilizer_kg_ha': 74.0, 'mod_cover_crop': 'none'}"
notill_tillage::AdamaOuattara_2021_Effects_of_Direct_Sowing_under::22,notill_tillage,AdamaOuattara_2021_Effects_of_Direct_Sowing_under,Effects of Direct Sowing under Mulch-Based Cropping System (DMC) on Cotton and Maize Yield and Chemical Characteristics of Ferruginous Soil (Lixisoil) in the South Sudan Area of Burkina Faso,"Ouattara, A., Koulibaly, B., Dakuo, D., Coulibaly, K., Bazongo, P., Traore, O. and Nacro, H.B.",2021,Open Journal of Soil Science,10.4236/ojss.2021.116018,Maize grain yield,kg/ha,3775.0,3921.0,-3.72,4.0,4.0,SD,,286.0,180.0,,,DMC/B. ruziziensis mulch (no-till with B. ruziziensis cover crop),Conventional Tillage (annual ploughing),high,table,Table 1,Year 2014. DMC1 treatment.,"{'mod_crop_species': 'maize', 'mod_climate': 'tropical', 'mod_region': 'South Sudan area, Burkina Faso', 'mod_soil_type': 'lixisol (sandy 0-40cm)', 'mod_irrigation': 'rainfed', 'mod_residue_management': 'retained', 'mod_crop_rotation': 'maize-cotton biennial rotation with B. ruziziensis', 'mod_study_duration_years': '5', 'mod_precipitation_mm': '744-1308', 'mod_country': 'Burkina Faso', 'mod_n_fertilizer_kg_ha': 74.0, 'mod_cover_crop': 'B. ruziziensis'}"
notill_tillage::AdamaOuattara_2021_Effects_of_Direct_Sowing_under::23,notill_tillage,AdamaOuattara_2021_Effects_of_Direct_Sowing_under,Effects of Direct Sowing under Mulch-Based Cropping System (DMC) on Cotton and Maize Yield and Chemical Characteristics of Ferruginous Soil (Lixisoil) in the South Sudan Area of Burkina Faso,"Ouattara, A., Koulibaly, B., Dakuo, D., Coulibaly, K., Bazongo, P., Traore, O. and Nacro, H.B.",2021,Open Journal of Soil Science,10.4236/ojss.2021.116018,Maize grain yield,kg/ha,3800.0,3921.0,-3.09,4.0,4.0,SD,,202.0,180.0,,,DMC/B. ruziziensis + M. cochinchinensis mulch (no-till with mixed cover crops),Conventional Tillage (annual ploughing),high,table,Table 1,Year 2014. DMC2 treatment.,"{'mod_crop_species': 'maize', 'mod_climate': 'tropical', 'mod_region': 'South Sudan area, Burkina Faso', 'mod_soil_type': 'lixisol (sandy 0-40cm)', 'mod_irrigation': 'rainfed', 'mod_residue_management': 'retained', 'mod_crop_rotation': 'maize-cotton biennial rotation with B. ruziziensis + M. cochinchinensis', 'mod_study_duration_years': '5', 'mod_precipitation_mm': '744-1308', 'mod_country': 'Burkina Faso', 'mod_n_fertilizer_kg_ha': 74.0, 'mod_cover_crop': 'B. ruziziensis + M. cochinchinensis'}"
notill_tillage::AdamaOuattara_2021_Effects_of_Direct_Sowing_under::24,notill_tillage,AdamaOuattara_2021_Effects_of_Direct_Sowing_under,Effects of Direct Sowing under Mulch-Based Cropping System (DMC) on Cotton and Maize Yield and Chemical Characteristics of Ferruginous Soil (Lixisoil) in the South Sudan Area of Burkina Faso,"Ouattara, A., Koulibaly, B., Dakuo, D., Coulibaly, K., Bazongo, P., Traore, O. and Nacro, H.B.",2021,Open Journal of Soil Science,10.4236/ojss.2021.116018,Maize grain yield,kg/ha,4107.0,3921.0,4.74,4.0,4.0,SD,,56.0,180.0,,,DMC/C. juncea mulch (no-till with C. juncea cover crop),Conventional Tillage (annual ploughing),high,table,Table 1,Year 2014. DMC3 treatment. Positive effect (no-till higher than CT).,"{'mod_crop_species': 'maize', 'mod_climate': 'tropical', 'mod_region': 'South Sudan area, Burkina Faso', 'mod_soil_type': 'lixisol (sandy 0-40cm)', 'mod_irrigation': 'rainfed', 'mod_residue_management': 'retained', 'mod_crop_rotation': 'maize-cotton biennial rotation with C. juncea', 'mod_study_duration_years': '5', 'mod_precipitation_mm': '744-1308', 'mod_country': 'Burkina Faso', 'mod_n_fertilizer_kg_ha': 74.0, 'mod_cover_crop': 'C. juncea'}"
notill_tillage::AdamaOuattara_2021_Effects_of_Direct_Sowing_under::25,notill_tillage,AdamaOuattara_2021_Effects_of_Direct_Sowing_under,Effects of Direct Sowing under Mulch-Based Cropping System (DMC) on Cotton and Maize Yield and Chemical Characteristics of Ferruginous Soil (Lixisoil) in the South Sudan Area of Burkina Faso,"Ouattara, A., Koulibaly, B., Dakuo, D., Coulibaly, K., Bazongo, P., Traore, O. and Nacro, H.B.",2021,Open Journal of Soil Science,10.4236/ojss.2021.116018,Maize grain yield,kg/ha,3004.0,3339.0,-10.03,4.0,4.0,SD,,790.0,133.0,,,"Direct Seeding (no cover crop, no tillage)",Conventional Tillage (annual ploughing),high,table,Table 1,Year 2016.,"{'mod_crop_species': 'maize', 'mod_climate': 'tropical', 'mod_region': 'South Sudan area, Burkina Faso', 'mod_soil_type': 'lixisol (sandy 0-40cm)', 'mod_irrigation': 'rainfed', 'mod_residue_management': 'retained', 'mod_crop_rotation': 'maize-cotton biennial rotation', 'mod_study_duration_years': '7', 'mod_precipitation_mm': '744-1308', 'mod_country': 'Burkina Faso', 'mod_n_fertilizer_kg_ha': 74.0, 'mod_cover_crop': 'none'}"
notill_tillage::AdamaOuattara_2021_Effects_of_Direct_Sowing_under::26,notill_tillage,AdamaOuattara_2021_Effects_of_Direct_Sowing_under,Effects of Direct Sowing under Mulch-Based Cropping System (DMC) on Cotton and Maize Yield and Chemical Characteristics of Ferruginous Soil (Lixisoil) in the South Sudan Area of Burkina Faso,"Ouattara, A., Koulibaly, B., Dakuo, D., Coulibaly, K., Bazongo, P., Traore, O. and Nacro, H.B.",2021,Open Journal of Soil Science,10.4236/ojss.2021.116018,Maize grain yield,kg/ha,3289.0,3339.0,-1.5,4.0,4.0,SD,,433.0,133.0,,,DMC/B. ruziziensis mulch (no-till with B. ruziziensis cover crop),Conventional Tillage (annual ploughing),high,table,Table 1,Year 2016. DMC1 treatment.,"{'mod_crop_species': 'maize', 'mod_climate': 'tropical', 'mod_region': 'South Sudan area, Burkina Faso', 'mod_soil_type': 'lixisol (sandy 0-40cm)', 'mod_irrigation': 'rainfed', 'mod_residue_management': 'retained', 'mod_crop_rotation': 'maize-cotton biennial rotation with B. ruziziensis', 'mod_study_duration_years': '7', 'mod_precipitation_mm': '744-1308', 'mod_country': 'Burkina Faso', 'mod_n_fertilizer_kg_ha': 74.0, 'mod_cover_crop': 'B. ruziziensis'}"
notill_tillage::AdamaOuattara_2021_Effects_of_Direct_Sowing_under::27,notill_tillage,AdamaOuattara_2021_Effects_of_Direct_Sowing_under,Effects of Direct Sowing under Mulch-Based Cropping System (DMC) on Cotton and Maize Yield and Chemical Characteristics of Ferruginous Soil (Lixisoil) in the South Sudan Area of Burkina Faso,"Ouattara, A., Koulibaly, B., Dakuo, D., Coulibaly, K., Bazongo, P., Traore, O. and Nacro, H.B.",2021,Open Journal of Soil Science,10.4236/ojss.2021.116018,Maize grain yield,kg/ha,2604.0,3339.0,-22.01,4.0,4.0,SD,,381.0,133.0,,,DMC/B. ruziziensis + M. cochinchinensis mulch (no-till with mixed cover crops),Conventional Tillage (annual ploughing),high,table,Table 1,Year 2016. DMC2 treatment.,"{'mod_crop_species': 'maize', 'mod_climate': 'tropical', 'mod_region': 'South Sudan area, Burkina Faso', 'mod_soil_type': 'lixisol (sandy 0-40cm)', 'mod_irrigation': 'rainfed', 'mod_residue_management': 'retained', 'mod_crop_rotation': 'maize-cotton biennial rotation with B. ruziziensis + M. cochinchinensis', 'mod_study_duration_years': '7', 'mod_precipitation_mm': '744-1308', 'mod_country': 'Burkina Faso', 'mod_n_fertilizer_kg_ha': 74.0, 'mod_cover_crop': 'B. ruziziensis + M. cochinchinensis'}"
