paper_id,outcome,outcome_unit,source_type,table_or_figure,treatment_mean,control_mean,effect_pct,treatment_n,control_n,variance_type,variance_value,variance_treatment,variance_control,se_treatment,se_control,sd_treatment,sd_control,treatment_description,control_description,confidence,notes,title,authors,year,journal,doi,mod_legume_species,mod_subsequent_crop,mod_climate_zone,mod_country,mod_site,mod_N_fertilizer_rate_kg_ha,mod_irrigation,mod_soil_type,mod_residue_management,mod_rotation_cycle_years,p_value,significance,mod_subsequent_crop_species,mod_country_region,mod_n_fertilizer_rate_kg_ha,mod_legume_residue_management,mod_rotation_cycle_length_years,mod_preceding_crop_treatment,mod_preceding_crop_control,mod_cultivar,mod_region,mod_tillage,mod_fw_year,mod_rainfall_mm_treatment_year,mod_rainfall_mm_control_year,mod_tillage_system,mod_N_fertilizer_kg_ha,mod_study_years,mod_direct_legume_predecessor,mod_cropping_system,mod_maize_cultivar,mod_soybean_cultivar,mod_planting_pattern,mod_intercropping_pattern,mod_study_type,mod_design,mod_year,mod_previous_crop,mod_n_fertilizer_rate_treatment_kg_ha,mod_n_fertilizer_rate_control_kg_ha,mod_rotation_cycle_length_treatment,mod_rotation_cycle_length_control,mod_study_duration_years,mod_study_period,mod_small_grain_crop,mod_manure_application,mod_alfalfa_years_before_maize,mod_preceding_crop_for_soybean,mod_location,mod_latitude,mod_longitude,mod_mean_annual_precip_mm,mod_mean_annual_temp_C,mod_rotation_crop,mod_variety,mod_elevation,mod_annual_temp_C,mod_annual_precip_mm,mod_trial_type,mod_year_of_rotation_effect,mod_growing_season,mod_precipitation_mm,mod_vetch_survived,mod_precipitation_season_mm,mod_green_leaf_manure,mod_original_source,mod_phase_1_winter_crop,mod_nematode_context,mod_n_soybean_cultivars,mod_n_nonlegume_cultivars,mod_n_mungbean_cultivars,mod_n_blackgram_cultivars,mod_beet_cyst_nematode,mod_cover_crop_before_beet,mod_n_dose_level,mod_preceding_crop_in_treatment,mod_preceding_crop_in_control,mod_rotation_study_duration_years,mod_measurement_year,mod_rotation_cycle,mod_n_fertilizer_control_kg_ha,mod_period,mod_years_of_data,mod_rotation_sequence,mod_control_rotation,mod_N_fertilizer_rate_kgha,mod_film_mulching,mod_indicator_crop,mod_crop_region,mod_CRD_metric,mod_optimal_species_diversity,mod_N_input,mod_time_years,mod_n_experiments,mod_n_observations_total,mod_n_site_years,mod_pct_preceded_by_legumes,mod_time_comparison,mod_functional_group_tested,mod_legume_effect,mod_pct_maize_preceded_by_legume,mod_ley_effect,mod_cultivar_class,mod_n_fertilizer_treatment_kg_ha,mod_management_system,mod_fungicide_control,mod_experiment_type,mod_year_of_rotation,mod_cropping_season,mod_preceding_summer_crop_control,mod_wheat_variety,mod_salt_tolerance,mod_PGPR_strain,mod_inoculation_type,mod_soil_salinity_ECe,mod_soil_taxonomy,mod_experimental_design,mod_experiment_duration_years,mod_elevation_m,mod_fertilizer_details,mod_annual_precipitation_mm,mod_mean_temperature_C,mod_oat_genotype,mod_plot_size_m2,mod_crop_species,mod_study_design,mod_crop_year,mod_subsequent_crop_cultivar,mod_monoculture_duration_years,mod_preceding_crop,mod_n_fertilizer_note,mod_altitude_m,mod_soil_pH,mod_soil_SOC_g_kg,mod_preceding_crop_type,mod_soil_depth_cm,mod_soil_SOM_g_kg,mod_planting_density_plants_ha
ABationo_2000_Rotation_and_nitrogen_fertilizer_effects,pearl millet grain yield,kg/ha,figure,Figure 1 (estimated from figure),1180.0,650.0,81.53846153846153,4.0,4.0,,,,,,,,,"Cowpea-millet rotation, 30 kg N/ha","Continuous millet, 30 kg N/ha",low,Data pooled over years 1989-1992. Estimated from Figure 1.,"Rotation and nitrogen fertilizer effects on pearl millet, cowpea and groundnut yield and soil chemical properties in a sandy soil in the semi-arid tropics, West Africa",A. Bationo and B. R. Ntare,2000,"Journal of Agricultural Science, Cambridge",,cowpea,pearl millet,semi-arid,Niger,Tara,30.0,rainfed,Haplic Acrisol (sandy),removed,2.0,<0.01,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABationo_2000_Rotation_and_nitrogen_fertilizer_effects,pearl millet grain yield,kg/ha,figure,Figure 1 (estimated from figure),1300.0,700.0,85.71428571428571,4.0,4.0,,,,,,,,,"Cowpea-millet rotation, 45 kg N/ha","Continuous millet, 45 kg N/ha",low,Data pooled over years 1989-1992. Estimated from Figure 1.,"Rotation and nitrogen fertilizer effects on pearl millet, cowpea and groundnut yield and soil chemical properties in a sandy soil in the semi-arid tropics, West Africa",A. Bationo and B. R. Ntare,2000,"Journal of Agricultural Science, Cambridge",,cowpea,pearl millet,semi-arid,Niger,Tara,45.0,rainfed,Haplic Acrisol (sandy),removed,2.0,<0.01,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABationo_2000_Rotation_and_nitrogen_fertilizer_effects,pearl millet grain yield,kg/ha,figure,Figure 1 (estimated from figure),895.0,500.0,79.0,4.0,4.0,,,,,,,,,"Groundnut-millet rotation, 0 kg N/ha","Continuous millet, 0 kg N/ha",medium,Data pooled over years 1989-1992. Text confirms 79% increase at 0N at Tara for groundnut-millet rotation.,"Rotation and nitrogen fertilizer effects on pearl millet, cowpea and groundnut yield and soil chemical properties in a sandy soil in the semi-arid tropics, West Africa",A. Bationo and B. R. Ntare,2000,"Journal of Agricultural Science, Cambridge",,groundnut,pearl millet,semi-arid,Niger,Tara,0.0,rainfed,Haplic Acrisol (sandy),removed,2.0,<0.01,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABationo_2000_Rotation_and_nitrogen_fertilizer_effects,pearl millet grain yield,kg/ha,figure,Figure 1 (estimated from figure),1000.0,580.0,72.41379310344827,4.0,4.0,,,,,,,,,"Groundnut-millet rotation, 15 kg N/ha","Continuous millet, 15 kg N/ha",low,Data pooled over years 1989-1992. Estimated from Figure 1.,"Rotation and nitrogen fertilizer effects on pearl millet, cowpea and groundnut yield and soil chemical properties in a sandy soil in the semi-arid tropics, West Africa",A. Bationo and B. R. Ntare,2000,"Journal of Agricultural Science, Cambridge",,groundnut,pearl millet,semi-arid,Niger,Tara,15.0,rainfed,Haplic Acrisol (sandy),removed,2.0,<0.01,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABationo_2000_Rotation_and_nitrogen_fertilizer_effects,pearl millet grain yield,kg/ha,figure,Figure 1 (estimated from figure),1080.0,650.0,66.15384615384615,4.0,4.0,,,,,,,,,"Groundnut-millet rotation, 30 kg N/ha","Continuous millet, 30 kg N/ha",low,Data pooled over years 1989-1992. Estimated from Figure 1.,"Rotation and nitrogen fertilizer effects on pearl millet, cowpea and groundnut yield and soil chemical properties in a sandy soil in the semi-arid tropics, West Africa",A. Bationo and B. R. Ntare,2000,"Journal of Agricultural Science, Cambridge",,groundnut,pearl millet,semi-arid,Niger,Tara,30.0,rainfed,Haplic Acrisol (sandy),removed,2.0,<0.01,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABationo_2000_Rotation_and_nitrogen_fertilizer_effects,pearl millet grain yield,kg/ha,figure,Figure 1 (estimated from figure),1150.0,700.0,64.28571428571429,4.0,4.0,,,,,,,,,"Groundnut-millet rotation, 45 kg N/ha","Continuous millet, 45 kg N/ha",low,Data pooled over years 1989-1992. Estimated from Figure 1.,"Rotation and nitrogen fertilizer effects on pearl millet, cowpea and groundnut yield and soil chemical properties in a sandy soil in the semi-arid tropics, West Africa",A. Bationo and B. R. Ntare,2000,"Journal of Agricultural Science, Cambridge",,groundnut,pearl millet,semi-arid,Niger,Tara,45.0,rainfed,Haplic Acrisol (sandy),removed,2.0,<0.01,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABationo_2000_Rotation_and_nitrogen_fertilizer_effects,pearl millet grain yield,kg/ha,figure,Figure 1 (estimated from figure),960.0,750.0,28.000000000000004,4.0,4.0,,,,,,,,,"Cowpea-millet rotation, 0 kg N/ha","Continuous millet, 0 kg N/ha",medium,Data pooled over years 1989-1992. Text confirms 28% increase at 0N at Bengou.,"Rotation and nitrogen fertilizer effects on pearl millet, cowpea and groundnut yield and soil chemical properties in a sandy soil in the semi-arid tropics, West Africa",A. Bationo and B. R. Ntare,2000,"Journal of Agricultural Science, Cambridge",,cowpea,pearl millet,semi-arid,Niger,Bengou,0.0,rainfed,Alfisol (Udic Rhondastalf),removed,2.0,<0.01,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABationo_2000_Rotation_and_nitrogen_fertilizer_effects,pearl millet grain yield,kg/ha,figure,Figure 1 (estimated from figure),1050.0,830.0,26.506024096385545,4.0,4.0,,,,,,,,,"Cowpea-millet rotation, 15 kg N/ha","Continuous millet, 15 kg N/ha",low,Data pooled over years 1989-1992. Estimated from Figure 1.,"Rotation and nitrogen fertilizer effects on pearl millet, cowpea and groundnut yield and soil chemical properties in a sandy soil in the semi-arid tropics, West Africa",A. Bationo and B. R. Ntare,2000,"Journal of Agricultural Science, Cambridge",,cowpea,pearl millet,semi-arid,Niger,Bengou,15.0,rainfed,Alfisol (Udic Rhondastalf),removed,2.0,<0.01,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABationo_2000_Rotation_and_nitrogen_fertilizer_effects,pearl millet grain yield,kg/ha,figure,Figure 1 (estimated from figure),1100.0,880.0,25.0,4.0,4.0,,,,,,,,,"Cowpea-millet rotation, 30 kg N/ha","Continuous millet, 30 kg N/ha",low,Data pooled over years 1989-1992. Estimated from Figure 1.,"Rotation and nitrogen fertilizer effects on pearl millet, cowpea and groundnut yield and soil chemical properties in a sandy soil in the semi-arid tropics, West Africa",A. Bationo and B. R. Ntare,2000,"Journal of Agricultural Science, Cambridge",,cowpea,pearl millet,semi-arid,Niger,Bengou,30.0,rainfed,Alfisol (Udic Rhondastalf),removed,2.0,<0.01,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABationo_2000_Rotation_and_nitrogen_fertilizer_effects,pearl millet grain yield,kg/ha,figure,Figure 1 (estimated from figure),1170.0,950.0,23.157894736842106,4.0,4.0,,,,,,,,,"Cowpea-millet rotation, 45 kg N/ha","Continuous millet, 45 kg N/ha",low,Data pooled over years 1989-1992. Estimated from Figure 1.,"Rotation and nitrogen fertilizer effects on pearl millet, cowpea and groundnut yield and soil chemical properties in a sandy soil in the semi-arid tropics, West Africa",A. Bationo and B. R. Ntare,2000,"Journal of Agricultural Science, Cambridge",,cowpea,pearl millet,semi-arid,Niger,Bengou,45.0,rainfed,Alfisol (Udic Rhondastalf),removed,2.0,<0.01,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABationo_2000_Rotation_and_nitrogen_fertilizer_effects,pearl millet grain yield,kg/ha,figure,Figure 1 (estimated from figure),863.0,750.0,15.066666666666666,4.0,4.0,,,,,,,,,"Groundnut-millet rotation, 0 kg N/ha","Continuous millet, 0 kg N/ha",medium,Data pooled over years 1989-1992. Text confirms 15% increase at 0N at Bengou for groundnut-millet.,"Rotation and nitrogen fertilizer effects on pearl millet, cowpea and groundnut yield and soil chemical properties in a sandy soil in the semi-arid tropics, West Africa",A. Bationo and B. R. Ntare,2000,"Journal of Agricultural Science, Cambridge",,groundnut,pearl millet,semi-arid,Niger,Bengou,0.0,rainfed,Alfisol (Udic Rhondastalf),removed,2.0,<0.01,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABationo_2000_Rotation_and_nitrogen_fertilizer_effects,pearl millet grain yield,kg/ha,figure,Figure 1 (estimated from figure),950.0,830.0,14.457831325301203,4.0,4.0,,,,,,,,,"Groundnut-millet rotation, 15 kg N/ha","Continuous millet, 15 kg N/ha",low,Data pooled over years 1989-1992. Estimated from Figure 1.,"Rotation and nitrogen fertilizer effects on pearl millet, cowpea and groundnut yield and soil chemical properties in a sandy soil in the semi-arid tropics, West Africa",A. Bationo and B. R. Ntare,2000,"Journal of Agricultural Science, Cambridge",,groundnut,pearl millet,semi-arid,Niger,Bengou,15.0,rainfed,Alfisol (Udic Rhondastalf),removed,2.0,<0.01,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
