row_id,side,paper_id,outcome_canonical,crop,treatment_level,co_amendment,co_amendment_level,timepoint,aggregation_level,unit_canonical,control_token,treatment_mean,control_mean,source_locator,is_figure,evidence,decoder
gt__rehman_2018__r11,gt,rehman_2018,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,47.0,31.7,,0,"hui_gt study_id=70 obs_id=663 country=Pakistan n=3.0 | pub=Rehman, A., Farooq, M., Nawaz, A., Al-Sadi, A.M., Al-Hashmi, K.S., Nadeem, F., Ullah, A., 2018. Characterizing bread whe",gt-rekey-publication
gt__rehman_2018__r12,gt,rehman_2018,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,36.0,30.2,,0,"hui_gt study_id=70 obs_id=664 country=Pakistan n=3.0 | pub=Rehman, A., Farooq, M., Nawaz, A., Al-Sadi, A.M., Al-Hashmi, K.S., Nadeem, F., Ullah, A., 2018. Characterizing bread whe",gt-rekey-publication
gt__rehman_2018__r13,gt,rehman_2018,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,41.6,33.2,,0,"hui_gt study_id=70 obs_id=665 country=Pakistan n=3.0 | pub=Rehman, A., Farooq, M., Nawaz, A., Al-Sadi, A.M., Al-Hashmi, K.S., Nadeem, F., Ullah, A., 2018. Characterizing bread whe",gt-rekey-publication
gt__rehman_2018__r14,gt,rehman_2018,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,36.4,28.2,,0,"hui_gt study_id=70 obs_id=666 country=Pakistan n=3.0 | pub=Rehman, A., Farooq, M., Nawaz, A., Al-Sadi, A.M., Al-Hashmi, K.S., Nadeem, F., Ullah, A., 2018. Characterizing bread whe",gt-rekey-publication
gt__rehman_2018__r15,gt,rehman_2018,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,34.2,25.2,,0,"hui_gt study_id=70 obs_id=667 country=Pakistan n=3.0 | pub=Rehman, A., Farooq, M., Nawaz, A., Al-Sadi, A.M., Al-Hashmi, K.S., Nadeem, F., Ullah, A., 2018. Characterizing bread whe",gt-rekey-publication
gt__rehman_2018__r16,gt,rehman_2018,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,30.3,25.6,,0,"hui_gt study_id=70 obs_id=668 country=Pakistan n=3.0 | pub=Rehman, A., Farooq, M., Nawaz, A., Al-Sadi, A.M., Al-Hashmi, K.S., Nadeem, F., Ullah, A., 2018. Characterizing bread whe",gt-rekey-publication
gt__rehman_2018__r17,gt,rehman_2018,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,29.8,25.9,,0,"hui_gt study_id=70 obs_id=669 country=Pakistan n=3.0 | pub=Rehman, A., Farooq, M., Nawaz, A., Al-Sadi, A.M., Al-Hashmi, K.S., Nadeem, F., Ullah, A., 2018. Characterizing bread whe",gt-rekey-publication
gt__rehman_2018__r18,gt,rehman_2018,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,37.7,29.0,,0,"hui_gt study_id=70 obs_id=670 country=Pakistan n=3.0 | pub=Rehman, A., Farooq, M., Nawaz, A., Al-Sadi, A.M., Al-Hashmi, K.S., Nadeem, F., Ullah, A., 2018. Characterizing bread whe",gt-rekey-publication
gt__rehman_2018__r19,gt,rehman_2018,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,36.1,27.9,,0,"hui_gt study_id=70 obs_id=671 country=Pakistan n=3.0 | pub=Rehman, A., Farooq, M., Nawaz, A., Al-Sadi, A.M., Al-Hashmi, K.S., Nadeem, F., Ullah, A., 2018. Characterizing bread whe",gt-rekey-publication
gt__rehman_2018__r20,gt,rehman_2018,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,33.3,28.6,,0,"hui_gt study_id=70 obs_id=672 country=Pakistan n=3.0 | pub=Rehman, A., Farooq, M., Nawaz, A., Al-Sadi, A.M., Al-Hashmi, K.S., Nadeem, F., Ullah, A., 2018. Characterizing bread whe",gt-rekey-publication
gt__rehman_2018__r21,gt,rehman_2018,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,29.0,22.9,,0,"hui_gt study_id=70 obs_id=673 country=Pakistan n=3.0 | pub=Rehman, A., Farooq, M., Nawaz, A., Al-Sadi, A.M., Al-Hashmi, K.S., Nadeem, F., Ullah, A., 2018. Characterizing bread whe",gt-rekey-publication
gt__rehman_2018__r22,gt,rehman_2018,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,34.3,28.2,,0,"hui_gt study_id=70 obs_id=674 country=Pakistan n=3.0 | pub=Rehman, A., Farooq, M., Nawaz, A., Al-Sadi, A.M., Al-Hashmi, K.S., Nadeem, F., Ullah, A., 2018. Characterizing bread whe",gt-rekey-publication
gt__rehman_2018__r23,gt,rehman_2018,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,38.2,31.2,,0,"hui_gt study_id=70 obs_id=675 country=Pakistan n=3.0 | pub=Rehman, A., Farooq, M., Nawaz, A., Al-Sadi, A.M., Al-Hashmi, K.S., Nadeem, F., Ullah, A., 2018. Characterizing bread whe",gt-rekey-publication
gt__rehman_2018__r24,gt,rehman_2018,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,33.5,23.2,,0,"hui_gt study_id=70 obs_id=676 country=Pakistan n=3.0 | pub=Rehman, A., Farooq, M., Nawaz, A., Al-Sadi, A.M., Al-Hashmi, K.S., Nadeem, F., Ullah, A., 2018. Characterizing bread whe",gt-rekey-publication
gt__rehman_2018__r25,gt,rehman_2018,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,47.4,33.3,,0,"hui_gt study_id=70 obs_id=677 country=Pakistan n=3.0 | pub=Rehman, A., Farooq, M., Nawaz, A., Al-Sadi, A.M., Al-Hashmi, K.S., Nadeem, F., Ullah, A., 2018. Characterizing bread whe",gt-rekey-publication
gt__rehman_2018__r26,gt,rehman_2018,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,32.6,24.9,,0,"hui_gt study_id=70 obs_id=678 country=Pakistan n=3.0 | pub=Rehman, A., Farooq, M., Nawaz, A., Al-Sadi, A.M., Al-Hashmi, K.S., Nadeem, F., Ullah, A., 2018. Characterizing bread whe",gt-rekey-publication
gt__rehman_2018__r27,gt,rehman_2018,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,33.5,21.2,,0,"hui_gt study_id=70 obs_id=679 country=Pakistan n=3.0 | pub=Rehman, A., Farooq, M., Nawaz, A., Al-Sadi, A.M., Al-Hashmi, K.S., Nadeem, F., Ullah, A., 2018. Characterizing bread whe",gt-rekey-publication
gt__rehman_2018__r28,gt,rehman_2018,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,49.6,31.4,,0,"hui_gt study_id=70 obs_id=680 country=Pakistan n=3.0 | pub=Rehman, A., Farooq, M., Nawaz, A., Al-Sadi, A.M., Al-Hashmi, K.S., Nadeem, F., Ullah, A., 2018. Characterizing bread whe",gt-rekey-publication
gt__rehman_2018__r29,gt,rehman_2018,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,46.4,28.3,,0,"hui_gt study_id=70 obs_id=681 country=Pakistan n=3.0 | pub=Rehman, A., Farooq, M., Nawaz, A., Al-Sadi, A.M., Al-Hashmi, K.S., Nadeem, F., Ullah, A., 2018. Characterizing bread whe",gt-rekey-publication
gt__rehman_2018__r30,gt,rehman_2018,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,39.6,31.4,,0,"hui_gt study_id=70 obs_id=682 country=Pakistan n=3.0 | pub=Rehman, A., Farooq, M., Nawaz, A., Al-Sadi, A.M., Al-Hashmi, K.S., Nadeem, F., Ullah, A., 2018. Characterizing bread whe",gt-rekey-publication
gt__rehman_2018__r31,gt,rehman_2018,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,42.7,35.3,,0,"hui_gt study_id=70 obs_id=683 country=Pakistan n=3.0 | pub=Rehman, A., Farooq, M., Nawaz, A., Al-Sadi, A.M., Al-Hashmi, K.S., Nadeem, F., Ullah, A., 2018. Characterizing bread whe",gt-rekey-publication
gt__rehman_2018__r32,gt,rehman_2018,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,34.8,30.4,,0,"hui_gt study_id=70 obs_id=684 country=Pakistan n=3.0 | pub=Rehman, A., Farooq, M., Nawaz, A., Al-Sadi, A.M., Al-Hashmi, K.S., Nadeem, F., Ullah, A., 2018. Characterizing bread whe",gt-rekey-publication
gt__rehman_2018__r33,gt,rehman_2018,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,41.1,31.7,,0,"hui_gt study_id=70 obs_id=685 country=Pakistan n=3.0 | pub=Rehman, A., Farooq, M., Nawaz, A., Al-Sadi, A.M., Al-Hashmi, K.S., Nadeem, F., Ullah, A., 2018. Characterizing bread whe",gt-rekey-publication
gt__rehman_2018__r34,gt,rehman_2018,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,41.9,32.3,,0,"hui_gt study_id=70 obs_id=686 country=Pakistan n=3.0 | pub=Rehman, A., Farooq, M., Nawaz, A., Al-Sadi, A.M., Al-Hashmi, K.S., Nadeem, F., Ullah, A., 2018. Characterizing bread whe",gt-rekey-publication
gt__rehman_2018__r35,gt,rehman_2018,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,34.1,31.9,,0,"hui_gt study_id=70 obs_id=687 country=Pakistan n=3.0 | pub=Rehman, A., Farooq, M., Nawaz, A., Al-Sadi, A.M., Al-Hashmi, K.S., Nadeem, F., Ullah, A., 2018. Characterizing bread whe",gt-rekey-publication
gt__rehman_2018__r36,gt,rehman_2018,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,39.5,30.3,,0,"hui_gt study_id=70 obs_id=688 country=Pakistan n=3.0 | pub=Rehman, A., Farooq, M., Nawaz, A., Al-Sadi, A.M., Al-Hashmi, K.S., Nadeem, F., Ullah, A., 2018. Characterizing bread whe",gt-rekey-publication
gt__rehman_2018__r37,gt,rehman_2018,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,41.0,28.4,,0,"hui_gt study_id=70 obs_id=689 country=Pakistan n=3.0 | pub=Rehman, A., Farooq, M., Nawaz, A., Al-Sadi, A.M., Al-Hashmi, K.S., Nadeem, F., Ullah, A., 2018. Characterizing bread whe",gt-rekey-publication
gt__rehman_2018__r38,gt,rehman_2018,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,44.1,34.2,,0,"hui_gt study_id=70 obs_id=690 country=Pakistan n=3.0 | pub=Rehman, A., Farooq, M., Nawaz, A., Al-Sadi, A.M., Al-Hashmi, K.S., Nadeem, F., Ullah, A., 2018. Characterizing bread whe",gt-rekey-publication
gt__rehman_2018__r39,gt,rehman_2018,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,53.9,34.0,,0,"hui_gt study_id=70 obs_id=691 country=Pakistan n=3.0 | pub=Rehman, A., Farooq, M., Nawaz, A., Al-Sadi, A.M., Al-Hashmi, K.S., Nadeem, F., Ullah, A., 2018. Characterizing bread whe",gt-rekey-publication
gt__rehman_2018__r40,gt,rehman_2018,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,43.0,36.4,,0,"hui_gt study_id=70 obs_id=692 country=Pakistan n=3.0 | pub=Rehman, A., Farooq, M., Nawaz, A., Al-Sadi, A.M., Al-Hashmi, K.S., Nadeem, F., Ullah, A., 2018. Characterizing bread whe",gt-rekey-publication
gt__rehman_2018__r41,gt,rehman_2018,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,50.2,34.5,,0,"hui_gt study_id=70 obs_id=693 country=Pakistan n=3.0 | pub=Rehman, A., Farooq, M., Nawaz, A., Al-Sadi, A.M., Al-Hashmi, K.S., Nadeem, F., Ullah, A., 2018. Characterizing bread whe",gt-rekey-publication
gt__rehman_2018__r42,gt,rehman_2018,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,37.3,30.6,,0,"hui_gt study_id=70 obs_id=694 country=Pakistan n=3.0 | pub=Rehman, A., Farooq, M., Nawaz, A., Al-Sadi, A.M., Al-Hashmi, K.S., Nadeem, F., Ullah, A., 2018. Characterizing bread whe",gt-rekey-publication
gt__rehman_2018__r43,gt,rehman_2018,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,37.2,30.3,,0,"hui_gt study_id=70 obs_id=695 country=Pakistan n=3.0 | pub=Rehman, A., Farooq, M., Nawaz, A., Al-Sadi, A.M., Al-Hashmi, K.S., Nadeem, F., Ullah, A., 2018. Characterizing bread whe",gt-rekey-publication
gt__rehman_2018__r44,gt,rehman_2018,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,35.8,30.6,,0,"hui_gt study_id=70 obs_id=696 country=Pakistan n=3.0 | pub=Rehman, A., Farooq, M., Nawaz, A., Al-Sadi, A.M., Al-Hashmi, K.S., Nadeem, F., Ullah, A., 2018. Characterizing bread whe",gt-rekey-publication
gt__rehman_2018__r45,gt,rehman_2018,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,32.9,28.0,,0,"hui_gt study_id=70 obs_id=697 country=Pakistan n=3.0 | pub=Rehman, A., Farooq, M., Nawaz, A., Al-Sadi, A.M., Al-Hashmi, K.S., Nadeem, F., Ullah, A., 2018. Characterizing bread whe",gt-rekey-publication
gt__rehman_2018__r46,gt,rehman_2018,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,37.2,29.1,,0,"hui_gt study_id=70 obs_id=698 country=Pakistan n=3.0 | pub=Rehman, A., Farooq, M., Nawaz, A., Al-Sadi, A.M., Al-Hashmi, K.S., Nadeem, F., Ullah, A., 2018. Characterizing bread whe",gt-rekey-publication
gt__rehman_2018__r47,gt,rehman_2018,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,37.7,31.7,,0,"hui_gt study_id=70 obs_id=699 country=Pakistan n=3.0 | pub=Rehman, A., Farooq, M., Nawaz, A., Al-Sadi, A.M., Al-Hashmi, K.S., Nadeem, F., Ullah, A., 2018. Characterizing bread whe",gt-rekey-publication
gt__rehman_2018__r48,gt,rehman_2018,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,36.5,32.1,,0,"hui_gt study_id=70 obs_id=700 country=Pakistan n=3.0 | pub=Rehman, A., Farooq, M., Nawaz, A., Al-Sadi, A.M., Al-Hashmi, K.S., Nadeem, F., Ullah, A., 2018. Characterizing bread whe",gt-rekey-publication
gt__rehman_2018__r49,gt,rehman_2018,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,34.5,26.6,,0,"hui_gt study_id=70 obs_id=701 country=Pakistan n=3.0 | pub=Rehman, A., Farooq, M., Nawaz, A., Al-Sadi, A.M., Al-Hashmi, K.S., Nadeem, F., Ullah, A., 2018. Characterizing bread whe",gt-rekey-publication
gt__rehman_2018__r50,gt,rehman_2018,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,36.6,29.7,,0,"hui_gt study_id=70 obs_id=702 country=Pakistan n=3.0 | pub=Rehman, A., Farooq, M., Nawaz, A., Al-Sadi, A.M., Al-Hashmi, K.S., Nadeem, F., Ullah, A., 2018. Characterizing bread whe",gt-rekey-publication
gt__rehman_2018__r51,gt,rehman_2018,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,35.6,27.5,,0,"hui_gt study_id=70 obs_id=703 country=Pakistan n=3.0 | pub=Rehman, A., Farooq, M., Nawaz, A., Al-Sadi, A.M., Al-Hashmi, K.S., Nadeem, F., Ullah, A., 2018. Characterizing bread whe",gt-rekey-publication
gt__rehman_2018__r52,gt,rehman_2018,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,39.9,25.1,,0,"hui_gt study_id=70 obs_id=704 country=Pakistan n=3.0 | pub=Rehman, A., Farooq, M., Nawaz, A., Al-Sadi, A.M., Al-Hashmi, K.S., Nadeem, F., Ullah, A., 2018. Characterizing bread whe",gt-rekey-publication
gt__rehman_2018__r53,gt,rehman_2018,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,54.4,30.4,,0,"hui_gt study_id=70 obs_id=705 country=Pakistan n=3.0 | pub=Rehman, A., Farooq, M., Nawaz, A., Al-Sadi, A.M., Al-Hashmi, K.S., Nadeem, F., Ullah, A., 2018. Characterizing bread whe",gt-rekey-publication
gt__rehman_2018__r54,gt,rehman_2018,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,39.1,32.5,,0,"hui_gt study_id=70 obs_id=706 country=Pakistan n=3.0 | pub=Rehman, A., Farooq, M., Nawaz, A., Al-Sadi, A.M., Al-Hashmi, K.S., Nadeem, F., Ullah, A., 2018. Characterizing bread whe",gt-rekey-publication
gt__rehman_2018__r55,gt,rehman_2018,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,36.6,26.2,,0,"hui_gt study_id=70 obs_id=707 country=Pakistan n=3.0 | pub=Rehman, A., Farooq, M., Nawaz, A., Al-Sadi, A.M., Al-Hashmi, K.S., Nadeem, F., Ullah, A., 2018. Characterizing bread whe",gt-rekey-publication
gt__rehman_2018__r56,gt,rehman_2018,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,31.8382,23.0882,,0,"hui_gt study_id=71 obs_id=708 country=Pakistan n=4.0 | pub=Rehman, A., Farooq, M., Naveed, M., Nawaz, A., Shahzad, B., 2018. Seed priming of Zn with endophytic bacteria improves t",gt-rekey-publication
gt__rehman_2018__r57,gt,rehman_2018,grain_zn,wheat,Foliar,none,0,,single_cell,mg/kg,absolute_control,32.72055,23.0882,,0,"hui_gt study_id=70 obs_id=648 country=Pakistan n=4.0 | pub=Rehman, A., Farooq, M., Naveed, M., Nawaz, A., Shahzad, B., 2018. Seed priming of Zn with endophytic bacteria improves t",gt-rekey-publication
